embedding,labels
"4.482658,19.320213",4
"11.555765,40.81091",4
"-43.803112,25.49573",1
"49.079136,-6.1092744",5
"-44.29072,25.7451",1
"-25.338516,10.714984",0
"49.658375,-3.7045",5
"-3.5700753,-3.992156",3
"-32.19109,-31.454037",5
"50.309265,-16.686174",5
"-32.105217,45.665405",1
"42.324715,-15.081161",3
"-28.339094,-21.625937",0
"14.445147,17.863205",3
"7.623206,34.192608",5
"15.962573,35.965485",3
"11.006023,-16.518023",3
"22.176355,-5.051969",4
"46.761356,-18.83042",5
"-31.692263,-36.4899",2
"30.412685,-5.526528",3
"-32.18578,-18.413013",0
"-27.716974,-8.3595705",0
"37.285908,2.0289598",3
"35.892715,-12.753021",5
"-27.242336,-14.950226",0
"-31.070957,-34.265854",1
"-12.479138,5.358827",0
"-23.381117,-4.1450386",0
"8.779167,33.691837",5
"-32.988213,-34.979237",2
"-28.40444,-35.37298",2
"-30.593407,-34.857838",1
"44.317158,-15.007074",3
"-27.753317,-10.908164",0
"-6.018201,1.8491372",0
"5.452296,-6.945111",3
"-21.861185,2.9354937",0
"-49.682808,29.54082",1
"49.82817,-15.012029",5
"28.228636,-0.25976074",5
"-32.427547,-36.788494",2
"43.683914,-22.93805",4
"9.414713,4.7910686",3
"0.85752946,10.860417",3
"-19.860764,17.731897",0
"6.293852,4.6468954",5
"13.15856,1.9611235",0
"37.043648,-0.62553054",3
"-50.387077,28.815023",1
"18.272722,-13.39857",3
"27.853813,9.845205",3
"31.636518,-1.7364397",5
"-50.9198,6.1887927",1
"-25.205019,10.402127",0
"49.840702,-18.847532",5
"-23.797695,8.842386",0
"14.313757,-15.629972",4
"-32.20923,-17.077784",0
"5.034269,-9.188716",4
"-29.256702,-18.876486",0
"-31.89723,-34.147354",1
"5.4367437,-13.887092",2
"-25.919884,19.552189",2
"-30.16129,-34.50137",1
"22.563484,1.3573713",3
"-29.272154,-35.466084",2
"12.33195,29.624489",5
"-31.721302,-32.973743",0
"33.36457,-8.934869",3
"-44.695354,25.959097",1
"-49.739887,29.135757",1
"-51.167965,29.44873",1
"35.9674,-6.136869",3
"18.332296,38.17248",5
"-30.854368,-35.793186",2
"-29.013056,-18.489548",0
"45.804394,3.7860584",5
"13.591949,6.324806",4
"28.21236,10.473187",3
"-13.703194,1.8542511",0
"35.08212,-16.210806",3
"16.447407,31.56965",5
"49.938507,-2.3124008",5
"-31.959303,-17.788242",0
"-26.810453,19.311049",2
"51.806583,-16.297958",3
"16.596973,26.183455",4
"47.177723,3.7723863",5
"-24.441725,21.422838",2
"4.9716225,18.156757",4
"17.300543,37.17463",5
"-23.504402,-41.191353",2
"7.057265,-6.6389728",4
"11.366069,37.774643",3
"-25.073847,20.740208",2
"-46.539394,31.098516",1
"-33.906216,-18.304317",0
"-23.735264,21.0865",2
"45.295254,-8.6070795",5
"-26.137812,-38.055794",2
"43.465595,-21.082615",5
"-26.198418,-39.30225",2
"-26.174667,-20.206844",0
"-46.940407,31.344635",1
"-26.520369,-39.705357",1
"-30.623486,-14.103558",0
"-12.395863,6.2958403",0
"-52.289925,6.6109076",1
"-43.993847,28.23052",1
"-25.430544,-39.601",2
"11.503028,1.5510535",4
"17.057447,27.32109",3
"7.4447384,-13.215945",3
"16.890842,10.506148",3
"27.573023,-0.33689743",4
"-23.184418,8.537057",0
"-22.51463,-18.787731",0
"21.991917,19.063772",4
"-18.27189,-32.468094",0
"19.326775,14.253089",4
"5.1252728,3.417234",2
"-1.5158558,-11.587677",0
"-26.429134,-28.009598",0
"48.37484,-5.22908",5
"44.144707,-16.614016",5
"-27.421907,-40.04678",1
"13.821556,31.410685",5
"31.499743,-5.361048",3
"-26.858295,-39.69159",2
"14.860856,12.353298",5
"-24.976236,-40.3781",2
"-25.35191,-41.73096",2
"7.7596993,30.259613",3
"-45.69551,29.754671",1
"3.0752075,19.98676",4
"-47.760006,21.874233",0
"-52.602043,5.342504",2
"-29.40029,-20.249744",0
"-47.255955,29.697739",1
"34.117752,2.73014",3
"-52.12823,31.328081",4
"-45.83273,31.418217",1
"-45.639565,30.70646",1
"25.539883,-3.1509593",4
"-22.710295,15.355166",0
"44.02058,-1.5012693",4
"-27.369804,-20.198858",0
"3.6333954,3.6194084",4
"12.565892,-16.223942",4
"30.738192,-7.3455944",3
"-22.070328,14.900809",0
"34.002,-12.782535",5
"31.185167,-15.067417",5
"-27.709412,-37.666664",0
"-29.157217,-41.81572",2
"-32.579323,-19.097218",0
"33.460453,-4.821208",5
"27.633999,13.634906",4
"46.562504,-21.353413",5
"50.63011,-0.711602",5
"8.541479,35.876328",5
"17.267376,37.38932",5
"32.838913,-13.362879",5
"12.828425,-16.619114",4
"-29.045797,-42.729553",2
"23.690979,21.729084",3
"-47.39491,30.708324",1
"-29.500229,-41.412903",2
"16.66734,36.843185",5
"16.619669,-5.1130204",3
"-26.54987,-40.786102",2
"16.300451,-20.205288",3
"-23.999035,21.87505",2
"-25.204845,21.647924",2
"-25.773958,-40.417866",2
"50.25478,-19.414085",5
"-19.429033,17.513552",0
"-44.88842,29.00271",1
"15.669871,-3.9097662",3
"-13.4445505,7.0611334",0
"26.955868,13.925916",4
"-27.08242,-40.634266",1
"23.312767,21.205626",4
"-4.8920903,-14.176382",0
"-44.523857,30.80263",1
"-25.167255,-40.962246",2
"-29.473063,-24.918123",0
"-25.629177,-38.885326",2
"46.49326,-7.8018975",5
"13.786091,31.13492",3
"9.028055,2.5323565",3
"-52.521534,31.946077",5
"47.968838,-19.258123",5
"-13.66633,1.886807",0
"20.189455,29.096634",3
"-29.621546,-19.892635",0
"29.903978,-8.725704",5
"49.117794,-18.248064",5
"-23.560234,-1.7188555",0
"-30.752684,-10.249698",0
"-26.611708,-9.693182",0
"46.77935,-14.389426",5
"-24.824696,22.070553",2
"-31.379742,-15.71348",0
"-26.899328,-38.45064",1
"35.1033,-4.1691775",3
"13.127834,30.72736",3
"45.33152,-1.0091106",3
"47.31965,-13.505336",4
"-24.578356,22.723276",2
"5.977634,-14.840569",4
"-52.233852,5.672606",2
"-44.156796,29.22532",1
"14.742244,-8.365391",4
"-46.42274,33.920025",1
"-24.428082,-23.822287",0
"20.151062,15.000948",3
"-5.5467453,-4.2785845",0
"-21.98961,21.418867",2
"11.253933,39.184074",0
"-43.504932,32.513775",1
"19.326836,13.362078",3
"4.6483154,15.382558",4
"0.7412154,4.046663",5
"-24.252254,-22.778904",0
"-25.78925,-33.83778",1
"18.207779,36.104084",3
"33.449654,-10.371085",5
"34.87199,-17.78063",5
"-3.3509402,-10.594432",0
"26.740803,24.037128",3
"17.356558,34.74407",3
"19.134092,37.0124",3
"-46.079967,34.31104",1
"-24.226215,-8.653771",0
"-49.729584,33.51426",2
"-27.60034,-33.269447",0
"-45.558002,35.61123",1
"24.451612,-9.475828",4
"-47.55087,35.116367",1
"11.620042,-2.6265638",3
"2.939468,2.703592",3
"-24.634016,-34.591003",1
"-24.451117,-35.511772",2
"47.943924,-18.5964",5
"9.247782,36.34679",4
"7.3788013,18.444637",4
"9.627332,29.524",5
"12.0906925,6.386444",4
"-25.881369,-36.383526",2
"-29.58344,-31.241898",0
"50.78001,-16.22752",5
"-11.422643,3.687574",0
"-49.144318,33.243217",1
"42.558395,-17.41394",5
"27.921022,24.78631",4
"-46.56541,35.46885",1
"37.777325,-20.764027",5
"-52.95534,6.5303144",2
"30.068834,-4.0120287",3
"-3.8880544,-14.036965",0
"-54.30129,6.258761",1
"-20.265808,22.196327",2
"10.6523695,37.859894",3
"-23.038034,-20.740486",0
"36.665783,-11.909429",4
"-47.38738,34.260796",1
"20.744558,15.383917",3
"23.659754,20.258965",3
"-45.3873,34.196835",1
"-24.568666,-37.02987",2
"32.900036,-7.7014375",5
"-28.344275,-24.027021",0
"-51.617695,6.788832",1
"35.952133,-17.741707",5
"-24.359863,-36.066616",2
"-32.647697,-12.60488",0
"16.122005,-10.877829",4
"31.520071,-6.9359064",5
"4.0266523,-3.09623",4
"16.361773,-0.80291617",4
"26.987677,24.321241",3
"-49.18913,32.611515",1
"41.945293,7.5302362",4
"-29.814585,-22.082203",0
"46.495102,-7.0434833",5
"-46.03615,33.533894",1
"-24.978886,-34.90892",2
"-26.103382,-21.619217",0
"-44.86203,33.55807",1
"-23.006474,-37.47579",2
"-46.12913,34.92413",1
"38.126675,-14.057624",5
"6.6721582,-12.476931",4
"37.52899,1.7706981",3
"-23.044468,12.217934",0
"-28.766228,-11.084806",0
"46.44809,5.098522",3
"-22.698767,21.576077",0
"10.739949,31.782745",4
"-45.240215,34.920605",1
"26.545176,-17.770506",5
"11.89773,-0.04030553",4
"17.593807,35.270245",3
"17.72499,16.477486",5
"-24.942295,-35.97321",2
"34.83642,4.6760864",5
"50.043613,-17.728943",5
"-25.54024,-35.59291",2
"-24.3899,-24.455618",0
"16.690702,15.915235",4
"-30.05606,-32.701824",0
"37.652126,-3.1841476",3
"-24.047215,-17.840967",0
"-23.492916,-35.50076",2
"26.8302,12.616231",3
"5.0791683,31.933975",5
"16.412106,38.599068",4
"5.0471873,3.8892286",0
"4.9243903,4.6379333",4
"43.846,-16.761652",3
"12.494554,23.700592",3
"47.542225,-4.9546127",5
"-21.814047,22.583145",2
"-19.500103,21.736265",4
"3.9276428,18.096651",4
"-46.81811,34.702267",1
"-51.89815,6.806085",1
"6.148054,17.174831",3
"-22.505987,22.255135",2
"15.915066,-0.7106649",5
"-20.616777,23.502087",2
"4.453905,-14.282414",3
"-43.945072,32.876175",1
"9.152157,-6.1381865",3
"31.398182,-14.384027",4
"9.622882,38.170956",5
"14.737609,39.7908",3
"-23.169706,-37.468815",2
"-46.881157,32.969627",1
"-47.29558,36.504482",1
"30.333729,-4.276016",5
"-24.005589,24.416634",2
"-20.995687,17.310633",0
"-10.785988,5.447738",0
"20.66192,24.756699",3
"-22.357534,23.768393",2
"12.557458,7.8515368",3
"12.195697,-19.71697",3
"-25.269882,13.366688",0
"-21.714521,-23.612303",0
"16.654762,-8.940591",3
"49.00057,-16.639532",5
"-29.110847,-11.81206",0
"17.953789,36.56105",4
"-25.720285,-19.80774",0
"3.8564045,-16.227001",0
"25.412079,-9.384235",4
"14.529692,31.889317",4
"-17.812199,-38.14473",0
"-23.978436,23.699535",2
"7.712626,-7.620439",4
"-42.334545,34.57963",1
"-23.862902,25.923037",1
"-52.822685,7.8049474",1
"8.914284,36.533062",5
"21.886824,17.148514",3
"-14.659563,-36.175472",2
"-21.689285,7.7203307",0
"-30.891628,-10.058022",0
"-26.556768,-10.238107",0
"-19.400944,-36.906532",1
"-40.002556,31.675621",1
"-25.769596,24.82573",0
"18.486214,-18.159498",5
"-16.965612,-34.879368",2
"33.702686,11.729437",4
"13.527285,2.749957",4
"17.156046,-6.1596904",3
"5.0074463,-8.013444",2
"-27.40597,-23.792767",0
"-24.448032,13.66811",0
"-42.920994,35.16592",1
"-40.254593,32.60583",1
"4.5660777,1.8219306",1
"-23.257185,23.466589",2
"-20.846926,20.37213",1
"6.919426,1.0671716",4
"8.690395,38.85822",0
"32.760693,-11.689383",5
"24.475824,-9.088246",3
"18.888746,-18.940634",4
"31.832811,-8.364106",3
"-41.36614,31.693525",1
"35.33787,-9.135852",3
"17.730934,23.16956",3
"14.918489,-0.84532636",4
"-19.105013,-35.74463",1
"-26.698633,-18.872446",0
"40.127995,-20.869972",5
"-25.80437,-13.476067",0
"-25.584463,-13.663102",0
"-6.5770745,2.0934994",0
"47.82384,3.7728288",4
"7.2830544,34.97042",3
"21.305466,16.17484",3
"-7.2362967,-22.45102",2
"-19.99876,-37.347275",2
"33.308403,-13.670375",5
"-20.384823,19.104015",0
"45.505272,-6.671931",5
"-17.511955,-6.6463184",0
"-20.84728,-37.184902",2
"-23.894953,-4.660861",0
"-20.403008,-36.074474",2
"-43.515175,36.128826",1
"13.486004,-15.826681",4
"-39.697826,31.279762",1
"-27.613697,-15.950433",0
"50.15161,-10.680669",5
"-34.173523,-16.37149",0
"-15.339126,-22.012041",0
"-23.319937,24.429234",2
"30.68018,-1.4659338",5
"8.69778,-16.682606",3
"14.171876,17.450647",3
"21.869282,-16.676336",3
"19.147964,-19.843426",4
"-24.2433,23.770254",2
"4.669197,-5.68839",4
"-43.353397,35.857544",1
"-22.883005,23.099592",2
"-30.620218,-15.361651",0
"-20.761578,8.002044",0
"51.82558,-14.36656",4
"-14.1520195,28.90349",4
"44.608738,-13.767968",5
"-19.804579,-37.012623",2
"-21.648167,-22.653666",0
"-42.206665,34.380733",1
"9.383202,37.65466",5
"-19.620672,-36.756836",1
"45.452877,3.7767887",5
"48.184994,-1.5898354",5
"14.874331,31.307476",3
"7.0349064,-10.875593",3
"-35.282333,35.167038",4
"21.619719,0.461238",4
"11.960827,0.9095565",4
"14.326664,-19.942436",3
"11.211082,-18.963985",3
"-22.499462,19.563774",0
"-23.931007,13.969845",0
"23.425459,23.548176",3
"-10.699132,5.519251",0
"-38.92685,33.354683",1
"12.061411,6.7784247",4
"31.353006,-20.338217",5
"25.323948,23.33386",3
"4.3947268,3.241903",2
"-20.74628,7.930324",0
"-18.267065,-37.361515",0
"7.9694858,-7.94125",4
"49.754276,-10.099255",5
"42.12693,7.494378",5
"32.82308,-5.484282",4
"24.990868,13.27957",3
"-25.654055,-19.071655",0
"30.373356,-7.6004343",0
"19.634193,-18.083918",4
"49.338642,-15.444566",5
"-13.654407,-34.34897",2
"-39.53418,36.197384",1
"4.7225986,-16.419718",3
"-17.98527,-12.464893",0
"14.344914,3.0142736",3
"4.363894,-4.8313437",2
"20.216213,-18.242527",4
"13.531073,-15.652682",4
"5.6858325,-12.229369",4
"31.754879,-13.043138",5
"22.468227,18.197124",4
"-15.06045,-22.70664",0
"-13.694899,-31.597347",2
"-12.598958,-35.524036",2
"24.516792,13.284798",3
"39.783222,-0.67214257",5
"-7.5452733,2.4960225",0
"46.368797,-11.0541935",5
"-18.976763,-11.491688",0
"28.133871,7.595984",3
"-21.918148,-13.136743",0
"8.648829,32.01375",3
"48.422283,3.703322",5
"12.296469,39.23474",5
"15.24543,-2.8088715",4
"-21.02702,27.065313",2
"-12.901982,-36.271667",1
"-23.343733,-16.847404",0
"-15.306966,-28.088558",0
"36.431343,-19.854975",5
"-21.13451,26.509352",2
"17.76309,23.15898",3
"-51.884197,8.11469",1
"-12.68347,-36.345676",2
"-15.848322,-32.194256",1
"-37.529484,37.178905",1
"-15.070664,-30.747833",2
"-38.239952,36.752316",1
"45.743828,1.6392016",3
"46.096733,2.824346",5
"-39.115364,37.619663",1
"15.980458,30.995462",3
"-15.095909,-32.63267",0
"-22.500263,-16.33809",0
"-21.510698,6.4001255",0
"15.035491,1.9043641",4
"-41.373108,37.17896",1
"-40.9575,37.084713",1
"49.092274,-1.0604347",5
"-12.721801,-33.824566",1
"45.291283,-15.65227",5
"-21.549503,26.956585",2
"40.49313,-21.692766",5
"-13.984301,-33.868355",2
"-35.860825,35.675423",0
"5.5091996,0.9072939",4
"-24.554495,-11.851009",0
"-16.522263,-20.718554",0
"-13.5452,-33.46089",1
"6.165761,-16.537693",0
"25.691502,28.454813",4
"49.506203,-6.1381087",5
"-22.021238,25.91409",0
"25.459555,-12.964027",4
"20.854103,0.6787811",4
"35.29164,-20.354294",5
"16.544662,32.610737",5
"-21.438047,27.785177",2
"32.50155,-19.339731",5
"-13.20082,-32.88271",1
"-22.574368,-13.226642",0
"42.47974,-6.153527",5
"46.173355,-18.152426",5
"5.2196145,-10.19722",3
"-52.248875,8.47759",1
"49.484802,-3.0670016",5
"3.5795164,-4.4855614",0
"-22.90062,26.23827",2
"-40.28883,35.949493",1
"-39.75833,38.39882",1
"42.692276,-20.838207",5
"17.311909,3.9237585",4
"34.69397,-6.564931",5
"-15.706842,-34.37378",2
"14.491348,-18.184626",3
"44.560284,-7.762913",4
"-38.588886,34.892",1
"4.9360538,-16.988514",4
"-39.426823,37.171783",1
"46.756107,-11.0138445",5
"-39.740467,35.284443",1
"-38.809505,36.033104",1
"2.012151,11.702464",4
"13.462607,23.398987",3
"-40.27029,37.34132",1
"12.13386,30.841553",3
"8.405753,34.411854",5
"43.97166,2.8831072",5
"-20.543684,27.15111",2
"-20.653,-19.863478",0
"-23.416584,-16.96584",0
"26.094036,24.825953",3
"44.228806,-9.979035",5
"43.978954,7.7497687",3
"20.457657,4.1594844",3
"40.28563,2.6906886",5
"36.910175,-19.602247",3
"-42.20505,38.244217",1
"-8.877005,-21.46101",4
"-13.855339,-35.117657",1
"50.86342,-10.525979",5
"33.242123,-15.211309",3
"18.115627,10.72385",3
"16.642235,26.040598",3
"-38.81569,34.148827",1
"-12.943033,-34.330265",5
"-7.765719,-26.364115",0
"7.528552,-21.007896",4
"46.843616,-3.5915096",5
"18.081713,10.991234",3
"47.30516,-17.707964",5
"7.6528864,-21.294779",2
"25.734526,27.845272",0
"31.451056,3.7904532",3
"4.6663256,-0.26675713",4
"-22.000696,13.84719",0
"27.206652,23.510088",3
"-9.717875,-30.240656",2
"30.376204,-10.195027",3
"7.976688,17.47645",3
"-12.6237335,-12.999581",0
"-19.854143,12.159958",0
"40.100407,-3.502772",3
"13.160319,-1.3476483",5
"19.291332,-8.480478",5
"-9.455753,-31.00343",2
"-36.51342,40.49969",1
"-20.990604,-15.186689",0
"33.189644,10.034376",5
"-18.36401,8.499308",0
"30.963009,-9.425278",3
"-12.690659,-13.190906",0
"-35.152042,41.367874",1
"-26.46255,11.670445",0
"-20.767078,-13.831419",0
"43.69006,-10.267177",5
"16.195744,31.746176",5
"-24.709274,-6.9684825",0
"47.905266,-17.634254",5
"14.852838,-19.156668",3
"31.133196,-20.795969",3
"36.8807,-13.22825",5
"15.569371,12.229835",0
"-36.478294,41.493248",1
"40.004417,-21.187027",5
"-14.219404,-23.700016",0
"12.072062,-1.015788",4
"-35.940826,39.118523",1
"0.4346123,-1.8120413",0
"15.960572,26.08957",3
"35.945694,3.6960788",3
"51.385323,-8.2786",5
"-14.24023,28.9247",4
"-11.686954,5.999257",0
"-52.82814,8.723761",5
"22.159157,17.694492",3
"-18.93854,27.706997",2
"25.104334,-6.4858856",5
"23.185778,-7.080863",5
"-19.485394,-16.030422",0
"-17.18216,28.629534",0
"17.437265,24.861546",3
"-18.910822,28.993162",2
"-35.00479,40.489784",1
"34.63277,-13.287008",5
"-12.137833,-30.303305",2
"4.293173,4.279511",2
"48.263805,-19.36542",5
"-35.830387,40.323223",1
"8.566731,6.9725304",0
"5.622311,6.5980873",4
"-18.660618,28.80771",2
"-12.625778,-18.686249",0
"-23.702156,-7.2995877",0
"-19.108883,7.026583",0
"21.791386,-6.7371798",3
"-35.948948,41.848675",1
"5.772652,-3.351084",3
"-17.175877,-12.557811",0
"-19.760616,-19.056992",0
"-35.53217,40.678093",1
"40.66808,-8.545099",5
"33.679016,-18.656937",5
"-12.606683,-18.166132",0
"-23.65116,-8.632084",0
"-10.104916,-31.728168",2
"29.002588,6.5056567",5
"-34.141354,38.802147",1
"-10.662023,-33.801434",2
"-10.352333,-29.434671",2
"-18.027262,6.1259933",0
"-19.004042,7.154699",0
"-37.617256,41.16189",2
"-12.102415,-14.753106",0
"-10.6536045,-31.848526",2
"6.345557,8.249676",4
"18.285738,33.690716",3
"-10.844346,-30.229305",1
"7.56155,-15.522305",3
"35.24168,-9.194571",3
"-35.93917,41.107403",1
"-10.56396,-30.508072",2
