embedding,labels
"10.776441,8.652479,-4.5530725",3
"12.58067,-1.8349932,0.17449333",3
"-9.453157,10.204641,3.5441923",2
"6.495762,7.8596363,-1.6030909",3
"17.494312,-5.5093856,-0.42461684",5
"7.5162683,13.255422,0.9259262",5
"-14.815397,-6.7930446,0.7975268",0
"16.256493,-8.7485895,3.984689",5
"-12.845686,-7.19944,-0.21952783",0
"-8.28277,11.05675,3.6103337",2
"-10.856273,-10.787355,-0.7301569",0
"2.7246008,7.9644666,1.8544654",4
"-11.940258,-6.3209047,-0.8346843",0
"17.420473,0.42869115,2.5637107",3
"-16.10501,8.8703375,0.66728413",1
"-11.728549,-16.36478,2.639246",2
"-11.80518,-8.409502,0.30785903",0
"15.250552,-5.13373,-4.058959",5
"17.83631,-5.9929166,-1.6351095",5
"-17.231327,9.705248,0.2743811",1
"-18.463434,8.979463,-1.9704251",1
"17.546135,-1.8801736,5.472604",5
"-12.917796,-17.951069,2.4976723",1
"4.4922853,-1.1902509,-1.4487646",3
"-3.3426785,-4.8772492,-0.23646267",0
"-2.3559058,-5.5621395,1.1487429",0
"-11.140451,-17.496899,2.8300972",2
"-12.094665,-17.584528,2.6233833",2
"-1.4447433,-2.5980723,-4.740768",0
"-2.1702974,-0.9680836,0.35844314",4
"11.329894,-0.80516744,0.0026824458",3
"-13.558833,-10.213299,1.7471797",0
"-18.648714,8.613677,-0.8801932",1
"11.1849785,1.1425501,-0.483754",3
"-17.80632,9.2152815,-0.97360605",1
"0.3747354,-2.5897963,-3.8698647",3
"-2.2168317,-0.5223791,-0.8317844",0
"8.915535,-3.63544,0.3937141",5
"14.622521,2.741276,4.013584",4
"2.8623035,1.3958572,-3.878762",4
"-11.117404,-16.386658,3.1301036",5
"3.8193572,13.779039,0.6994792",5
"-12.313951,-15.606952,4.180559",2
"11.074577,-3.182872,-4.293649",5
"-11.656746,-17.910078,0.3814311",2
"-14.281292,-18.454498,1.9085242",0
"-12.159033,-17.432074,2.153778",1
"-6.2716975,8.303974,3.1022723",0
"-0.7299006,2.0831938,-3.5447268",2
"-11.262393,-17.499128,2.3185098",2
"-11.537399,-18.42319,2.0482972",1
"-10.313358,-8.203408,0.31120196",0
"-8.137372,9.68886,4.286453",2
"15.059221,-4.746067,-3.5317805",3
"-18.899355,9.736814,-0.61361474",1
"11.209219,-0.36156496,-5.0980496",5
"7.9632044,8.135096,-0.9961477",3
"-22.364368,1.999624,-5.9582744",2
"-11.059796,-7.460987,1.009777",0
"16.041847,1.0824478,1.9641596",3
"7.2924137,6.9214387,-7.0161304",5
"-8.336286,9.78199,3.530838",2
"1.8800238,2.6937294,0.88028973",5
"13.240868,-6.4604187,3.3750324",5
"3.7439692,-4.7142587,-4.1776857",4
"-18.793673,7.946805,-1.700696",2
"17.644073,-2.3282566,-5.906137",4
"6.585358,6.6457715,-5.6103864",3
"1.6033256,2.7208974,-2.1237347",5
"11.823394,-3.718548,0.7315586",5
"5.3056493,8.763551,1.0182186",4
"8.688897,-7.924297,0.9948712",3
"1.4261878,0.3818283,1.1762723",4
"-12.4682665,-17.442842,2.2840805",2
"-22.176311,0.7595759,-4.521874",2
"-13.091911,-16.935686,2.638056",2
"13.250242,-5.433144,0.47684467",4
"6.255146,6.1540813,-0.11757997",4
"-7.8350263,9.768978,3.4514666",2
"11.868331,-3.8525243,0.6570398",4
"-17.84956,9.007036,-1.3357214",1
"8.257145,-4.33747,1.6608537",4
"-12.933713,-18.049154,1.6437143",2
"7.2810426,6.5801983,-1.7543449",3
"12.075003,0.27709568,4.6121044",3
"-8.354995,10.322944,3.546533",2
"2.5627387,-7.811724,1.458259",2
"0.48731184,0.6882645,-2.9222572",5
"10.734708,-6.1486254,1.4998561",5
"6.7597213,13.453087,2.0319645",3
"-2.5430906,-2.9985385,0.5412436",0
"-10.890687,1.755961,-0.14138506",0
"5.852301,-7.06379,-0.9732031",4
"-13.022581,-5.851899,3.0891786",0
"10.390672,5.8721724,-3.6277726",4
"18.369978,-2.9935594,-5.398189",5
"-12.513758,-17.19655,1.7423397",2
"-11.578687,-14.955764,4.2562385",0
"-12.745881,-10.797697,2.227413",0
"17.655096,-7.088675,-0.2502106",5
"-9.846073,5.324875,-0.54701465",0
"17.786972,-5.0986133,-0.2817036",5
"-17.337189,9.6509495,0.14557552",1
"-7.1467834,10.613065,4.0218544",2
"-12.337414,4.795021,-0.39615646",0
"16.639242,-1.7789068,-0.87060314",5
"5.799765,16.27696,-1.6270117",3
"7.5345216,13.53939,-1.6642319",5
"-12.819477,-16.682074,1.8342836",2
"-7.9832687,10.691039,3.241484",2
"-8.806764,10.868446,3.1769397",2
"3.440768,9.60944,-2.5115368",4
"9.695298,11.572062,-3.5230484",4
"1.0044202,6.5826797,0.04899336",4
"-13.015539,-5.931516,-1.5228287",0
"2.6544316,9.70425,-3.394741",4
"14.673911,2.6923718,3.8922546",4
"-9.807642,1.596412,2.530141",0
"7.9815636,6.323761,-5.453762",3
"-18.675655,8.938608,-1.6617156",1
"18.294847,-7.528408,-1.1948748",5
"-12.877306,-16.718513,3.6360106",1
"14.680037,-4.2084455,-2.838179",5
"-11.479672,-9.49596,-0.1575888",0
"-12.290015,-9.102139,-0.107830554",0
"-8.321681,10.403326,4.071881",2
"-8.180752,11.135379,4.3943872",2
"-8.64122,10.1404,4.416255",2
"-13.878128,-6.3047132,0.10674815",0
"0.81837606,-3.249635,-4.4561486",1
"17.003305,-3.586937,-1.7293941",5
"17.788914,-7.41306,1.0222092",5
"-18.552683,9.281902,-1.3644624",1
"-10.052943,-15.347761,0.7400281",2
"8.648089,12.89935,0.22381443",3
"-8.245346,-10.117065,0.16106285",0
"7.7810397,13.446871,2.555253",4
"3.106459,14.298995,-0.2211462",4
"12.042661,1.9158231,-1.2395934",3
"7.102141,12.463037,0.3946428",5
"19.078243,-2.7492518,-0.29292494",5
"-9.090987,9.172022,2.357026",2
"-8.887054,10.216922,2.4666913",2
"-16.474745,9.393017,-2.3968594",1
"16.758318,-0.87628794,-4.491452",3
"2.5511205,-4.315586,-4.5332117",0
"6.1278496,-7.1149435,2.1646726",5
"18.017769,-2.7631848,-6.5328994",5
"13.604215,-5.127905,4.9025145",5
"14.290506,-7.4896073,0.32672635",5
"-22.869932,2.726756,-5.511176",1
"10.098114,1.351551,-1.8156052",3
"9.842908,-0.7820801,1.8987821",5
"-13.714526,-5.0982547,-0.25064373",0
"-1.1589848,3.9170947,3.5313034",3
"11.359806,-0.88301724,0.21102722",4
"-10.897398,-14.97644,1.5366484",1
"-2.9126477,-3.2526445,-0.12481658",0
"1.0235231,6.23965,-0.272937",3
"-9.059972,-9.889807,-0.029151155",0
"9.312088,-2.8533013,-1.5186168",5
"5.965923,5.8068733,-2.540964",3
"2.2513845,1.7941765,-3.7058232",5
"-10.638185,-16.947828,0.2750565",2
"-6.541089,2.684555,-2.8695135",0
"8.338079,7.2880635,-1.4554248",3
"1.8193676,10.424148,1.8717164",5
"10.940738,-8.590417,-2.3052318",5
"-0.93200815,-2.446204,-4.383256",0
"-1.5037013,4.3792133,4.2309356",4
"-21.776945,0.28745243,-4.441214",5
"-10.679214,-14.615231,1.8188472",1
"-10.0356245,-15.320769,1.79455",2
"18.537086,-3.1653807,1.2087562",4
"0.4708899,9.162864,0.49467072",4
"5.0436964,11.693573,0.87736416",4
"-14.762565,9.560348,-0.27001277",1
"17.875132,-2.813025,-1.4142426",5
"-15.095265,9.528754,-0.4384717",1
"-10.671397,5.8729076,1.3856583",0
"16.493204,-3.4059718,-2.4711583",5
"1.975545,6.2103252,-2.198151",3
"-9.769026,-13.482718,-0.8153201",5
"17.859806,-8.365274,0.1747136",5
"-11.777846,16.178637,-10.131686",1
"19.899267,-7.5458107,3.9623716",3
"-10.946296,-9.704181,1.6475023",0
"3.2742589,6.4289145,-3.227234",3
"2.779369,14.902939,0.40166837",5
"8.584465,14.389524,0.38630646",3
"3.153024,-7.1549087,0.68907315",3
"7.8583736,0.07811177,-1.5329976",4
"15.111302,-7.7139926,0.08780715",5
"-10.342663,-15.939319,1.8503946",2
"10.92984,0.057597503,4.0381804",3
"-12.599018,-8.640672,-1.0306563",0
"-13.531307,-3.281305,1.2954752",0
"12.920301,2.9654825,0.12741643",3
"13.605097,-4.5878615,-0.2175197",5
"-13.364896,-5.5860133,1.9370159",0
"-9.940704,-14.826017,0.6222787",1
"-7.1496897,1.3261677,-3.0722067",0
"-11.4653015,-1.135207,-1.4264318",0
"3.3738852,14.621279,-0.22049098",5
"-11.049003,-15.154011,0.7370655",2
"-7.5557194,-14.252883,1.6369822",2
"-9.733982,-14.691968,1.3207716",1
"18.907927,-6.434938,3.5609877",3
"-11.426401,-4.0296164,-0.58096415",0
"-3.7839646,-1.7693714,-5.470511",0
"1.31014,-4.7477517,-3.4898458",3
"-10.527251,-0.013554069,1.0298514",0
"-17.143084,9.103715,-2.7124412",1
"19.002724,-8.263903,1.3894513",5
"6.114015,1.0703508,2.7559297",5
"-10.444548,-16.465227,0.77976346",2
"16.0487,-8.978434,4.027952",4
"3.1564503,0.2173071,-1.9955504",3
"-3.361419,7.019571,1.9604039",3
"-4.6101737,7.679379,1.7928134",0
"1.9680972,1.5941727,-3.2222285",5
"1.0303017,1.6000727,0.9109281",0
"12.591572,2.1486614,2.5675337",3
"-16.988665,8.450851,-2.77453",1
"5.3389745,-4.5292015,4.699383",3
"8.872379,1.4075465,-6.786176",3
"8.600062,0.35917047,2.987902",5
"-22.185717,1.4649588,-4.9314756",1
"-10.716429,5.636973,1.411204",0
"16.459959,-7.438881,-0.91472393",5
"-10.776344,4.5717096,0.6505614",0
"4.4831696,-5.616101,1.5785171",4
"-13.318002,-7.8543916,-0.9016367",0
"0.48389515,-5.1054463,-2.4862483",4
"-13.161908,-8.609694,1.2467868",0
"-10.524867,-14.3456545,1.2480131",1
"0.7629742,-5.870728,0.16043195",2
"-9.277186,10.421233,1.9681888",2
"-9.628196,-14.361706,1.5712173",1
"19.422962,-1.4849993,-3.2636437",3
"-8.36702,-14.566842,1.2891302",2
"4.5346146,12.766178,-2.0981853",5
"-10.535672,-13.74162,0.41871923",0
"10.531464,-2.686833,3.0578032",3
"-15.366491,9.522815,-0.56824785",1
"-17.117838,8.94181,-2.6255383",1
"-17.764961,8.582265,-3.4121642",1
"12.156005,-1.4672071,0.48139247",3
"7.7406726,11.9298935,0.2938527",5
"-9.891901,-15.322912,1.6647102",2
"-13.270572,-8.364668,1.3824408",0
"16.411226,-1.2115589,-5.2298164",5
"4.5138197,2.4697175,2.2806938",4
"8.915449,1.465508,-7.257773",3
"-8.841316,-0.53649735,-2.7998853",0
"10.7884,-4.8760996,3.9469965",3
"7.106089,15.24899,-1.8750902",5
"15.125437,-3.6463032,-2.535442",5
"-12.937626,-8.200437,-0.796551",0
"-8.857307,9.681017,2.5080397",2
"18.617517,-8.810393,-0.60413694",3
"5.9224944,11.321736,-4.6509724",4
"16.275896,-2.1428435,-5.5812225",5
"-7.659783,10.117836,1.0471424",2
"1.056772,8.419645,0.7439484",4
"7.6693463,13.138714,-0.23479888",5
"-7.6441507,-16.989195,5.6260815",2
"2.1441805,-5.01501,-4.45989",4
"5.523416,13.823684,1.6741469",3
"-7.684179,9.684185,1.6502904",2
"-16.955864,11.29083,-2.8633134",1
"-13.215075,-8.732281,-2.105717",0
"-7.0681877,9.790453,0.97423667",2
"17.823877,-2.7081537,1.5251398",5
"-7.5328865,-15.9053755,2.8260975",2
"16.377998,-6.8035517,3.341756",5
"-7.3819737,-17.103474,3.0287902",2
"-12.227634,-7.9745865,2.8948371",0
"-17.210365,11.176801,-3.1107063",1
"-7.86169,-16.900482,3.6945093",1
"-13.523988,-5.861256,-0.090597056",0
"-6.7030587,1.742132,-2.7231731",0
"-22.027607,1.5765923,-3.85159",1
"-16.459505,11.352102,-0.23045194",1
"-7.895171,-17.328102,3.1125197",2
"0.86954254,0.26191387,2.2746909",4
"6.42452,11.27367,-3.877721",3
"1.9819641,-5.465091,-0.39897886",3
"11.196231,8.413965,-4.4663744",3
"5.6267686,1.3316461,2.6420166",4
"-10.531329,4.2242427,0.28096303",0
"-11.176618,-6.3874626,5.889961",0
"5.531261,5.646287,-4.3246107",4
"-4.189667,-12.9226885,3.8519413",0
"8.636195,6.8217573,-4.945773",4
"0.6442189,1.3253101,-2.888863",2
"-2.182778,-2.7674217,1.0522997",0
"-7.805951,-9.850368,0.52450585",0
"17.146849,-2.6673503,-1.2462946",5
"17.878801,-6.3393564,4.621008",5
"-8.489806,-16.73289,4.1273737",1
"6.125,13.83489,-2.8535733",5
"11.9034195,0.49614686,4.109425",3
"-8.146305,-16.812706,3.6533325",2
"10.510224,10.401268,-4.7918744",5
"-7.0722513,-17.303135,4.185259",2
"-7.3294544,-18.2057,4.475576",2
"2.5457373,15.127453,-2.6217413",3
"-16.356476,11.191628,-1.8170528",1
"-0.5586514,9.771966,1.0155506",4
"-15.208044,6.4417987,0.71396494",0
"-22.359512,0.73153603,-3.6182938",2
"-12.411775,-9.420969,1.2528777",0
"-17.587576,10.569288,-2.187967",1
"10.955508,1.8102634,-1.2243072",3
"-17.927776,9.447332,-4.842709",4
"-16.79656,11.800196,-2.6864858",1
"-16.679407,11.676999,-2.239647",1
"11.127473,-3.1625519,-4.3604555",4
"-8.218897,7.436935,0.62315506",0
"15.357872,0.14822584,-0.8518651",4
"-12.324142,-8.760065,2.6474092",0
"-0.27825892,1.5273794,-3.218431",4
"4.301041,-6.8651257,0.7221517",4
"11.4398575,-1.0614628,5.195975",3
"-7.963812,6.9714503,0.2303546",0
"12.56216,-3.390945,1.2030493",5
"10.523518,-5.1987953,1.1454902",5
"-6.7353816,-16.425539,1.6754788",0
"-9.700275,-16.625248,5.299857",2
"-12.1614,-9.2971325,-1.4713207",0
"10.878865,-0.6557849,2.335645",5
"8.787088,3.1586878,-4.5977173",4
"15.996733,-9.392572,2.548482",5
"13.867915,-4.51876,-2.9099765",5
"3.1359434,14.162088,1.3570957",5
"7.667322,13.0309305,0.0018160152",5
"11.687452,-4.273017,1.8828131",5
"4.449132,-6.8467035,0.7001314",4
"-9.669992,-16.888025,5.9329934",2
"6.309697,6.49025,-2.1481793",3
"-17.198078,10.668927,-3.0301566",1
"-9.984881,-16.37602,5.1202316",2
"8.141271,13.413751,0.38769048",5
"4.689969,-1.3392241,-1.5051023",3
"-8.49651,-17.411568,3.1271803",2
"6.877146,-7.8307343,3.0055106",3
"-7.995346,10.183018,0.74098086",2
"-7.4363666,10.558059,1.5245211",2
"-7.4631686,-17.69159,3.6341596",2
"16.66653,-8.357725,-0.99195683",5
"-4.1061087,7.4437046,1.8773854",0
"-15.714565,11.312306,-1.2473296",1
"4.1302853,-1.2097888,-0.53511095",3
"-6.867395,2.1423144,-1.9462672",0
"8.552056,3.603057,-4.9426985",4
"-8.542039,-17.499403,3.6664448",1
"6.208358,6.282702,-2.576973",4
"-3.9060829,-5.448443,-0.63566893",0
"-17.201174,12.372077,-1.4316288",1
"-7.2692175,-17.714922,4.293824",2
"-12.253561,-11.226478,2.8422003",0
"-7.492278,-16.380232,3.6186378",2
"16.631847,-3.689427,1.4491912",5
"6.009682,13.748009,-2.866808",3
"1.7514617,1.3277107,-0.8738107",3
"-17.79117,9.514794,-5.3683386",5
"16.875135,-8.893865,0.6858658",5
"-8.826784,-0.5295489,-2.7670107",0
"6.045801,9.4200535,0.501672",3
"-12.524285,-9.231787,1.0383711",0
"12.14188,-2.2644486,5.215254",5
"16.74842,-7.7788877,-0.093200505",5
"-12.644365,0.0019627297,-2.0377333",0
"-10.000737,-5.787232,-1.7748479",0
"-12.756491,-3.7295892,-0.077225536",0
"17.528067,-5.2745137,2.7430747",5
"-7.4256573,10.608622,1.1478227",2
"-12.3278055,-6.68939,-0.9938107",0
"-6.916062,-16.51305,2.711045",1
"10.783361,-0.5439816,0.4955225",3
"5.3750906,13.771264,-2.788447",3
"15.56239,-0.30027425,-2.0813599",3
"18.192926,-5.362862,1.643805",4
"-7.5113473,11.153477,0.7348859",2
"1.2618127,-6.6769447,0.48193598",4
"-22.29066,0.9438103,-3.868343",2
"-15.853494,11.7361965,-0.974568",1
"5.3879175,-3.9567316,-3.537203",4
"-18.177326,12.651099,-3.6024926",1
"-9.018107,-9.879149,2.6867168",0
"8.297533,6.1487646,-5.6430717",3
"4.858731,2.8363245,2.8685026",0
"-5.8548975,9.834416,0.071526416",2
"5.2130685,12.469357,2.092451",0
"-16.993332,14.177459,-2.4524567",1
"9.106772,7.0258384,-4.325823",3
"1.0282402,6.8567667,0.26198676",4
"0.96412134,1.7630615,-5.834289",5
"-9.220955,-9.072665,2.6487894",0
"-9.198301,-13.304566,4.0965962",1
"9.279453,13.3021345,0.13124028",3
"11.968569,-2.7442436,2.1545537",5
"11.954769,-7.263066,2.6871278",5
"-2.7666564,-2.6776524,-0.55613464",0
"8.853474,6.408887,-1.4398519",3
"8.218436,13.72587,-1.1556355",3
"8.347012,11.918313,-0.5821616",3
"-17.733482,12.63726,-3.871721",1
"-12.24463,-2.3375094,1.1661927",0
"-19.875343,11.35852,-2.532636",2
"-9.808366,-13.400569,2.9918563",0
"-17.479748,13.293004,-4.5294333",1
"8.662085,-3.5385141,-1.8923512",4
"-18.21515,11.877107,-4.7733073",1
"0.60423386,-0.7592512,2.0384758",3
"-0.86697,0.9555039,-2.7860506",3
"-8.230524,-13.732833,3.99722",1
"-8.255832,-14.292418,4.842058",2
"16.007393,-8.080802,0.3322421",5
"3.6108794,13.868622,1.7213098",4
"4.0509067,7.61913,0.52257043",4
"4.4088774,15.622863,-3.9605055",5
"3.8569577,2.9088256,0.78112406",4
"-8.752154,-15.061986,3.8772779",2
"-9.8648615,-12.288144,1.2827238",0
"18.307066,-8.340587,0.027346384",5
"-7.0032988,-0.12126854,-3.3640146",0
"-19.516928,11.535962,-2.4982033",1
"17.102026,-6.240451,5.7496986",5
"9.540121,6.7893233,-2.4436073",4
"-18.011034,12.580862,-4.773616",1
"13.839326,-6.1837497,4.88698",5
"-21.191793,1.3573496,-4.1702437",2
"10.499519,1.312324,4.2087774",3
"-3.3064375,-5.237707,-0.19730967",0
"-20.211908,1.0555743,-4.290908",1
"-4.9550695,10.9005995,0.58678174",2
"5.0206814,13.597897,1.7903875",3
"-7.288787,-6.156523,3.1517723",0
"12.8635435,-4.422357,-0.4755313",4
"-18.348362,11.89157,-3.9980874",1
"7.9150934,5.598864,-5.7028613",3
"5.91919,5.6276546,-2.72446",3
"-17.588371,13.137386,-3.7522426",1
"-7.528823,-14.805338,3.9403806",2
"11.800486,-1.9255116,2.6693835",5
"-11.580264,-10.62593,3.3599112",0
"-21.788235,1.7875675,-4.3910046",1
"12.652182,-7.412626,2.5803022",5
"-8.238025,-14.727766,5.11014",2
"-14.869128,-4.806522,-0.76835686",0
"7.108564,-4.42916,-2.5523462",4
"11.6927595,-0.7449484,4.4647326",5
"0.67489296,-2.2582264,-3.9487698",4
"4.4622645,0.106255874,2.129223",4
"9.045763,6.4512153,-1.2116336",3
"-19.339622,11.314889,-2.0953174",1
"16.797787,2.1997852,-1.6163076",4
"-11.800982,-10.951186,0.7411165",0
"16.355257,-3.401617,1.0651737",5
"-18.415218,13.078382,-3.3986354",1
"-8.318173,-13.857077,4.1905146",2
"-10.915474,-8.806299,2.9317503",0
"-17.434423,13.4897995,-3.2012053",1
"-6.6683726,-14.192827,2.8827772",2
"-18.187372,12.915433,-4.3543696",1
"13.423391,-6.4491134,-0.35607818",5
"1.420233,-4.7220173,-0.062221278",4
"13.100972,2.838988,0.311461",3
"-9.223163,5.971552,0.32406434",0
"-11.326619,-4.858471,-1.1776905",0
"17.85064,-1.6978402,-5.2255335",3
"-6.265919,9.974849,0.5081479",0
"4.3502607,15.756514,-1.8994246",4
"-18.252478,13.678907,-4.174264",1
"11.161724,-7.7300024,-2.769614",5
"1.5687175,-0.23296447,0.9018724",4
"8.247898,13.375643,-0.892492",3
"7.1788216,7.013408,-7.230897",5
"-8.262422,-14.619924,4.3943624",2
"10.189435,3.1261718,-0.27537835",5
"17.567297,-7.3858,-0.42928958",5
"-8.809947,-14.638377,4.6497335",2
"-8.861114,-10.121647,2.8890176",0
"7.386108,6.335107,-8.091463",4
"-9.329892,-13.239058,0.8085027",0
"13.169099,0.09420074,0.9641486",3
"-11.557296,-6.064587,3.1651456",0
"-7.462645,-14.18713,4.72064",2
"8.614262,2.956741,-5.8599453",3
"1.4984882,12.434397,-0.58284354",5
"8.576677,12.325073,1.454764",4
"0.6798658,1.4248115,-3.8026352",0
"0.72103304,2.2057083,-3.1956348",4
"18.065819,-6.2396517,4.8834076",3
"3.418079,9.859003,-2.351759",3
"16.745007,-2.5700235,-0.8195046",5
"-6.3043947,11.15345,0.70138353",2
"-4.3432164,10.527526,0.4694981",4
"1.0859747,8.803354,1.480329",4
"-18.384453,12.394964,-4.2233887",1
"-21.63577,1.7148764,-4.318756",1
"2.2576244,8.017456,1.0018058",3
"-6.2415886,10.639752,0.35090616",2
"4.118793,-0.09442365,1.8697248",5
"-6.358018,12.178693,1.0567602",2
"0.06291051,-5.558637,0.666624",3
"-17.236628,14.231338,-2.5633779",1
"3.4449744,-4.885531,-5.221417",3
"10.676406,-5.050098,1.9487063",4
"5.0153384,14.349488,2.3868096",5
"7.8505864,12.714634,2.9376926",3
"-6.779492,-14.217554,2.7404828",2
"-19.147675,13.408378,-3.1959658",1
"-19.328196,12.922346,-4.935547",1
"10.629995,1.0481805,4.1068606",5
"-7.923025,10.517578,-0.6360158",2
"-5.515304,7.5864153,2.100501",0
"-5.999641,0.82603,-3.3702657",0
"6.586246,9.344777,-2.5919724",3
"-6.9229245,9.58949,-0.58820456",2
"4.4218397,3.8301198,0.42375737",3
"4.1278777,-8.110827,3.0977287",3
"-10.563454,7.4491315,-0.7149763",0
"-7.4971075,-8.656079,1.7133837",0
"6.190991,-3.6060245,-2.4838982",3
"17.639317,-7.1059394,0.4781718",5
"-11.593306,-5.436231,-0.9372129",0
"8.771728,12.999912,0.19616431",4
"-12.028202,-7.650704,3.0163538",0
"-0.2555905,-7.3791003,1.1278139",0
"9.24022,-3.0008318,-1.5774142",4
"6.5561666,14.136191,-2.610764",4
"-5.325352,-15.134477,6.9950867",0
"-7.538515,11.089098,-0.37739292",2
"2.598803,-5.5975213,-4.0621676",4
"-15.471496,12.90076,-3.7088516",1
"-7.619756,9.825396,-2.0451114",1
"-21.476336,2.116329,-3.253079",1
"3.576808,13.991615,1.7811565",5
"6.176917,4.9037366,-5.26663",3
"-3.921882,-13.48336,6.6326356",2
"-9.833353,3.337724,-0.3430547",0
