embedding,labels
"3.029847,1.0417248,0.84982085,-0.73577785,-0.7683017,-1.0243812,0.580443,0.26821476,0.14534312,-0.36082613",3
"3.637092,-2.1478724,-1.8367344,-1.0211337,-0.060243532,-0.41295522,0.77247685,0.26798785,-0.93048733,0.84577674",3
"0.5425335,-0.25043088,-1.313743,-0.27787542,1.0954294,-0.22133555,-0.83250564,0.6248486,0.22197078,-0.1082138",4
"-3.9583855,2.7918627,-0.16793598,0.59910715,-0.05265599,0.6645259,-0.14391977,1.0327662,0.2146439,0.9394209",0
"3.0312593,-1.8441067,-0.67788,0.50758946,1.5145539,-0.841606,0.74715966,-0.1275278,0.27698702,0.2219823",5
"-5.3545814,-4.524009,0.3835319,-0.30636588,0.09399594,0.21307091,-0.13275413,-0.45579737,0.081731945,-0.6137265",2
"0.96148115,-0.29066193,-0.8986161,1.0220186,-1.5718282,-0.12318671,-0.031993397,0.060945313,0.5972228,-0.3194833",3
"3.9100776,-2.1608872,-0.7015069,0.8113645,0.62408656,-0.44253573,1.2141424,0.6373236,-0.1682504,0.07806285",5
"4.582334,-1.5057158,-0.89119405,0.6973452,1.0242639,-0.06286045,0.5724488,0.14809385,0.5223508,0.8894446",5
"-1.787968,3.6891878,0.04672115,0.83047104,-0.4155771,-0.59287596,1.3354261,-0.100988045,1.1069694,-0.4633998",2
"0.17098032,-0.197589,-2.1102343,0.43198198,0.62213427,0.20372297,-1.6664054,-0.17125139,0.59831625,-0.1622571",5
"-2.493412,1.6110258,-0.33643103,-0.31158078,-0.3555658,-0.27160943,0.21199942,-0.28034535,-0.9503814,0.74236697",0
"-5.234626,-4.259379,0.1273531,-0.02092899,-0.70095825,0.39381817,-0.47732544,-0.84555787,-0.015852308,-0.66001105",1
"-5.415588,-4.6956825,0.49808028,-0.327322,0.74530375,0.2361112,0.08437569,-0.112304926,0.1198058,-0.67025816",2
"3.4800596,-0.97865283,-0.4708861,0.28032154,0.4871042,1.2713115,-0.79812974,-0.17172381,-0.066246346,1.5969905",4
"3.683151,-0.37253293,0.5640188,0.19167006,1.579986,0.010271477,0.3819937,0.86119455,0.46394,1.2095106",5
"2.2337742,2.75515,0.6796982,-0.83290094,-0.636502,-0.91556215,0.5841478,0.015084205,0.43994462,-0.7159631",3
"-5.1515307,-4.6760554,0.86220586,-0.05827014,0.8259321,0.3393872,-0.029025972,-0.47423202,0.09201876,-0.8123425",1
"4.121741,-0.95048165,-1.200702,-0.5183586,0.25886926,-0.9271186,0.48104227,-1.3927846,0.09247416,-0.14007176",5
"0.6313248,2.1065352,-0.19527501,-0.78009653,-0.6720017,-2.5336127,0.2826138,0.7471057,-0.9865505,0.9388647",5
"-1.6658742,3.5027301,-0.0295014,0.34975526,-0.48670256,-0.74160117,1.353543,-0.030152,1.2141275,-0.11581401",0
"4.0509086,-2.2085261,-0.42409605,0.15110782,-0.37650123,-1.1584817,-0.4039112,0.24619052,-0.20457412,-0.4078976",3
"-4.706016,2.182239,-0.55424154,0.5251566,-0.2488718,-0.1406717,-1.1505864,0.84916025,0.9245423,0.6075251",1
"1.8004912,0.24586631,-0.4359592,-1.9612178,-0.79904187,-0.7936502,0.81787264,-1.2917929,-0.8862759,0.092793986",3
"-5.289655,-4.2853513,0.14589082,-0.083355516,-0.59594464,0.34669447,-0.420141,-0.78292465,0.008174701,-0.6416267",2
"1.3743455,1.1695713,0.08815272,-0.6688522,0.09604094,-0.61816525,-0.43573144,-1.9154165,0.64344186,-1.1496634",3
"0.3914393,-0.5438237,-1.024965,-0.81942374,0.0833956,0.3321411,0.4112108,0.5127176,0.7712207,-0.51468664",3
"-1.5678933,-1.4309919,-0.58924216,0.39475515,0.5345481,0.27866063,0.28258348,0.5971279,0.9176926,-0.41657266",0
"1.2675318,0.26032075,-0.73332167,-1.2233961,-0.70349646,-1.0001624,0.2986029,-1.4697857,-0.5782409,-0.12241435",3
"-3.3365858,-0.3887226,0.5271874,-0.36716902,-1.2475501,-0.98217756,-0.75647736,-0.9588619,-0.37878686,-0.42036793",0
"1.6240941,1.8025813,0.2350333,-0.96986014,-0.08411777,-0.35454875,0.23892297,-0.7457754,0.83953404,-1.1245197",5
"0.9344904,-2.4963067,-0.0079679,0.37131473,-0.032179654,-1.0867405,1.0506824,0.30988005,0.71963316,-1.3910807",4
"-4.7259197,2.2102394,-0.608596,0.5752093,-0.15390958,-0.2355874,-1.1278461,0.72476274,0.984183,0.5152889",1
"1.8173198,2.7466323,0.6233945,-1.0024602,-0.9723634,-1.0494359,0.29766342,1.0904272,0.2602492,-0.11853902",4
"0.15648401,1.9201056,1.0815494,-0.37101907,0.18255341,-2.2997642,0.04130936,0.37611583,-0.8823277,-0.3314543",5
"3.5162637,-0.098441206,0.33329636,-1.1116254,-0.75615674,-1.0841631,0.2581456,-0.36035746,-0.61348546,-0.38426432",3
"2.9421997,-0.25368014,0.15128882,0.054385483,1.9445928,-0.091157414,0.11105465,0.967825,0.09017962,1.241292",5
"3.6429555,-1.5369476,1.5212879,0.70720625,0.06408251,0.38102403,0.22772141,1.3317673,-0.7881233,-1.2135487",5
"4.902894,-1.6338111,-0.12614772,-0.10917324,-0.48347542,0.6470111,-0.47568524,0.008906294,-1.2127147,-0.7301501",5
"1.6403673,-1.7704831,0.383101,-0.051766094,1.6444683,-0.8247301,0.5596549,-0.85132223,0.4524482,-0.63221717",3
"0.26578948,2.486181,-0.01486547,-1.2540226,-0.2636133,-2.136985,-0.003943691,0.11118223,-1.0323671,0.21866578",5
"-4.264434,2.271211,-0.39861175,0.75824565,-0.15358178,0.04167559,-0.8529819,0.8933294,0.99089503,0.61659086",1
"1.9164653,2.1749876,-0.1064819,-1.2329656,-0.15704724,-0.7096094,0.13399656,-1.083461,0.46383798,-0.7826574",3
"-3.502019,-1.4925838,0.018543988,0.10327263,-0.65216756,-0.58125,0.9008857,-0.42982703,0.54984295,0.5346361",0
"-1.8923501,3.6208615,0.10349406,1.5700464,-0.11717073,-0.81988496,1.4574349,0.1488838,1.1970096,-0.9580648",2
"2.1497347,2.4764793,0.76225096,-0.65370214,-1.0970346,-1.1697427,0.5933888,0.95663047,0.3075035,-0.17884237",5
"4.9616065,-2.153362,-1.2018276,0.4341988,0.41793358,0.0800314,-0.20991324,-0.58244437,0.59397167,0.5272474",5
"3.3859408,-0.16432925,1.0710752,-0.107080616,0.15626407,1.0008004,-0.03429312,-0.6830335,1.5068772,0.2917279",5
"-5.073679,-4.5660887,0.5670816,-0.0457532,0.39576355,0.40863836,-0.29668576,-0.4257707,0.056771703,-0.7915233",2
"3.7362177,-2.1947346,-0.8432593,0.8760379,0.6431764,-0.39907148,1.0916325,0.6566813,-0.09320375,0.119011946",5
"-4.77043,2.141385,-0.66349274,0.6670051,0.15628897,-0.5969764,-1.5508622,0.58497965,1.3717763,0.69319177",1
"-5.34413,-4.551245,0.36111188,-0.33534387,0.25345322,0.23576699,-0.060691047,-0.2887408,0.088882916,-0.6164698",1
"-4.2329917,-2.272034,-0.13827592,-0.12781669,0.56194943,-0.07102485,0.23189895,-0.35968083,0.28414655,-0.83087045",0
"-5.247332,-4.539919,0.3995281,-0.019461587,0.25048947,0.41712466,-0.52019507,-0.38392153,0.035786755,-0.94339913",1
"-0.478898,2.1359446,0.1799806,0.099484235,1.3485799,-0.3909013,-0.48485282,0.53470856,-0.63338566,-0.9129617",4
"3.0723004,-1.7755991,-0.7273419,0.6249655,1.638859,-0.679734,0.79251885,0.06664422,0.31491122,0.44021025",5
"-5.2527966,-4.538043,0.40717784,-0.18826655,0.21995836,0.3134508,-0.22470489,-0.39019126,0.05596958,-0.72846544",2
"-0.07573308,-0.6131373,-1.0262889,-0.5028462,0.49068838,0.35364267,0.1715844,0.86821455,0.88656104,-0.24152741",2
"-2.1852348,0.23497494,0.51602817,-0.1996288,-1.2808684,-0.80931634,-0.5584164,-0.5290183,-1.4186536,-0.4564284",0
"-0.31286642,1.9649018,0.20651248,0.07326445,1.3821273,-0.46609902,-0.5057977,0.50276536,-0.6468579,-0.93081385",4
"-0.30702066,-0.584324,-1.1053147,0.013053156,0.32205635,0.5734484,0.05204272,0.7937768,1.1647485,-0.23981416",2
"0.24472797,-0.18535382,-1.7987622,0.21337599,0.8738556,0.079748,-1.385644,0.10728138,0.45718795,-0.15648608",3
"3.2480845,-1.7191414,-1.3202617,1.2737855,0.17752185,0.34792298,0.15197894,0.41049245,0.8082681,0.6811133",4
"-4.80682,2.0849285,-0.5119291,0.35250232,-0.4179459,-0.10924353,-1.3588878,1.0053978,0.8483505,0.7531046",2
"-4.676544,0.98084635,-2.9485893,0.16453631,0.5403106,2.3247309,-1.8328727,0.22800092,-0.5471331,-0.019270632",5
"2.751038,-1.8418381,1.3043859,1.2379657,-0.85765755,0.21738596,-0.3351997,0.81544274,-0.4553012,-0.31210083",4
"-4.648534,2.1378276,-0.5127652,0.6097195,-0.1784312,-0.06098799,-0.9990009,0.8401079,0.9099132,0.64322996",1
"-5.172622,-4.6868196,0.42499208,-0.13887198,0.19496198,0.32396376,-0.38365093,-0.4031429,-0.060565196,-0.88068926",2
"2.2368832,2.1325316,0.6518734,-0.20531075,-1.0983318,-1.2898837,0.8826487,0.4524511,0.31658757,-0.28629836",4
"1.8287048,2.199482,1.5830837,-0.6286546,-0.37101126,-1.1018178,0.3969457,0.55923766,0.38620922,-0.7667102",3
"-2.025237,3.599666,0.19877061,1.2258236,-0.22866416,-0.49410188,1.3419567,-0.09011545,0.9839841,-0.7777777",2
"3.9734793,-1.4866229,1.4092715,0.52470994,-0.02457359,0.77546996,-0.35043296,0.8929525,-0.82421136,-0.59733534",5
"-2.4492245,1.7422941,-0.33296123,-0.21884035,-0.25479758,-0.21456233,0.1637291,-0.108250506,-0.83448005,0.7154152",0
"3.6423125,-0.3594224,0.48433635,0.18763445,1.617728,-0.03225921,0.38713205,0.83587754,0.4780445,1.2032938",5
"4.07487,-1.1268724,1.3214356,0.38913074,0.004830336,1.1973163,-1.0852607,0.5125797,-0.42509294,0.11862635",5
"-4.363522,2.1988223,-0.42057905,0.6313132,-0.17844206,0.029633427,-0.9230408,0.88535076,0.8643088,0.6827513",1
"-4.06276,-1.974169,-0.12630835,-0.104787566,0.5207702,-0.06956694,0.29373604,-0.4372515,0.29057035,-0.85495025",0
"-2.01182,3.624429,0.22352813,1.2641836,-0.15810037,-0.56634283,1.4047644,-0.043817945,0.9949492,-0.8287752",2
"1.0943887,0.1499486,-1.262484,-0.01235871,1.4472075,-0.14048325,-1.2274574,0.004057445,0.24303707,-0.17931934",3
"-4.8231654,-3.5093722,-0.0856903,-0.13653868,0.3885202,0.35670674,-0.06832782,-0.24702172,0.2002479,-0.73502564",0
"-5.0540447,-4.5394535,0.56792355,0.06536557,0.38958108,0.48014924,-0.4564374,-0.45655265,0.05294099,-0.8990113",1
"-5.177957,-4.475113,0.5258724,-0.21889275,0.43122065,0.2973952,0.011001833,-0.39480287,0.10009781,-0.65230286",1
"-4.781129,2.2141917,-0.6394024,0.5749306,-0.12932897,-0.2668296,-1.1158202,0.6784315,0.9820731,0.48068687",1
"-5.1901536,-4.592449,0.5151016,-0.044550747,0.3742498,0.3931306,-0.37979478,-0.40367988,0.04876377,-0.8633357",1
"-4.63779,-1.9653381,-0.93090385,0.388948,0.1456085,0.40540117,0.5693847,-0.07729999,0.74826145,-0.5368016",0
"-1.683464,0.80606836,0.64977133,-0.7012244,-1.3972106,-0.68295556,-0.64437383,-0.9749272,-0.97393453,-1.2331468",0
"-4.6191344,2.0756469,-0.51181835,0.61736196,-0.113907434,-0.08990682,-0.94669753,0.735546,0.8822956,0.6210485",1
"4.3482194,-2.1543632,-0.5690305,0.15274636,-0.3212192,-1.0381992,-0.18317619,0.19003668,-0.20396814,-0.3345828",4
"-4.4954867,-3.5212188,0.5404307,-0.12664075,0.7724064,0.31548867,0.34900478,-0.73806095,0.18547119,-0.6688352",0
"0.0860705,-0.07847046,-0.48257864,0.60270894,-1.6537133,1.6133974,-1.4546388,-0.34587994,-1.1114904,0.7047229",4
"-0.116534,0.08419824,-0.99975395,0.8710409,-1.1072843,0.31981713,-1.7897325,0.2610174,-1.0437601,0.6101829",0
"-5.3088374,-4.220641,0.10219408,-0.08131899,-0.70173615,0.3454858,-0.4163643,-0.83302975,0.015035447,-0.6136929",2
"-0.3395168,-0.66740173,-1.075927,-0.20310369,0.45244503,0.47302765,0.080306776,0.8448191,1.0456072,-0.22951464",4
"0.77197397,-0.20582601,-0.4709148,-0.51772636,-1.1688464,-0.10952604,0.80435526,0.16343622,0.60629636,-0.6559356",3
"4.7332687,-0.98211944,-0.13004412,0.5003534,0.44533658,-0.2608537,0.8058018,-0.9571538,1.0426954,1.5035391",3
"-2.001149,3.5406668,0.18458967,1.1820524,-0.18577409,-0.56650954,1.3439475,-0.026606726,1.0210603,-0.759373",2
"1.6947759,1.7122838,-0.05555372,-0.9558051,0.07932437,-0.6123925,-0.11799754,-1.2412052,0.6489849,-0.9665218",3
"4.7523813,-1.1802617,0.6006992,0.34314433,0.026354806,1.6451641,-1.2335998,0.50486636,-0.70842594,-0.4948879",5
"2.0062022,2.0835185,1.1853247,-0.24206847,-0.9096657,-1.4223993,0.7178907,0.74006003,0.20490664,-0.35757005",5
"-4.0480866,-0.8122607,-0.3139613,0.2427131,-0.7825903,0.16612093,0.6968957,-0.53670675,0.42366585,-0.26149687",0
"3.580929,-1.638712,1.2330774,0.6809813,-0.096548714,0.27112702,0.21786955,1.0998924,-0.7482586,-1.195245",5
"-3.714801,-1.3081714,0.1489641,-0.07128977,0.2782527,-0.085378714,0.38802317,-0.76158726,0.19422163,-0.7216548",0
"-2.0993643,3.255002,0.27074853,1.3957125,0.07459362,-0.39077047,1.3687727,0.17599061,0.9184736,-0.8759733",2
"-2.906525,-2.059352,-0.42061162,0.6427557,1.4029797,0.9295538,0.8119851,0.10958979,0.32925746,-0.17247997",0
"0.19212592,0.9963105,0.32393903,0.36366627,0.30647385,-0.10402199,0.22533269,0.2256208,0.515435,-1.0561597",4
"-3.2542095,-1.0168458,0.17355216,0.35286286,-0.20133506,-0.31751525,0.18076582,-0.5606777,0.55357504,-0.8422566",0
"2.932829,-0.83478147,1.4596336,0.97525734,-0.8267472,0.30151123,-0.50379384,0.07689083,0.45929864,0.95321983",3
"-3.5271566,2.1860588,-0.43277988,1.2334933,0.035368763,0.16393687,0.008173001,0.6182476,0.9827724,0.002061976",1
"-4.063991,-5.309762,0.51808244,0.16598426,0.8370643,0.96397126,0.52875334,0.57298476,-0.051877044,0.08734099",2
"-3.4263136,-1.5388507,0.025145786,0.33910564,0.6083357,0.43243545,0.9272703,-0.87788403,0.41996703,-0.10291436",0
"5.26761,-0.98500395,-0.44101655,-0.2796354,0.24783692,1.3564184,-0.2835695,-1.2990433,0.84132516,1.1146626",5
"4.381314,-1.4998031,0.034127284,0.43162647,-0.032161847,1.6317772,-1.1778487,0.435736,-1.1899838,-0.046287265",5
"-4.4207196,2.5073223,-0.46122235,1.2311636,0.1689186,0.5817127,0.30016145,0.60012496,0.71981925,0.31599918",1
"-5.3283134,2.1762967,-0.74715006,0.72947353,-0.008879999,-0.03241056,-0.43991026,0.33942747,0.77478296,0.18120985",1
"2.8360803,-1.5465037,2.2002766,0.023796802,-0.62829995,0.3081317,0.75343955,-0.40929624,-0.53261584,1.1412581",5
"-4.405874,-5.359477,0.35974827,-0.19359939,0.3818783,0.9968339,0.084987156,0.8482465,-0.21496142,-0.45158213",1
"1.9306175,-1.361646,-1.3774054,-0.19966616,0.35449418,-1.0091424,-0.90697634,0.3464441,-0.20208536,-0.06393294",3
"-1.7828429,-1.5821614,-0.37758872,0.53867686,0.48324138,0.21577783,0.4362593,0.4633189,0.8456615,-0.4876952",0
"-1.1057007,-1.2660848,0.36138278,0.57416743,0.14569345,-0.051633704,0.31659216,1.0293592,0.60837626,-0.23011792",0
"-4.214212,-5.191712,0.9957581,0.26231214,0.8265198,1.232527,0.46128055,0.82081836,0.08025723,-0.23277622",2
"-4.339291,-5.1638513,0.66834134,-0.038674213,0.51062226,1.1635333,0.23662142,0.8444829,-0.04381842,-0.38491222",2
"0.017057862,-0.035167217,-0.99889445,0.9804551,-1.0639352,0.25108,-1.6711758,0.19211362,-0.87508065,0.50323826",0
"-0.22206914,-0.46551973,-1.098075,0.064023755,0.26892647,0.5986366,0.07425932,0.78235555,1.195627,-0.26117706",4
"3.8298597,-0.745392,-0.32595748,0.3795325,0.49741483,-0.6868186,0.535914,-1.1566035,1.308912,1.5180129",3
"-3.5485415,-2.75383,0.15654866,0.5624455,0.6415163,-0.29938906,0.76652753,-0.72328,1.0378938,-0.13854028",0
"-4.9969354,2.0198758,-0.6290671,0.89222825,0.13361801,0.031728156,-0.28575093,0.3207142,0.8279211,0.27575508",1
"2.619017,-0.76314116,-0.4955859,0.3949069,0.306915,0.18817326,-0.11315849,-0.72100914,2.0676317,0.7134304",3
"-5.227617,2.1121433,-0.66980135,0.96029085,0.11839772,0.070251934,-0.17968218,0.3474676,0.90629816,0.21111587",1
"0.24088155,-0.3088538,-1.2292712,1.3511546,-0.7383416,-0.49956334,-1.5203906,0.10944137,-0.46647802,0.11798793",3
"0.020333497,-0.45989797,-1.4057128,0.57319075,-0.026266279,0.7208573,-0.39615503,0.41464272,1.2432952,-0.18927833",0
"3.0530536,-1.8815956,-0.8485958,0.86639047,1.3822478,-0.4188157,0.8516192,0.42006683,0.29861286,0.5582257",5
"3.2334437,-0.11515968,1.6464975,0.0326193,0.9148498,0.39844668,0.1419389,0.9687051,0.88213354,0.13803354",4
"0.9661027,0.107299015,-1.7186666,0.07953661,0.32056642,-0.77816707,-1.3771107,-0.8789592,-0.052261885,-0.31678897",4
"-3.8216653,-5.2187905,0.5868538,0.29287657,0.8549327,1.1687208,0.6474273,0.59554356,-0.020092169,0.17742233",5
"0.40485924,1.9404007,1.312612,-0.30203986,0.09127818,-2.217587,0.20083295,0.30619007,-0.83298945,-0.49364492",5
"-3.624022,-4.731907,-0.1621937,-0.31394464,0.104492985,1.7788496,0.8183169,1.1000882,-0.102601714,0.12134151",2
"2.4521906,-1.3162724,-0.38317108,0.69325215,0.8754154,0.9830141,-0.10620322,0.6816371,-0.331761,1.4992354",5
"-4.147742,-5.1956263,1.0871942,0.4695408,0.8541687,1.1101513,-0.8405209,0.35628396,0.2512164,-0.41099682",2
"-4.7829437,-5.5395617,-0.06725701,-0.46475026,0.09908621,0.4873667,-0.28705427,0.599356,-0.5130595,-0.7718829",0
"-4.332457,-5.209829,0.5625007,-0.021415627,0.5543453,1.102365,0.14718443,0.7552654,-0.071530774,-0.3688976",1
"-2.2035537,2.2537,-0.2689678,1.2915578,-0.028409664,0.010797972,0.2872811,0.6044741,0.88203466,-0.46268442",0
"0.3764059,-0.3459349,-2.1220386,0.60771036,0.35473794,0.78785646,-1.32018,-0.16277836,1.1291345,-0.11165691",2
"-4.227719,-5.0939865,0.8538745,0.136598,0.686422,1.3171923,0.29260936,0.8320838,0.038893335,-0.36198303",2
"-4.3065658,-5.154014,0.75632775,0.081302986,0.41774318,1.6267066,0.10441873,1.0259055,-0.055336922,-0.6502844",1
"-3.074952,-1.0101328,0.35565406,0.51364833,1.208131,0.43883187,1.0380157,-0.5330483,0.18846343,0.44622028",0
"-2.1942928,3.2149196,0.36044595,1.4170012,-0.023192849,-0.2852841,1.3611164,0.015755326,0.8702005,-0.9028351",2
"5.1538835,-1.0880988,-0.4867428,-0.1125605,0.28641638,1.2884601,-0.456497,-1.1771318,0.89014006,0.97821313",3
"-5.3023186,2.1591341,-0.8059271,0.8714476,0.03290535,0.15986028,0.16924272,0.71692085,0.49120137,0.27596426",1
"4.33784,-1.018064,-1.2346972,-0.4735638,0.27221185,-0.81835735,0.53111,-1.2841707,0.0469997,-0.090974465",5
"1.4453357,1.4223193,0.40873048,-0.8685665,-0.2514958,-0.10146094,0.36184394,-0.81805265,1.0282534,-1.2843332",3
"-4.1474366,1.6577466,-3.0293791,-0.037786014,0.3231579,1.8482478,-2.3304744,0.26686382,-0.58386457,0.25209743",2
"-3.3623753,-1.185142,0.66190493,0.4552815,0.8429838,0.32284737,0.8668835,-1.161421,0.2586532,0.44225112",0
"3.0941303,-0.5291773,1.2531084,0.68451536,-0.5255326,0.321112,-0.13303652,-0.38345355,0.95162904,1.1067525",3
"1.2191627,0.2644253,-0.50194424,-1.7177373,-0.8574661,-0.68502265,0.8048537,-1.3956499,-0.724131,-0.020148132",5
"-2.1150267,3.2985697,0.28097343,1.2784971,0.07110315,-0.3452032,1.3303826,0.11402989,0.8019189,-0.8293374",2
"1.1853666,0.7282418,-1.1327912,-0.016581163,1.4788986,-0.34024987,-0.67562044,0.8256476,-0.9128397,-0.11823447",5
"4.411863,-1.6206884,0.3399211,-0.09880534,-0.72022843,-0.9049179,0.834604,-0.1347048,-0.34593332,-0.3588555",5
"1.1139473,-0.42846406,-0.7940576,0.94556725,-1.3672363,-0.011952613,0.10859694,0.041227475,0.5410755,-0.47625992",4
"-4.930881,1.9983183,-0.70056784,0.67511827,0.10440999,-0.30026656,-0.7737292,0.30277798,0.8843549,0.3220692",2
"3.021242,-0.19745728,-0.7012314,-0.1068803,0.7562019,1.6461381,-0.16466267,0.2636694,-1.1113708,1.3608633",4
"0.97412837,0.48232776,-0.6344875,-1.037894,-0.6293354,-1.2377853,0.31310558,-1.2847178,-0.62028307,-0.111524306",3
"1.3577789,0.15948921,-1.6821359,-0.09253431,1.1285568,0.20669475,-1.4510907,-0.2807501,0.77701133,-0.2681905",5
"4.653309,-1.4924725,-0.5871403,0.4684624,0.6633423,-0.42219996,1.2428737,0.05452382,0.39551264,0.8513486",5
"1.0666296,1.8719766,0.0459644,-1.0616765,0.0693206,-0.5982801,-0.2561233,0.70477134,0.45782167,-0.42833468",4
"2.9660676,-2.210186,-0.26279005,0.30706137,-0.20859317,-1.2138277,-0.45220718,0.42503,-0.07883612,-0.621221",3
"0.5964272,-0.19305037,-0.9071179,-0.3732567,1.1950686,-0.35865006,-0.61928564,1.0748383,-0.06510317,0.14240095",4
"-4.388101,-5.2506666,0.5376614,-0.08805884,0.5038077,1.0329752,0.15874285,0.76675034,-0.09182031,-0.37371603",2
"-4.704267,1.0148,-2.8891683,0.17861192,0.5183596,2.263774,-1.8444228,0.24216197,-0.53885305,0.010450226",2
"-4.5123477,-5.1315894,0.4415955,-0.32206225,0.44999996,0.8281118,0.31066898,0.7894584,-0.07331036,-0.28914034",2
"4.8384204,-1.5487449,-1.0404391,-0.27441236,-0.044938467,-0.24189758,0.87758094,-0.16256455,-0.14226179,0.68814605",4
"1.5682683,0.97692347,-0.15452196,-0.48627043,0.67366785,-0.48149982,-0.48224613,-0.7450222,0.9951106,-0.57358354",4
"-2.105445,3.212263,0.20713027,1.4109626,0.013480907,-0.22978963,1.2105199,0.13710995,0.8100888,-0.8389003",2
"4.8382154,-1.5114211,-0.5994119,0.5266007,0.7247536,-0.5218992,1.3410394,0.038307276,0.41321883,0.7701074",4
"-5.081997,2.2792795,-0.69949,0.831091,0.025101587,0.019703312,-0.36904418,0.4155383,0.83515966,0.19264348",1
"2.982698,-1.8708626,-0.6482951,0.40472424,1.1711541,-0.93433183,0.61816984,-0.2652809,0.2560023,0.01747982",4
"-4.467903,-5.4272857,0.28613684,-0.1387693,0.3949349,0.9719719,-0.19838731,0.7094442,-0.2397826,-0.563553",2
"1.5568017,0.9640529,0.19860129,-0.586363,-0.033771195,-0.44402698,-0.23469459,-1.6888597,0.952393,-1.2774457",3
"3.4518962,0.37725037,0.72230816,-0.27486464,0.06628823,-0.7223659,1.3269577,0.6614564,0.9837629,0.7595553",3
