embedding,labels
"3.135922,0.5131759,1.0527347,0.38325617,-0.5535035,-0.2778728,0.20324685,-0.011840416,0.40799665,0.25579152,-0.66067207,-0.1742115,0.5014028,-0.012668506,0.48965204",3
"0.96857184,1.1206492,-0.5823809,-0.99321276,-0.2495641,-1.260642,0.79041016,-1.1476886,0.5877115,-0.05634889,-0.19229257,-0.014285058,-0.7218296,-0.088738166,0.021659726",4
"2.5291858,-0.08494271,-0.047782388,-0.4401881,1.1659935,0.68923056,0.0790615,-0.17946942,-0.2542312,0.25876126,-1.0501716,-0.061554193,-0.13779162,1.3086898,0.7795779",5
"2.5630326,-0.57274175,-0.27232042,0.9789641,-0.50869274,-0.08540747,-0.42381826,-0.44664478,0.557137,0.25154275,0.41425925,0.12638159,1.3457724,0.64270914,0.3653287",3
"-4.748178,-4.0066056,0.7711785,0.27933604,0.561141,0.10837355,-0.22280264,-0.25554478,-0.09123754,-0.23622054,-0.4271201,-0.07363358,0.15065855,-0.18916826,0.14375193",1
"-0.76062,-2.0885885,2.8436182,0.02857122,-0.03407761,-1.0189129,2.3955567,0.55297995,0.5544456,-0.87809604,0.29518706,0.717984,0.5016743,-0.5118486,0.3833631",2
"1.8554783,-0.8220895,-1.3131073,0.438527,-1.0577053,-0.37187633,0.19406565,0.6541101,0.5504613,-0.06426155,0.23477857,-0.52664137,-0.36159027,-0.0022427118,0.15015447",1
"-5.401059,-3.74823,0.53622246,0.057727367,0.72891605,0.22560751,-0.232958,-0.30522475,0.039201386,-0.061139658,-0.16726594,0.45109287,-0.16249973,-0.011254001,0.05715834",2
"2.5911245,0.7499508,1.0182476,-0.5085892,-0.6766734,-0.94207406,0.289096,0.12791006,0.039678108,-0.33559477,-0.4408029,-0.38519612,-0.1356358,-0.7235039,0.051313084",3
"3.5698524,-1.5064024,-1.2803551,-1.1391699,-0.5720571,-0.5769486,0.5252869,0.18071054,-0.9736086,0.7847341,-0.18077439,1.1168063,-0.32750213,-0.02713432,-0.023925792",3
"0.43572074,-0.33696228,-1.1012193,-0.2183954,0.5253482,-0.16832455,-0.85173684,0.1268229,0.21520263,-0.14005226,-0.63174075,0.5919725,-0.08974625,0.8464752,-0.03258281",4
"-3.5628698,2.1014786,-0.40111995,0.094062105,-0.20830892,0.6577563,0.20781448,0.80920565,-0.2539091,0.5773966,-0.12054819,0.56554407,-0.36247256,0.5293659,0.13053785",0
"2.6932304,-1.7336397,-0.8996649,-0.30533537,0.6851302,-0.11121514,0.8262288,-0.3127804,-0.09888675,0.14801687,-0.42100778,-0.29447776,0.7299777,0.67206705,0.4687649",5
"-4.9171777,-4.062614,0.67533225,0.24096443,0.5882207,0.050997406,-0.30056414,-0.046583854,-0.1268172,-0.15799327,-0.5434585,0.06301503,0.12861077,-0.17880146,0.20677495",2
"0.9916622,-0.1872148,-0.8776069,1.2625624,-1.269925,0.059612133,-0.08825649,-0.0539824,0.3944354,0.041543193,0.27865878,-0.34984067,-0.43924212,-0.41204286,0.19799294",3
"3.4493504,-2.1887615,-0.7084887,-0.005800186,0.14190918,-0.16635394,0.96451545,0.60840887,-0.5885487,-0.041794766,-0.4059811,-0.3419921,0.033732247,0.53486115,0.20970675",5
"4.278113,-1.3547441,-0.78658664,0.3121662,0.39443037,-0.052315056,0.5512969,0.18777932,-0.3858054,0.26608145,-0.21790329,-0.07580898,0.6111938,1.1014771,0.46786535",5
"-1.6721416,3.202731,-0.17480917,0.9575199,-0.39812288,-0.60407144,1.1198492,0.5466828,0.31777775,-0.801788,-0.08258288,-1.042945,-0.15046902,0.093196325,0.3370569",2
"0.1856207,-0.3446071,-1.7546777,0.66664666,0.17505509,-0.1706721,-1.7323968,-0.30037764,0.21533902,-0.20458989,0.16422737,0.7855112,-0.096751586,0.6990556,-0.1417788",5
"-2.2170458,1.4388511,-0.39067352,-0.34337923,-0.36265707,0.1036529,0.1316165,-0.045249887,-0.46652597,0.2253069,0.2584406,0.26240343,0.22699131,-1.3052241,0.16508305",0
"-4.572946,-4.07089,0.6763091,0.502292,0.46479347,-0.10735797,0.02594718,0.24079315,-0.4333418,-0.15616842,-1.2232579,-0.2236817,0.42261398,-0.22579214,0.5066271",1
"-5.0956492,-4.1569357,0.5895095,0.19714795,0.63958246,0.4497784,-0.52842146,-0.29791123,0.02931602,-0.33020008,-0.1369095,0.15529291,-0.13637397,-0.18288878,-0.0950582",2
"3.48946,-0.47701082,-0.21496294,0.29005897,0.25460148,0.87062997,-0.6085079,0.016013462,-0.41497916,0.7919884,0.71029085,1.0096121,0.16490823,1.0131978,0.24595785",4
"3.487524,-0.31994084,0.4581019,-0.013923081,0.7307465,0.65989596,0.42728847,-0.06948201,-0.18642427,0.285754,-0.93490267,-0.27412164,0.15923682,1.2151914,0.77905947",5
"1.3634788,1.9930236,1.101573,-0.37348658,-0.42288402,-1.2833834,-0.17413846,0.10622395,-0.3691302,-0.43768767,-0.485463,-0.7154471,-0.11861003,-0.96192306,0.15436104",3
"-4.8550606,-4.3239303,0.91879857,0.3077075,0.62667716,0.30150563,-0.49572816,-0.56565684,0.03682503,-0.4703638,-0.0412438,-0.20612225,0.03011062,-0.3127876,-0.054304477",1
"3.754185,-0.7737467,-1.0746902,-0.5935448,0.118805125,-1.1996003,0.2537366,-0.6828677,0.11437073,0.359847,0.29084104,-0.2331828,0.74993044,-0.29336116,-0.26523644",5
"0.70562655,1.7503896,-0.51570666,-0.99327314,-0.63001794,-1.97555,1.1905282,-0.13522822,0.14969185,0.53284067,-0.8643938,0.3625866,-1.1472263,0.43754068,0.17129667",5
"-1.5625783,3.0775418,-0.17433219,0.8998369,-0.7324709,-0.8343777,1.058025,0.4961444,0.48331308,-0.4780914,-0.12971134,-0.8367331,0.077886365,-0.07511509,0.44176853",0
"3.638655,-2.045963,-0.65566325,-0.18175314,0.08441167,-0.32960522,0.024917208,0.431024,0.37566227,-0.3960551,0.09356238,0.3513434,0.005509601,-0.8948349,0.44465277",3
"-4.3900642,1.4008315,-0.92200625,0.26319993,-0.36759272,-0.27267417,-0.5540384,0.9267343,0.06833371,0.23457658,-0.18702829,0.67671156,-0.6753745,0.34504998,0.2950466",1
"2.024894,0.6943678,-0.5325783,-1.4964805,-0.15720254,-0.1272052,0.336926,-1.3789079,0.5586938,-0.28630692,-0.26796216,-1.1810987,-0.45509818,-0.32942405,0.1323484",3
"-4.659076,-4.044288,0.6608528,0.45877254,0.49170774,-0.09037982,-0.027299063,0.21088953,-0.38870084,-0.13960882,-1.1426275,-0.1567835,0.3732185,-0.21610273,0.47672835",2
"1.099313,0.8359451,-0.02170253,-0.15570684,0.21863434,-1.0898933,-0.4846026,-1.3215436,0.26988506,-0.3354096,0.45302978,-0.30973157,1.071502,-0.9715021,-0.5451643",3
"0.4364684,-0.49633124,-0.71358657,-0.07361317,-0.4938035,0.2686926,-0.37316975,-0.09120961,0.44442436,-0.5019917,-0.86032575,-0.57695866,0.15883285,0.8748809,-0.39967316",3
"-1.3846171,-1.5058087,-0.33101365,0.766836,-0.15158029,0.51638246,-0.3866698,0.011628509,0.38352332,0.113464676,-0.76445913,-0.2577867,0.07794524,0.6534455,-0.38767692",0
"1.5108563,0.6047503,-0.8711708,-0.8956595,-0.2024739,-0.4209107,0.20146698,-1.5931543,0.7149206,-0.23937994,0.14279257,-0.64942867,-0.37067318,-0.35886994,-0.0959502",3
"-2.4952857,-0.3710956,0.6713655,-0.1280955,-0.3034899,-0.72998995,-1.3096962,-0.43113905,-0.82614505,0.34824795,0.24602437,-0.36407694,1.2074921,-0.9598628,-0.22446547",0
"1.0654323,1.2282531,0.51192176,-0.14698523,-0.055612843,-0.9620855,-0.5658368,-0.49378434,-0.108061776,-0.5068062,-0.38803822,-0.8808347,0.67216444,-0.6792735,-0.41959584",5
"0.6731586,-2.453902,-0.2362308,0.44673985,-0.10610538,-0.5967898,0.6192501,0.36030066,0.58585304,0.13689092,-0.96406776,-0.45712152,0.31040853,-0.4825135,-0.54463387",4
"-4.3975883,1.4511948,-0.92613786,0.2749887,-0.33818355,-0.36961257,-0.5955487,0.850187,0.08116433,0.1033319,-0.15474518,0.6014866,-0.7768167,0.3185229,0.22932832",1
"1.2028983,2.2536476,0.83785844,-0.6273514,-1.0609437,-1.1521376,0.16866113,0.6804925,-0.16681966,-0.0106249,-0.8346132,-0.039572634,-0.22538108,-0.59521306,0.19089785",4
"0.025959557,1.2075593,0.5343604,-1.0254331,0.11897201,-1.865209,1.2893708,-0.007723986,0.26637095,-0.37729096,-0.079030074,0.5614974,-0.5485583,0.30136964,-0.2953347",5
"3.2397857,-0.085957356,0.2780136,-1.103986,-0.36403373,-0.6533796,0.15983109,-0.33696732,0.31563255,-0.3951145,-0.06043117,-0.40801078,-0.37381843,-0.94184726,-0.039149363",3
"2.7720256,-0.1965805,0.012580479,-0.3384542,1.0745276,0.7105172,0.16914785,-0.10471713,-0.28097743,0.28059375,-0.997885,-0.096711,-0.07792047,1.3359189,0.76771045",5
"3.0558848,-1.8056604,1.0216494,0.17736931,0.3493365,1.220326,0.19908948,0.64025575,-0.40372232,-0.5979258,-0.5406487,-0.9354888,-0.60352,-0.72804326,-0.34141377",5
"4.4324594,-1.5923065,-0.25079802,-0.33193198,-0.013182613,0.4943552,-0.67464644,0.20645884,-0.42337877,-0.17107725,0.6391325,-0.2159802,-0.56935024,-0.7930086,-0.7905475",5
"1.2035643,-1.6564481,-0.062036533,-0.54021215,0.8020887,-0.2181366,0.69129133,-0.9169927,0.1240114,-0.15836547,-0.4494921,-0.29239404,1.2259234,0.04455701,0.020797212",3
"0.17084229,2.044358,-0.40852183,-1.5347779,-0.2434586,-1.753885,0.91809577,-0.43018907,0.24971256,0.14567055,-0.49199274,0.25920704,-0.5477584,0.05700066,-0.15017502",5
"-3.959679,1.4842383,-0.7077039,0.39490858,-0.3414982,-0.09035667,-0.29983753,0.9364516,0.04723939,0.1897674,-0.27595583,0.542144,-0.76532596,0.5561007,0.17092872",1
"1.2951229,1.5600657,0.23756053,-0.4832473,0.062540695,-1.2428731,-0.66084594,-0.8090483,-0.17783298,-0.3390842,-0.31805098,-0.8788938,0.35336167,-0.9706278,-0.046444472",3
"-3.0399752,-1.5709615,0.19760215,-0.00904424,-0.8381022,-0.124063455,-0.07606651,0.17807017,0.494712,0.8343419,0.1466121,-0.63945544,1.0301049,-0.37506706,-0.21326199",0
"-1.8341019,2.9960325,-0.054389935,1.2658403,-0.06343878,-0.5826847,1.4866431,0.9377119,0.3713082,-1.2198391,-0.007973065,-1.0735484,-0.53016835,0.43988732,0.023836492",2
"1.5361307,1.9577658,1.0647929,-0.34057084,-1.0899293,-1.1904078,0.34689504,0.579712,-0.18128704,-0.11740877,-0.7471815,-0.20683268,-0.428781,-0.6462976,0.2773545",5
"4.6397204,-1.8355408,-1.1040353,0.4267009,0.13134195,-0.10905258,-0.07893095,-0.17406505,-0.18025741,0.22354943,0.3916031,0.35862648,0.91706234,0.35571635,0.29208538",5
"3.2138662,-0.0804246,1.1582919,0.7624597,-0.35969985,0.43668923,-0.3178198,-0.7928011,0.051561747,0.19773766,0.063041426,-0.23721854,1.2822866,0.38817644,-0.09285448",5
"-4.6427526,-4.3020434,0.8015183,0.32870466,0.5310179,0.23126769,-0.4908789,-0.18588592,-0.0950941,-0.37894586,-0.38752517,-0.1951501,0.16174436,-0.2877251,0.060283195",2
"3.3014858,-2.1927016,-0.86412805,0.08079799,0.111356616,-0.091897,0.89064586,0.5843599,-0.56111604,-0.02693973,-0.38704944,-0.26591802,0.04950721,0.599353,0.2664914",5
"-4.484718,1.3373237,-0.94998443,0.19037217,-0.3536516,-0.7739484,-0.942886,0.7607328,0.037232373,0.03888282,-0.3801722,0.6885675,-1.2650106,0.3983814,0.08336484",1
"-4.9356003,-4.0460353,0.60947543,0.20951414,0.5730927,0.19364448,-0.36636496,-0.06357911,-0.084108114,-0.18971774,-0.4409416,0.12094327,0.05340128,-0.15015447,0.08554176",1
"-3.750649,-2.1397924,0.22612697,0.34878016,0.10013718,0.4243397,-0.49397582,-0.44730082,0.23099302,-0.1993435,-0.8051592,-0.43911773,0.55747586,-0.514664,-0.20549981",0
"-4.754404,-4.371333,0.68489164,0.3821698,0.5130054,0.22925964,-0.6203113,0.032354515,-0.16116172,-0.421358,-0.64067096,-0.21069004,0.2245536,-0.36816478,0.09642909",1
"-0.5569196,1.5587844,-0.014549636,-0.50859666,0.9252421,-0.53158975,0.46377495,0.67001474,0.27912128,-0.48856103,0.10289445,0.9715663,0.004315879,0.27203634,-0.9246543",4
"2.7623835,-1.657973,-0.9095329,-0.1939272,0.70636714,0.037755165,0.8521352,-0.23020053,-0.20596127,0.2115525,-0.51898015,-0.27367806,0.6636221,0.9304594,0.552167",5
"-4.813124,-4.1742773,0.6747712,0.28850654,0.5425951,0.16837686,-0.40640074,-0.05798755,-0.118462436,-0.27558196,-0.51583177,-0.04621331,0.14364398,-0.23548393,0.109442264",2
"-0.05061132,-0.6403741,-0.63279647,0.14083189,-0.22854598,0.22612287,-0.51573604,0.23865415,0.3274815,-0.34313402,-0.9114635,-0.32317093,0.05844837,1.145514,-0.20882142",2
"-1.4738485,0.22580326,0.6867971,-0.1438019,-0.5779322,-0.5241098,-0.7539957,-0.17924426,-1.277367,-0.13029322,0.33300683,-0.29915753,0.42757094,-1.2009847,-0.07839265",0
"-0.39422536,1.3920523,-0.0027260184,-0.5363196,0.97287184,-0.59857494,0.4540053,0.5977911,0.2848533,-0.4837039,0.074806705,0.9754325,-0.00483786,0.29002798,-0.9227571",4
"-0.26399505,-0.64746624,-0.6334909,0.7138294,-0.35100022,0.211003,-0.62125325,0.38930896,0.3357278,-0.35378346,-0.56165624,-0.30110198,0.049830828,1.1365066,-0.2214026",2
"0.21678679,-0.3261458,-1.484983,0.36722958,0.37977988,-0.16532774,-1.415515,-0.13424024,0.19977133,-0.16312474,-0.1157293,0.7457331,-0.08080913,0.7818715,-0.14572652",3
"3.0869653,-1.5226766,-1.2014598,1.0895914,-0.3143566,0.22738317,0.14126489,0.45081952,-0.19210611,0.168775,0.11400706,0.174951,0.23552647,1.0176989,0.48697528",4
"-4.496398,1.2636104,-0.98929214,0.18005235,-0.44116467,-0.2620654,-0.63927716,1.0151107,0.058247283,0.43527788,-0.23393439,0.8544426,-0.51236445,0.3048404,0.4394055",2
"-4.942603,-0.5991813,-1.7113494,0.6000881,0.32803166,2.352617,-1.132476,0.046321988,-0.4688911,0.07308807,0.05034144,0.40599874,-0.04738202,0.12901916,0.036663275",5
"2.3367038,-1.7292585,0.90673304,0.73239833,0.084887415,1.1361084,0.15597591,0.8958942,0.05807639,-0.2075302,0.51682734,-0.028167339,-0.5499405,-0.8042921,0.1559711",4
"-4.3079515,1.3884757,-0.8284074,0.26025024,-0.34919095,-0.17253855,-0.4435428,0.9154898,0.0255551,0.23321906,-0.12502739,0.63106287,-0.74936175,0.38573682,0.24788076",1
"-4.7436,-4.3938823,0.6543841,0.27878866,0.47403622,0.052695528,-0.45236576,0.045704708,-0.077367224,-0.33332625,-0.49654403,-0.14510643,0.21920729,-0.3274418,0.036954377",2
"1.6546893,1.525484,1.033456,0.030655239,-0.8541909,-1.2870069,0.41874567,0.17664045,-0.16844642,-0.2622324,-0.5850936,-0.5186458,-0.68138266,-0.64070565,0.32407755",4
"1.1747766,1.5536596,1.6217383,-0.48518717,-0.52477324,-1.285356,0.408821,0.49821663,-0.17138818,-0.52214825,-0.2961492,-0.12800984,0.17651045,-0.49250907,-0.15055774",3
"-1.9007787,3.052165,-0.084396064,1.0323079,-0.05889471,-0.4623379,1.2230226,0.5650925,0.14943695,-1.0517793,-0.09652864,-1.1116635,-0.38101727,0.19053216,0.17754348",2
"3.4903147,-1.5987152,1.0141361,0.17059183,0.33377168,1.3806562,-0.2438867,0.40372762,-0.35648954,-0.44316173,0.07462211,-0.50761414,-0.6157824,-0.44270435,-0.2842762",5
"-2.177383,1.5630416,-0.39233246,-0.28384146,-0.30282602,0.07330459,0.17108855,0.09530743,-0.37461522,0.18359883,0.272056,0.3276482,0.126188,-1.1650447,0.15465583",0
"3.4434159,-0.30725792,0.37818688,-0.03279485,0.75442356,0.6122025,0.42575285,-0.0795431,-0.17697681,0.28761283,-0.94399047,-0.27805486,0.18643579,1.2368354,0.78304845",5
"3.734278,-1.0422367,1.0261137,0.37746695,0.23863555,1.6263261,-0.769981,0.036030587,-0.1490221,-0.28574848,0.5079438,-0.043026034,-0.37298325,-0.047062382,-0.016838918",5
"-4.028269,1.4374167,-0.73620224,0.27829686,-0.3515575,-0.084948055,-0.35830587,0.9175197,0.0077778553,0.27238342,-0.2055913,0.62720627,-0.6978388,0.44345105,0.22428097",1
"-3.5925398,-1.8731776,0.23567738,0.30477777,0.040551856,0.3893339,-0.5106299,-0.51631755,0.2773588,-0.16873448,-0.7711358,-0.541319,0.552521,-0.49685687,-0.26283646",0
"-1.9050477,3.06361,-0.051785924,1.069213,-0.024576057,-0.5085742,1.331133,0.61289185,0.16453578,-1.0878465,-0.10893574,-1.0966984,-0.37713102,0.2329846,0.14200576",2
"0.98380274,0.0059128576,-1.0919583,-0.033472955,0.9799019,-0.34960848,-1.0901387,-0.12619253,0.17304084,-0.08509434,-0.19181427,0.86382294,0.2525759,0.7506575,-0.20750993",3
"-4.276609,-3.2379894,0.37915963,0.3409518,0.38504225,0.5476118,-0.5190808,-0.15267363,-0.028491877,-0.3709177,-0.7851363,-0.17917465,0.3447752,-0.30198303,0.008247124",0
"-4.587841,-4.3914685,0.8243985,0.39724234,0.51732224,0.26493916,-0.58176047,-0.15190934,-0.136652,-0.45986742,-0.48123887,-0.3042774,0.2203268,-0.35618532,0.077679336",1
"-4.804853,-4.0272202,0.73953575,0.2571205,0.5685082,0.24676569,-0.34499484,-0.29605862,-0.04562758,-0.28832686,-0.3139955,-0.035364907,0.07661226,-0.18752627,0.03636755",1
"-4.4451838,1.4736801,-0.9387252,0.266398,-0.3256008,-0.394519,-0.6095587,0.8221595,0.084279604,0.06402373,-0.113152914,0.5797669,-0.7952151,0.28803372,0.21690476",1
"-4.747409,-4.361984,0.7493287,0.3496252,0.54219735,0.23275453,-0.56201625,-0.11327246,-0.111616805,-0.40538052,-0.4694614,-0.1895742,0.16593462,-0.33322403,0.07198867",1
"-2.2940288,0.16749027,4.7209806,-0.32347572,-0.04306848,-0.49948138,2.4005373,-0.961373,0.50797063,-0.16089304,-0.4663429,-0.9965764,0.32678205,-0.13124119,-0.12461642",0
"-0.6645271,0.62061137,0.63109946,-0.31787932,-0.58753157,-0.7699565,-0.92755896,-0.6302656,-0.74843353,-0.29324242,0.14671296,-0.8070814,0.76469517,-0.9203215,-0.15889168",0
"-4.24599,1.3619932,-0.78245056,0.21549454,-0.3409151,-0.2018625,-0.43937933,0.8423433,0.006177942,0.16795799,-0.036216505,0.6032469,-0.79343206,0.33229426,0.21791117",1
"3.9287286,-2.008514,-0.72546065,-0.1654494,0.054024275,-0.4263774,0.097401336,0.44735694,0.22724597,-0.3361073,0.09096616,0.25887412,0.03913722,-0.7422664,0.34258175",4
"-4.1677356,-3.2087927,0.82354546,0.24385038,0.44751418,0.3581324,-0.28183267,-0.81018835,0.16659556,-0.45697618,-0.18657471,-0.39194572,0.31425035,-0.27800417,-0.09791033",0
"0.40850893,0.1977099,-0.7273825,0.40676662,-0.6736151,1.4638957,-1.2503264,0.36221614,-0.97685844,0.0625004,1.462741,0.1879582,0.34130388,-0.7105388,0.92790973",4
"0.09272054,0.24404612,-1.1068281,0.29493496,-0.44945267,0.7526201,-1.2167256,0.3415184,-0.7325782,0.39147744,0.8288507,0.850927,-0.6807733,-0.7999715,0.67997116",0
"-4.653312,-3.9798503,0.65667903,0.4794974,0.4905514,-0.11197726,0.029622529,0.2305001,-0.42328754,-0.11484336,-1.2299969,-0.15840055,0.39778873,-0.20363578,0.52732944",2
"-0.29396915,-0.72633106,-0.6376668,0.46266323,-0.2655873,0.23034799,-0.6066867,0.32980636,0.32394838,-0.31788987,-0.7376055,-0.281996,0.060255807,1.165117,-0.21927418",4
"0.8620274,-0.07106242,-0.4086927,0.2855338,-1.1821572,0.17303589,0.27631038,-0.4753872,0.5833759,-0.3202226,-0.71821535,-0.8714033,-0.13031246,-0.043731436,-0.306959",3
"4.523866,-0.74024963,0.1496903,0.47989732,0.18491587,-0.6465318,0.8216293,-0.21967846,0.23572887,0.8107167,0.46312743,-0.037859824,0.9305073,1.0306824,0.5256382",3
"-1.8861378,2.9870698,-0.07491729,1.0493412,-0.09737413,-0.5351339,1.2478058,0.6058693,0.20134526,-1.0212517,-0.10743884,-1.0479535,-0.35763457,0.20732646,0.15995133",2
"1.220542,1.1979012,0.13626435,-0.26748642,0.18923298,-1.160365,-0.6780686,-0.8924739,-0.011829754,-0.362047,-0.13678029,-0.6198814,0.6803803,-0.83660805,-0.29529616",3
"4.311365,-1.1483289,0.32799068,0.38458526,0.16484407,1.7150167,-1.2527273,0.14025645,-0.44571552,-0.3340684,0.49802703,-0.26347044,-0.40323782,-0.2506949,-0.58250445",5
"1.4757701,1.4915607,1.3563473,-0.18382047,-0.87511754,-1.3435769,0.7148019,0.42784005,-0.10154936,-0.339549,-0.44100836,-0.16953565,-0.51323354,-0.4731037,0.16929705",5
"-3.130737,-0.98384976,0.04683014,-0.26521203,-1.099561,0.05811754,-0.8695699,-0.43181074,0.21410236,0.7125891,-0.2255562,-1.2199411,0.74934256,-0.15837182,-0.37579438",0
"2.9991746,-1.8589461,0.7806571,0.18041553,0.25822005,0.9927896,0.16865009,0.6497246,-0.3421293,-0.5219648,-0.36153978,-0.8017348,-0.5247703,-0.7996731,-0.38495514",5
"-3.2450287,-1.269921,0.40859833,0.08609161,-0.089304276,0.21833412,-0.52817863,-0.7184331,0.2839028,-0.010451386,-0.4423891,-0.7367326,0.5599445,-0.51437855,-0.30971146",0
"-1.9658451,2.6958165,0.06057906,1.1574497,0.16011013,-0.395535,1.3050781,0.6203037,0.16701384,-1.0227638,-0.22170871,-0.8586741,-0.57803565,0.21225479,-0.058414076",2
"-2.5234747,-2.1453204,-0.1174198,0.5242599,-0.25293043,1.6495684,-0.07108023,-0.888426,0.40641892,0.009870538,-0.57162994,-0.26724252,0.085406326,0.28709504,-0.23177645",0
"0.111280434,0.6060013,0.21674955,0.59478974,0.17160231,-0.43277445,0.15475346,0.29434904,0.4342323,-0.611445,-0.1848316,-0.14642699,0.15406291,0.07942924,-0.7872072",4
"-2.6238065,-1.0704805,0.40147725,0.2768374,-0.13664187,0.0096011665,-0.81282926,-0.3852679,0.308338,0.40771914,-0.44750088,-0.8460375,0.5559465,-0.48940432,-0.7065038",0
"2.7357569,-0.5095359,1.3659878,0.93299097,-0.08376341,0.72112083,0.068312064,0.4431284,0.3625989,0.32203597,0.8291535,0.41973993,0.093716994,-0.1774506,0.65887314",3
"-3.1966763,1.6395527,-0.41166937,0.75336367,-0.20331189,0.09962851,0.1325765,0.8124705,0.19477224,-0.35910705,0.10475168,-0.0109399995,-0.95750904,0.49890035,-0.13161014",1
"-3.782872,-4.666751,0.58262396,0.2381213,0.2330498,1.1503273,0.02827161,-0.28434482,-0.020935608,-0.02096536,0.58237666,0.23805726,-0.3677014,0.41959813,-0.5391016",2
