embedding,labels
"-9.278993,-13.13787,-9.230794",1
"10.9338665,-12.02705,-9.318444",0
"16.954256,2.875008,10.627511",7
"-4.4286776,-14.197422,-9.858215",1
"7.6397314,-5.0584326,5.848302",8
"-15.01274,6.990183,-2.1720793",8
"10.6963625,-12.489601,-9.364151",11
"6.3830204,-17.781889,-5.150847",6
"-3.5998764,-14.911969,-9.181374",1
"-3.393891,-16.641489,-9.995512",1
"14.063999,1.8316417,9.292258",2
"10.461528,-7.740775,0.2667196",5
"-13.01662,15.701868,12.86007",4
"15.179032,-3.6435308,-7.017769",0
"15.462737,2.5035064,11.631779",7
"16.392866,2.0622876,10.540801",7
"-17.931242,4.7363815,-2.6077266",8
"-4.1779337,-13.527071,-7.901293",1
"-19.085554,5.4528413,-3.2191691",8
"15.344922,0.8826288,-5.787821",11
"-12.875002,16.489134,13.513498",8
"-8.906091,6.9983745,0.88236886",1
"18.108963,2.3141677,11.408981",7
"-13.288136,15.360054,13.580129",4
"-18.337141,6.06056,12.337668",4
"-18.992489,4.829036,-2.4656765",8
"16.38347,-5.3946614,-7.6860676",11
"-18.470697,1.2756835,-2.8798594",8
"6.341349,-1.3778207,-3.7395597",11
"12.51,-15.690688,-3.6605937",0
"-16.17253,4.2291417,14.100933",4
"11.764528,-3.102153,-1.0505813",5
"19.23801,2.9380867,9.484176",7
"-14.592503,-2.1548588,1.1339346",9
"-0.27861264,-3.0741127,2.4386516",3
"-0.3103726,0.85314214,9.3095",10
"-20.574373,3.3719254,20.466625",9
"-10.0598755,16.393978,14.056997",8
"6.0636067,3.3491368,2.006038",0
"7.3410063,-4.0560784,3.7340913",5
"6.404884,7.867751,7.848475",8
"-10.893,0.53019595,3.2455528",3
"2.2179492,-7.379758,-8.0456085",11
"11.577566,-6.1920586,4.527447",2
"1.7497262,1.8488841,11.495829",10
"-6.575293,5.9350452,2.0666907",10
"5.623868,8.856544,8.431698",10
"16.035929,-0.25424954,10.695429",0
"8.905919,-5.206159,-1.3104683",3
"16.31346,-2.930699,-7.6376657",11
"10.751311,-6.1189036,-11.118147",5
"-18.333948,-0.05901214,-2.54306",8
"12.108338,10.620351,5.8480988",2
"-8.534001,4.702258,0.8520725",9
"15.964598,-3.1841104,-0.123171315",5
"-18.545607,0.7231578,-1.7771884",8
"-17.521215,-0.02317599,0.19514856",8
"-1.782069,2.202527,3.8652585",3
"-6.5018845,5.695556,0.5681814",3
"-6.678401,8.956153,0.9688249",10
"6.238898,9.3750925,7.478338",4
"11.177362,-19.43565,-5.8483076",2
"-13.602811,-1.9517944,0.43878844",9
"19.229725,-8.40634,-2.2370842",2
"-5.1965513,10.637919,2.5694845",10
"15.625417,-10.940012,-7.666685",11
"-3.6891482,8.587829,4.8300347",10
"8.015017,4.2738085,1.741532",11
"-9.598632,16.953661,14.257592",8
"-15.847124,3.8270154,14.885561",8
"-14.534427,-3.4153862,-0.19694728",9
"-16.268734,3.7472024,13.815341",4
"13.7426605,-6.3952837,-7.8005066",11
"-13.7475,-2.679055,-1.0512904",9
"8.893244,4.4269943,7.6124454",3
"3.5246499,7.1361346,11.550677",4
"-11.71524,-2.4039087,3.6247938",9
"12.037216,-10.9096575,-0.8190858",5
"-4.666006,13.23452,9.502406",5
"12.327314,-6.517316,-12.483466",5
"11.976528,-19.570164,-5.900581",2
"14.328124,-9.561307,-8.343927",11
"-20.587427,3.3630073,20.47122",9
"6.0307307,-5.452728,2.3978615",5
"16.94853,3.6847339,12.640066",7
"2.832668,9.6924715,-3.2175303",3
"-16.890463,-0.086218916,-0.908831",8
"-9.322882,15.559592,14.997706",4
"18.531796,1.9454986,10.165269",7
"2.358738,3.41274,10.587171",10
"-7.2009807,8.231757,14.700282",5
"-4.0964913,9.95793,4.2807336",10
"6.4675484,-0.43070102,-4.351493",0
"-7.120091,8.554859,14.864924",8
"-14.316248,-3.4000816,1.6049994",9
"-14.232902,-1.0767572,3.527749",3
"-15.847042,4.577163,15.593137",8
"-8.8497505,-2.0273774,-0.9886575",11
"-5.2126875,-11.608942,-10.3296175",1
"-14.488298,-2.1279593,-0.88481",9
"-5.4276166,-14.169541,-13.370929",1
"-19.128992,1.1127216,-3.6360571",8
"15.523292,-2.8630772,0.23594835",5
"-3.1190693,-12.100205,-7.197124",1
"5.809944,-9.114261,-7.338294",11
"8.486913,-2.2838235,2.1757402",10
"-5.589916,14.970324,13.14362",8
"-15.371591,4.3576403,13.638408",4
"-3.8668566,10.692232,1.4431136",10
"-13.646153,-2.0350106,-0.98398626",9
"-13.911571,-2.7794712,-0.1385969",9
"11.81995,-3.026547,-0.8805142",5
"11.913935,-6.5750923,-11.949678",5
"-0.08283225,9.102904,2.0912707",3
"-11.502548,-0.05872004,-2.193886",9
"-12.998732,-1.0707422,-0.26166496",0
"7.056291,-6.020218,2.65779",5
"2.5992382,-7.6819205,-7.7000837",10
"-4.6781325,-10.482521,-10.2060795",1
"9.93856,-17.954308,-8.275002",2
"-14.29852,-1.4426879,-0.3191028",9
"2.8040142,-3.5292895,2.5875015",3
"5.3383694,-2.0104563,8.064543",5
"5.2544146,-8.380921,-9.864535",11
"6.5919294,-9.386359,2.163669",5
"-19.071102,1.4105142,-2.5453484",8
"-3.6974678,-12.167652,-12.269355",1
"-9.980756,16.218132,14.652899",8
"-23.034678,4.0703254,-0.581109",3
"-4.715773,10.401345,6.8739653",3
"-15.92408,-0.7700335,-1.0294197",9
"-0.2061749,11.188792,-2.4087863",0
"1.7490265,-5.891655,-3.3429606",11
"-3.5010133,-13.598316,-14.779093",1
"-16.457026,4.6100087,13.7446575",4
"20.002968,-1.6366174,-1.8770859",5
"15.979643,-13.542087,-0.5092562",0
"-18.580029,1.0569247,-3.4685526",8
"12.812839,-8.824557,-1.589322",5
"-14.147218,-1.5331839,3.0645924",3
"16.707458,3.3318343,8.478636",0
"6.40686,-17.645662,-5.0522885",2
"16.464743,7.941281,9.169387",6
"-2.8670585,7.8181267,5.1343074",10
"-17.244617,0.58039045,-2.0809133",8
"15.131187,-14.190326,-0.22031428",11
"14.149059,-1.6966282,-6.751191",0
"21.25649,6.3592772,5.137506",2
"10.125663,-1.1680912,-5.818667",11
"4.204079,-4.8067923,-10.799751",11
"5.0277853,7.2555723,6.035516",5
"-10.768667,0.13609627,2.0848477",3
"5.2254825,3.7076302,8.72346",11
"6.188072,3.1285748,9.3019",9
"9.741741,3.9610708,2.2982993",3
"7.969135,-1.3174967,2.7666504",10
"-4.889132,4.7105985,2.1313367",3
"-8.946358,-1.9897215,2.0621755",1
"22.700087,-8.769567,-5.277174",6
"16.059355,4.7115035,14.348279",7
"-6.442812,-15.48774,-8.971379",1
"12.1930485,-10.295354,-5.840923",11
"3.203836,-3.5306053,2.0516367",3
"-10.654145,14.958342,8.601084",8
"-20.201023,0.7394357,-3.731323",8
"17.684958,-5.482888,-7.799983",11
"-12.328306,-5.1189632,1.6290312",9
"18.648054,1.9957528,7.8189416",10
"3.7816637,7.774109,7.14385",5
"-11.3150425,-3.2000985,-0.7197484",9
"15.914999,-4.815794,-4.770378",11
"-11.545262,-3.578091,0.29491577",9
"4.9302025,9.899415,8.377935",2
"3.7879982,4.4044895,12.192884",5
"-11.233993,-1.5877478,1.2992339",8
"-9.874907,-2.9664135,1.7023022",3
"-15.82259,0.084225014,14.79343",4
"-2.8305905,-13.30876,-11.160913",1
"10.127116,1.522207,-6.357776",11
"1.671288,10.247318,2.5976574",10
"10.7715025,2.6451378,8.537585",3
"-12.446794,-3.5831563,0.52022374",9
"-4.661635,7.1613665,2.0311408",8
"-3.7109222,10.618247,-2.407307",0
"15.426922,-4.469529,0.5685389",5
"-19.149298,3.9844744,9.731644",8
"-11.495557,-3.5336168,2.7134542",9
"16.77607,-6.85139,-2.3549452",2
"8.506634,-6.4000793,-1.1194073",5
"-3.5530849,-13.912328,-11.700998",1
"-10.30612,-2.7047625,0.25799003",9
"-16.390907,0.7538317,14.008695",4
"-10.303232,-5.2777433,1.1440561",8
"-12.016266,-2.4011176,0.20181616",9
"-11.584588,-4.262779,1.0403314",9
"-2.7796655,-13.879936,-12.293084",1
"10.92284,1.8296827,5.9625936",3
"-21.692247,0.5042637,-1.1058458",8
"15.775964,5.937549,8.919597",6
"-11.340742,16.66099,9.893744",4
"-4.08405,-11.605002,-11.43406",1
"13.205027,-2.4092624,-8.902421",5
"-7.4754457,5.470562,0.394507",0
"5.5682263,12.025255,2.1486852",11
"11.668033,-13.277673,-0.42759106",11
"12.210823,-9.614066,-1.8161722",11
"-12.393626,-3.8768005,-0.6674531",2
"11.436503,-5.698821,4.4123397",5
"-10.96418,15.826026,9.56544",8
"-9.157739,-4.3633146,3.171603",3
"-3.5309694,-15.635758,-12.536361",1
"2.404807,-4.7627196,-0.6970108",11
"7.9780793,-6.8493624,0.86273146",5
"19.186705,5.632674,8.533388",7
"-11.954192,16.391994,9.091312",4
"0.97240883,10.016747,-4.801516",3
"-17.414406,0.9610446,10.787632",8
"-10.584124,0.8368516,1.6790152",8
"-20.288658,0.22545002,-1.9476064",8
"-20.432701,0.8187732,-4.3437943",8
"-9.333232,-4.577709,-0.17536855",1
"21.205141,6.042098,10.623115",7
"15.106564,-2.2147567,-6.8076706",11
"-8.26667,-3.3179326,0.3374934",2
"11.528666,-7.4452477,-10.488363",0
"-19.730883,-0.39237595,-2.259228",8
"-3.3074958,8.539797,2.5485275",3
"9.789752,3.083632,2.073707",10
"-9.475301,-1.012244,0.24433509",9
"-16.702213,2.903075,10.576952",8
"15.39843,3.6459744,12.124965",7
"-19.724476,-0.33730394,-0.33561647",8
"-18.144224,1.6607924,10.286381",4
"-1.8518977,-14.417547,-9.687987",1
"-18.048422,2.6799903,10.617173",4
"-7.352257,-10.80276,-8.127257",1
"-8.430726,1.9513906,6.0926437",10
"-10.654295,-3.5848358,-1.0861703",0
"-12.511573,-3.5924711,1.84074",2
"14.92583,-2.4175541,0.4457939",5
"-18.782692,-0.01826672,0.6880122",3
"11.589711,-8.54448,-2.4460986",11
"4.2605743,3.3560708,-9.164306",11
"-18.330353,2.9605026,10.491795",4
"-16.907774,0.55073553,8.880053",9
"6.6376247,-5.012703,0.79610103",5
"21.361135,-9.254415,-5.7344604",7
"0.4982091,10.499125,-3.6150713",3
"18.241701,-5.482598,-7.297332",11
"-10.928506,16.592428,9.14112",4
"-5.7545238,13.288919,8.862625",3
"-11.163156,-5.231217,3.7192767",9
"-11.35998,-5.155852,-0.660692",3
"17.057585,-2.2416866,-6.7129817",5
"-19.435915,-0.4505227,-1.558612",8
"-6.3698773,-12.629252,-10.712807",1
"-12.053324,16.331795,9.9491005",8
"12.19877,-9.171128,-4.8082113",11
"14.734143,-2.1375053,0.98366857",5
"-11.647061,17.430931,9.454641",4
"17.939587,-6.9685225,-2.9789066",11
"-12.393148,-4.7324605,-0.080299124",9
"-1.1729814,11.558593,0.616827",0
"-11.87761,-3.1013284,1.4207833",9
"-16.467321,0.69287634,14.211439",4
"-17.270594,2.030066,10.036891",4
"17.991545,4.440732,7.1475635",7
"3.896077,10.194525,11.128717",3
"9.555385,0.12845737,0.104052015",11
"-17.60927,1.6163778,10.977081",4
"6.6453032,-8.907372,-6.6592116",11
"14.767355,-5.388066,-9.498133",2
"-1.1148831,2.19221,4.4822063",9
"0.81089085,-6.724077,-2.103543",11
"-10.756198,-3.8182714,0.43813336",9
"-10.487016,-4.4281006,3.0102215",11
"-18.339186,2.0458372,11.20987",2
"10.44253,-12.078583,-0.6639233",11
"1.8899441,2.5426085,11.239584",1
"3.5135443,-3.2294848,2.7894118",3
"10.251027,2.1779196,2.3259265",10
"-1.152996,-17.25307,-14.131322",5
"15.256695,5.097066,8.530483",6
"-9.9225445,16.863405,11.498499",8
"15.583603,3.1062279,10.712685",7
"-10.9929085,15.052798,12.593317",4
"5.8986654,4.638724,0.49452394",2
"-4.021004,12.317446,1.9877",3
"20.317598,8.160601,12.369241",7
"-5.6895432,-18.21438,-12.408749",10
"-18.75057,3.3469062,14.858046",4
"5.667192,-7.4258265,1.3584749",5
"-14.622406,-5.461979,-6.888678",9
"-0.4285054,0.7322374,9.500982",10
"15.781219,-4.529075,2.5121963",2
"8.97835,-6.3071346,-0.843393",5
"-15.527406,-7.402688,-6.271206",9
"-4.089008,-2.326686,-9.335308",3
"-20.259369,-3.3556528,-6.190783",8
"-6.004226,5.949799,3.4732919",10
"16.106474,5.5690436,13.3413725",7
"6.25401,0.3272882,-6.992592",0
"1.38155,-1.4773611,-9.305189",3
"-21.05323,-1.4716785,-6.222725",8
"-6.319896,-10.490071,-7.528055",1
"11.579963,-18.681978,-6.848475",2
"4.358507,3.862588,9.768042",8
"14.424753,-8.657361,-7.3736115",0
"-14.389456,-7.4814453,-6.3526645",8
"2.7517295,-5.7461157,-2.7141213",11
"-21.87849,-2.5831223,-6.718449",8
"16.33767,-0.44828075,1.3526493",5
"1.4400002,2.064452,-12.304395",3
"-4.601698,5.871967,-6.5076766",3
"10.67766,1.6503698,1.4347538",11
"17.64557,-8.783308,-1.8359306",11
"-3.6362967,-12.683101,-7.6409373",1
"-3.2792466,-17.631796,-14.681089",1
"15.293227,-8.7797,-8.187674",11
"7.0422297,5.259739,4.569881",1
"-6.0433292,-19.441515,-12.385653",1
"-13.546112,-6.3539395,-4.578024",9
"-12.565636,-7.865831,-6.9865217",1
"4.842773,-0.7867803,6.5060863",3
"-10.193765,15.292355,11.973624",4
"-4.0078077,10.039765,5.692268",6
"8.339747,-1.2469485,3.9210489",3
"17.642212,-11.457082,-2.7899802",5
"13.974812,0.4780694,-1.1267672",3
"14.550734,-15.997206,0.9851431",11
"-15.423297,-6.1420407,-6.196264",9
"-11.223748,15.450858,11.859516",9
"10.395985,-8.707626,-2.8272502",11
"2.482104,-5.867122,-2.8321002",11
"-20.021757,-3.5776165,-6.1516447",8
"-13.586338,-6.26223,-7.06859",4
"15.078318,-13.553639,1.1980771",0
"9.294752,1.0059768,-1.617222",0
"-19.809881,-3.490133,-5.977658",8
"2.9802442,5.843113,12.514906",5
"10.478524,0.4220755,-6.139027",11
"-0.22035395,0.7878282,7.98961",10
"17.637949,-10.409719,-4.311288",6
"-13.60672,-6.629164,-7.6702456",11
"14.783252,-3.066889,-6.9772234",0
"-2.5582612,7.0331616,5.0268908",1
"-18.769976,3.3640327,14.078722",4
"-13.659303,-6.3774824,-6.294737",9
"12.974236,-9.56101,-6.1070533",11
"0.5605095,1.4647361,5.2789955",3
"15.429853,-10.410255,-3.999828",0
"9.944285,-5.0646,-6.791548",11
"-4.7938395,7.246997,3.1355894",3
"15.516553,5.108799,10.043698",7
"22.893522,8.05971,8.566241",11
"-19.831867,3.7451851,13.720468",4
"23.158596,6.4779363,5.9530907",10
"17.602957,1.428199,11.527821",7
"-13.071711,-8.133544,-5.7159615",9
"-10.2739315,1.2488629,4.6537085",3
"5.0226836,-4.966792,6.042397",6
"18.010885,4.1376066,14.584188",7
"11.295799,-8.988213,-10.533881",0
"-2.3557446,6.7966886,3.1597035",3
"-6.084118,-15.183901,-10.86854",1
"15.346214,-9.412479,-4.211944",11
"6.4734297,1.7330297,-4.089141",11
"3.8746107,-1.2175128,-3.414039",10
"12.628297,0.934958,1.4788749",3
"10.695385,1.2103486,-3.709974",11
"-10.45908,14.46411,12.212023",4
"-19.702976,3.5687354,13.854896",4
"9.410328,-0.45426202,0.6415563",11
"5.6951356,3.7263076,9.549",9
"10.253162,-4.3423796,-1.063166",5
"14.323264,-5.328183,1.287468",5
"-6.4866104,-10.746527,-7.624809",1
"-23.232363,3.37807,-1.2610908",8
"-13.535447,-4.882112,-4.636474",4
"4.3907948,-9.00593,-7.183221",11
"14.994962,-10.465287,-4.926467",0
"5.686873,2.3309615,9.672062",6
"15.762696,-15.027344,-0.63458663",10
"0.461673,0.8092201,-2.5186615",5
"13.344467,-4.6403565,-9.507023",11
"-3.7069468,-17.2381,-15.506097",1
"3.7004902,-4.303238,1.4789712",10
"5.5006304,8.813399,9.3160095",2
"6.3560967,1.4360821,-4.1152434",0
"-3.8306775,8.480066,3.0458562",9
"-15.11959,-6.447147,-5.4025083",9
"-10.790974,15.591406,12.614117",4
"-3.6653845,-14.166683,-13.217311",1
"-7.553731,-13.870407,-10.550181",1
"-13.4940605,-7.020834,-5.1807294",9
"12.217316,1.9132009,-5.8749638",0
"-14.756242,-6.4414225,-7.712088",8
"20.809742,4.892649,9.523975",7
"5.145226,-9.037187,-7.3286333",11
"3.9870143,5.542096,10.928677",11
"3.97784,-5.3634396,-0.6766986",5
"0.43355766,6.7374067,0.46748155",10
"-14.396928,-6.9514623,-7.0916586",2
"15.573332,-5.002155,-6.2510347",11
"17.826372,0.49080783,12.817609",10
"1.1985043,0.52518094,-2.3466017",2
"-21.144264,-1.132582,-6.2503276",8
"-18.549213,3.5462368,14.531588",4
"-1.0456871,10.888723,7.4301195",3
"12.919124,3.026761,12.350035",3
"-14.552747,-6.286028,-6.081642",9
"-15.701467,1.8190219,15.690805",4
"-9.731971,-5.5981984,-3.3806589",11
"4.942279,-7.3467417,-8.332469",11
"3.99106,1.1965208,11.183348",1
"12.3865595,-0.39599237,-3.5189583",0
"2.3796208,4.795916,-8.939446",0
"3.239893,-2.0999105,2.3614123",10
"-4.4658885,-15.815764,-13.808043",1
"-3.179708,7.164278,9.113183",5
"17.743307,-5.0264096,-4.548537",11
"10.900852,-12.254333,-0.51499397",5
"-21.580206,-0.6714313,-4.175982",8
"8.639554,1.65118,-8.437921",0
"6.137944,-4.1590285,-10.396845",10
"-8.045003,15.430257,13.93141",4
"2.0188348,8.883188,9.737709",5
"-3.1911016,-14.858314,-15.954954",1
"17.177746,-7.746843,-3.193882",11
"-9.338747,-6.2147202,-1.3027861",11
"18.15047,-9.839597,-3.9930959",6
"-1.0386055,0.30112934,6.8194275",10
"5.523883,-3.7491138,-2.1273708",11
"-20.599813,-2.8517606,-3.6137567",8
"16.000217,1.1801815,-4.9013834",10
"4.424099,-7.2364345,-11.1956",11
"-14.617186,2.0753915,12.887373",10
"4.515422,0.13076828,-9.77636",3
"16.053137,-9.325863,-9.876795",5
"-16.259611,2.0714104,15.4014",4
"-21.219837,-1.8663037,-3.3944485",8
"13.766436,-12.353224,2.3108966",5
"-19.838457,-4.7895975,-1.5884405",3
"-20.154419,-2.6721435,-2.1649911",8
"-7.3837895,15.148643,13.577798",4
"-10.636083,-4.1931496,-4.332218",9
"-8.625615,14.617597,13.46601",4
"-6.43741,-13.285809,-7.871883",1
"-15.237732,1.47925,16.245169",4
"-5.086752,2.4665532,-4.2519746",1
"14.897097,-10.25931,-8.719237",5
"3.1417727,1.051618,11.55409",1
"-8.204601,15.665021,12.930642",4
"16.520397,5.497047,14.027272",7
"15.397022,-1.653969,-5.7635374",0
"14.555492,-14.042046,-1.2824924",0
"-14.039567,2.6968534,14.223312",4
"-8.139811,14.8198595,12.436602",8
"5.3473587,-8.7162,-9.290831",11
"1.0025564,-5.6318574,-1.0404019",11
"-2.639366,6.182753,-0.4967031",10
"-12.5959215,0.47831213,14.662533",7
"-3.418099,10.162373,3.0224528",2
"17.697184,-5.501827,-0.34126088",5
"-8.711146,0.70171696,-0.29310563",2
"-5.491977,2.1040642,-3.9214208",3
"-9.833002,-4.76649,-4.787577",9
"16.551453,-8.212188,-10.399204",5
"7.1014853,-0.18986872,6.7612424",3
"6.5638556,-0.063363105,-6.2293835",3
"-14.827123,0.71963656,15.775949",4
"-10.736265,-4.7465897,-4.2388854",9
"8.22029,0.48672637,7.509002",3
"-10.217737,-3.9890754,-4.4793315",9
"15.607648,3.026518,14.199065",7
"-9.438536,9.9034195,15.11325",2
"-8.765032,3.0620215,0.34430012",10
"-3.5201883,10.608437,6.2993364",3
"10.327928,1.7782766,7.6847825",10
"-21.251,-3.5054636,-2.659732",8
"9.633632,2.761241,3.4385676",10
"10.249075,-5.2467713,10.052075",3
"-9.367499,-4.3062477,-3.9683394",9
"-5.3715987,-16.735983,-13.325385",1
"11.93373,-2.9548736,-1.3281008",5
"-1.0460683,10.6874485,3.6954315",8
"-12.5642805,0.7106868,15.8324175",4
"-19.967365,-3.6413825,-3.1687434",8
"13.826867,-11.774058,1.3839368",5
"-11.734313,-2.806775,-5.1713586",8
"2.0657601,-1.0985246,-2.0679479",10
"-10.383384,-0.06897909,-3.0587556",4
"-13.7816,0.17214285,16.254517",4
"-19.975027,-3.9167714,-2.2299",8
"-7.7110877,14.119323,13.422995",4
"-7.9248824,0.3175291,-6.7091155",9
"-6.2996736,1.5610697,-3.0542614",2
"12.217245,1.8467935,-6.6114364",5
"4.0581913,-6.568536,-10.450677",11
"-7.4429393,-2.6049209,-3.7237775",8
"5.832324,0.093869016,6.767013",3
"9.288047,1.5072403,-10.113188",3
"-14.030436,2.594778,14.894276",4
"-5.4565334,5.5867066,-3.4227126",3
"8.959301,-9.900174,-9.970779",11
"13.90821,-9.831978,-7.4340253",11
"-19.963228,-3.2509775,-2.8158944",8
"-0.9810777,-1.3765969,5.322178",10
"-7.399876,15.102017,12.791701",8
"2.080369,-7.1625347,-8.271905",11
"2.0726352,0.54574937,-6.263386",10
"3.3857384,-0.9439707,5.9040623",3
"0.78688115,-5.610171,-0.8259307",11
"-6.84527,-10.710799,-11.332199",1
"-15.968208,1.1947758,16.148079",4
"1.1386802,3.555626,-11.947317",0
"-20.747694,-3.6587095,-3.0137303",8
"10.771215,-5.566921,-6.858809",11
"5.1651835,4.579493,11.532677",3
"17.713367,-0.4663074,1.6869997",5
"3.7870076,3.6497858,9.9235325",10
"-1.4176251,9.881579,3.0770388",3
"12.856309,0.16196115,-4.422564",5
"14.286903,-11.618519,0.62182176",5
"-4.807309,13.887913,10.491312",5
"18.091993,4.965807,6.1936526",2
"-3.2096786,12.211558,6.765275",5
"-1.0240142,1.4583583,3.8852048",3
"12.587293,2.9718997,2.9723845",3
"5.8807297,1.1119789,10.964678",10
"18.795227,0.384356,1.0822052",5
"11.952028,-5.699026,-7.1782007",5
"-7.934019,10.418618,6.698747",2
"-7.264318,2.3761044,-6.446687",9
"-9.589308,0.29347733,-2.643808",9
"23.61887,8.581458,8.211094",2
"13.816981,-0.066433996,-4.418985",11
"-21.575998,-1.9533938,-2.9796758",8
"-14.18335,1.3595909,16.118656",4
"-10.094816,8.344772,15.703893",4
"-2.5670896,-15.436348,-14.417353",1
"1.6318047,8.594633,-4.1557302",8
"-5.656674,-11.844426,-12.685284",1
"9.305308,-12.055166,-1.3589801",0
"10.317552,0.5632106,-4.342725",11
"-8.949338,-1.664518,-5.34095",11
"-7.1744123,-2.215623,-5.2243223",9
"14.079676,-8.427567,-8.65757",11
"14.808864,-10.169401,-7.271019",11
"-0.26550686,8.637806,2.023467",3
"6.6667724,-4.0966306,1.7246413",5
"-1.5609462,15.714194,8.061781",3
"-16.51692,3.6333325,18.995483",4
"7.3351073,-5.2048697,0.073692694",5
"-9.141639,-2.9490619,-6.1589956",9
"16.034853,-14.020723,-5.973705",11
"-10.075698,8.283726,15.70843",8
"-6.251193,8.141977,3.6589372",2
"6.708639,0.8005312,-4.9650674",0
"10.287429,1.2160887,7.9015393",8
"4.6516733,-8.050206,-7.865339",11
"-3.8413568,-15.975171,-17.069109",1
"1.9301237,0.60305315,4.890414",3
"-10.727919,-2.8070424,-6.142199",4
"-4.414053,3.4933703,-5.3325644",9
"-17.40524,3.2489178,19.23308",4
"1.7504957,9.392955,-3.5804985",3
"-8.659071,-2.1568558,-5.0826106",9
"-8.923571,-12.916794,-11.575367",1
"-17.237984,2.916755,19.776712",4
"-3.0600004,6.7483172,9.846026",10
"13.351722,-13.077488,-2.3563824",0
"18.278358,-5.5411515,-6.17024",5
