embedding,labels
"3.0691135,0.38066384,-0.63790935,-2.2302165,-1.1121355,0.25136414,-0.9053828,-1.2880236,-0.37365484,-0.9165068",0
"2.2434082,-0.8525494,0.85042256,0.36676422,0.42147174,-1.3698866,-0.09643441,-1.1454512,1.3097374,-0.2427947",3
"-3.3436751,0.39858246,0.5388041,1.9346534,0.45546368,1.016819,-0.37072632,-2.3715954,-0.53649205,-0.061396733",9
"-2.9000225,0.30672023,0.8768272,1.8008746,0.6054073,1.0521622,-0.252084,-2.2529984,-0.27339655,0.115304336",9
"2.9067638,-2.0600533,-0.7768341,-0.6513413,0.43468773,0.34058264,-3.0674284,-0.574083,1.1300648,-0.2637073",11
"-6.212654,1.5917922,0.48206174,1.3766782,0.02128104,-3.370941,2.192141,1.3320702,-0.17728387,-0.013100657",4
"1.8363502,-0.5322211,0.42129493,1.083496,-0.030124724,1.1140535,-2.0496397,-0.96561795,0.29414627,0.9162516",11
"0.15365921,-0.6089743,1.2611014,1.3908012,-0.41771838,-1.0895609,1.3315516,1.1694978,0.11552894,0.5455231",10
"-0.39912903,-1.7448097,-0.03832234,-1.2021415,-0.24672897,4.530836,-1.3655037,0.119196445,-0.98264307,0.19176026",1
"-6.218401,1.6007932,0.466898,1.3737407,0.019081213,-3.3868294,2.1841466,1.3325619,-0.17615798,-0.01793747",4
"-6.3994055,1.6347437,0.55100346,1.353029,0.020829838,-3.4986897,2.364008,1.3214827,-0.086617276,-0.069317326",4
"1.0530605,0.21780169,0.48325315,1.3249635,-0.24620895,-2.187447,-0.2410353,1.7982993,0.9871135,0.108616956",3
"3.527674,-1.0242288,-1.1804775,-0.10853244,-0.8302928,0.06332903,-1.9748983,-0.7591484,-1.6384323,-0.24719545",5
"0.25162756,-1.3300045,-0.30035716,-0.32140973,-0.37879822,-1.632072,0.77117294,-0.30606112,0.18945347,-0.7744142",10
"1.1373701,-0.5878677,0.20055586,0.25770342,-0.040049355,0.045736983,1.5502871,1.4517525,0.7013206,-0.07112561",3
"-0.13321576,-1.5105952,-0.24273552,-0.7220566,0.27590725,3.8659747,-1.4155167,-0.27411547,-1.0599205,0.56764776",1
"-1.00265,0.49104872,1.9575186,0.8439065,0.40666136,0.24973562,0.98900896,-0.5855395,0.00083002634,0.10093878",3
"3.7279274,-1.7638642,0.2609562,-0.3257509,0.44487253,0.9404274,-1.754154,-0.38921562,0.32992378,1.0692075",0
"1.0314169,-0.08785835,-0.24128734,0.21059495,-0.49593705,-0.63979274,-1.9525192,-0.890622,0.98341316,0.27270415",11
"2.592892,0.058624107,-0.7052773,-1.9426666,-0.17400143,0.24056262,-0.13862012,-1.0964868,0.053477813,-0.4228672",5
"0.117357194,-0.55131716,-1.6151983,0.60826117,0.87980604,-1.7194822,0.2781169,0.31839877,0.1980292,0.009161832",3
"-1.3491281,0.23280318,1.8174112,1.287217,0.6050656,0.67417914,0.63912326,-1.3182861,0.5127235,0.31040144",10
"-4.206179,0.78590065,0.8617959,1.3092562,0.084619164,-5.066796,2.0173852,1.4030042,0.1439688,0.007693869",9
"4.5807295,-0.17102185,0.21272185,-0.30070105,-0.3007744,1.5087441,-0.13914657,0.8596177,0.50147873,-1.2347957",10
"-0.3882309,-1.7901171,0.1268647,-1.2608241,-0.089135684,4.3386126,-1.5840607,0.22850418,-0.98907053,0.034233116",1
"-2.9367423,-0.024451744,-0.11307205,-0.0790869,0.40219778,0.6914947,-0.7232051,-1.5738636,-1.5857543,-0.84251434",9
"4.6212177,-0.3422281,1.3244791,-0.24760024,0.32683453,-1.1706345,1.134962,0.4003842,0.16663888,2.0858545",7
"4.6609044,-0.66620976,1.7439071,0.59760445,0.4244221,-0.201144,-0.030840283,-0.15387583,0.39679876,0.46590385",7
"1.1152613,0.22937304,0.41517136,1.3728241,-0.21543992,-2.1811628,-0.4421175,1.6027892,1.0794805,0.17816982",2
"-3.3634331,0.4403163,0.4973741,1.8968835,0.43587252,0.9737362,-0.38513586,-2.3335342,-0.5623584,-0.07811258",2
"-0.25698382,1.0006435,-0.13371852,-0.3825105,0.5254249,-1.5926176,0.30982065,0.16103448,0.23255269,0.61430216",10
"-3.9025939,1.7202678,0.009683672,2.0262573,0.24434638,0.13646229,-0.07568871,-1.5071715,-0.23628081,-0.06335469",8
"-0.19835362,-1.8276069,0.09883013,-0.9898053,0.1104386,4.0647006,-1.5909916,-0.08491282,-1.1420369,0.27356648",1
"2.1273556,-1.0229802,-0.51792127,-0.0049165385,0.5131139,1.3018907,0.6086404,-0.025470696,1.3259987,0.2825248",0
"4.326463,0.7872796,0.6641491,0.092339404,0.27050897,0.4375718,1.2760309,0.36546436,0.5673649,-0.6291016",6
"-1.5932685,0.35903332,1.9014204,1.6774852,0.53412515,0.7889055,0.5520865,-1.6430454,0.4585017,0.3430011",8
"2.5644314,-2.0832868,-1.2755482,-0.24637212,0.637039,-0.9929802,-0.77341026,0.54016757,-0.5802787,-0.6631219",2
"-0.3077116,0.51147217,1.8639177,1.8734561,0.7797247,-2.159057,1.5217856,0.45849365,-0.25046548,-0.076404676",3
"-0.7750352,0.74884486,1.89925,1.2642746,0.8015927,-1.4971777,1.5093971,0.26756012,-0.5097527,-0.00945223",3
"-3.242452,0.35535514,0.6286579,1.9241997,0.4986375,1.0482435,-0.33997294,-2.3668325,-0.46870935,-0.016257048",9
"3.1466126,-0.445346,-2.1281269,-1.0895604,0.05986708,0.43065512,-1.6078525,-1.2706246,1.2707646,-0.9060078",11
"0.2065745,0.75001025,-0.97873384,0.6316811,0.8961933,-1.6254133,-0.29406047,-0.63119984,0.2392894,0.84778625",3
"-0.7634655,1.1187048,1.5780017,1.1643324,1.0782876,-1.830172,1.4950387,0.2037407,-0.57305664,-0.04535465",1
"3.53239,-0.5062282,0.565002,-0.6478416,0.9558668,0.49202144,2.138734,0.5351826,0.5331488,0.79080254",7
"-1.1780967,0.31643996,1.8798811,1.1440016,0.34586003,0.50415254,0.98531646,-0.9343591,0.28908825,0.037854567",3
"3.481734,0.11691069,-1.5790131,-1.3142116,-1.0974504,0.013946956,-1.3602808,-1.3160456,-0.58630013,-1.0514756",11
"-4.4319386,1.5118594,0.5824627,1.9010651,-0.075802244,-5.2096353,1.7103741,1.2197286,0.276579,-0.30913943",8
"3.762126,-1.6820637,0.4125946,-0.2773936,0.2704969,1.1989697,-1.977007,-0.5128332,0.5601598,1.1333381",3
"2.2838056,-0.10800682,0.016836526,-0.76465493,-0.67022693,-1.2040794,-1.3105172,-0.7304853,-0.09379733,-1.32373",5
"-4.1058097,1.0441941,0.83261704,1.5405865,0.12607282,-5.1421285,1.891212,1.3358426,0.19038668,-0.06751441",4
"-4.2213807,0.49953157,0.89825654,1.2920458,0.028845325,-5.0283237,2.1918783,1.7775269,0.18644017,0.0039948653",9
"0.06263191,0.6081286,-0.9897765,-0.31678352,0.3477563,4.6625905,-1.5540301,-1.2135457,-0.40322933,0.49978134",1
"3.340225,-2.3436966,-0.14486027,-1.4086773,0.53027064,0.31488648,-2.067634,0.31398755,1.4482538,0.22280788",0
"3.9570227,0.4114872,0.9245319,-1.0568675,-0.16172573,-0.6030511,1.3407154,0.75883806,0.23702756,1.5807713",7
"0.22908159,-1.5679163,-0.37441075,-0.9692126,0.058630504,4.433315,-1.5997411,-0.6822852,-1.2770171,0.5367095",1
"1.0193061,-1.1039944,-0.38614935,1.5328336,0.9441073,-2.8210573,0.37923884,-1.3611442,-0.7262577,-0.24728723",8
"-3.4173229,0.46777138,0.41474417,1.8358841,0.3998754,0.9294006,-0.43414924,-2.3121066,-0.6444121,-0.12354443",8
"3.3335078,-2.5146966,-0.01919636,-1.4360485,0.5170858,0.314177,-2.1658123,0.39724118,1.6065772,0.3803847",11
"3.8504374,-0.75703937,-0.46136966,-1.4106241,-0.79835814,2.129223,-1.1603785,2.1908803,0.035085574,-0.24346785",6
"-0.17734966,-1.6839794,-0.060941093,-0.9717915,0.11726443,4.1174207,-1.5130333,-0.19289549,-1.0980678,0.37913263",1
"-0.4441765,-1.8893093,0.081342265,-1.223126,-0.2197005,4.4569745,-1.4074148,0.22933353,-0.99669397,0.121850245",1
"3.1272426,0.49896237,0.98913616,-0.87333435,-0.33131403,-0.850119,0.46741623,-0.5706077,0.17997447,0.8911714",2
"2.4084597,-1.5931435,-1.5546155,0.8138073,0.5853625,-0.98262477,-1.5569171,-0.9885062,-1.2148713,-0.31943703",5
"-4.112221,0.92013294,0.85582805,1.4524626,0.11980947,-5.125811,1.9476738,1.3832474,0.17855053,-0.033383574",4
"3.4863608,0.14150035,-1.6725821,-1.6380881,-0.78593564,0.34038836,-0.94062155,-1.1458206,-0.100745715,-0.81565607",0
"3.8624105,0.26652098,1.1509697,-0.46873236,-0.17804481,-0.8912594,0.7469573,0.4886136,0.26045582,1.4967915",7
"3.7670307,0.2626134,0.88382936,-0.92555296,-0.18374415,-0.520756,1.1453822,0.6972556,0.23221314,1.5946963",7
"-3.930263,1.8005958,-0.023295062,2.0201426,0.22722131,0.086202435,-0.06588105,-1.4552983,-0.22522734,-0.060441483",8
"-0.06284249,-1.1258335,-0.56036085,-0.4788547,0.38132867,3.6428208,-1.2221738,-0.4005074,-0.8555267,0.81162524",1
"-3.96485,1.876891,-0.04742482,2.033866,0.22354513,0.039438456,-0.03432635,-1.3877187,-0.19303456,-0.06547322",8
"2.8043666,0.29304692,-0.25769767,-1.9984442,-1.0595922,-0.051020984,-1.0400822,-1.3964539,-0.52495736,-1.0077093",11
"-4.1190553,1.0900857,0.81801945,1.5613462,0.11845642,-5.150041,1.87799,1.3459295,0.20003852,-0.08341611",8
"-1.4422284,0.26669025,1.8967412,1.4873716,0.6219974,0.70717233,0.6261484,-1.4692477,0.50852597,0.38112098",1
"4.0257454,0.036856353,0.7422358,-0.95938665,0.08019666,-0.6548078,1.6623207,0.65815115,0.17679709,1.9529929",7
"-4.1609573,0.8063019,0.8533473,1.4113164,0.09418021,-5.103367,2.0068252,1.4930567,0.19230537,-0.037771594",4
"-6.227253,1.5977924,0.47383177,1.3641458,0.022166733,-3.373177,2.2003145,1.3404273,-0.17584786,-0.015206414",4
"-3.9409802,1.8755224,-0.045435566,2.0022123,0.21473223,0.045014866,-0.052749626,-1.3844305,-0.20645124,-0.059523523",8
"3.2769825,0.089033574,-2.2204049,-0.7363393,-0.5651845,0.101811744,-1.5107448,-1.2988503,0.2422863,-0.80782235",11
"-3.277521,2.5257776,-0.23565555,0.6302957,-0.33654252,-0.08480568,-0.73478854,-0.63861686,-0.73791295,0.22967055",8
"2.0405724,-1.5108789,-0.41046458,0.2738558,0.90546346,0.9810197,-0.26688728,-0.7163057,-0.48586974,0.25222296",11
"3.722521,-1.5769296,0.47363502,-0.2714678,0.0607482,1.5027344,-2.3728626,-0.6929459,0.8045219,0.87373185",0
"-5.608825,1.4019176,0.54599553,0.81922364,0.4892104,-2.535053,2.9975412,2.3085716,-0.19174568,0.4460301",4
"2.1272964,-0.09351299,-0.79226905,-0.400369,0.17085041,-1.7528194,-0.7185033,-1.1832324,-0.36331615,-2.2962675",5
"3.6500368,-0.3433413,0.57783985,-0.924585,0.5683733,0.12666063,2.0411901,0.76604915,0.39067188,1.4162897",7
"-1.9907149,0.8669656,0.23222512,0.029465046,-0.82523155,0.76687455,-2.0837014,-1.5320574,-1.915629,0.4246846",9
"-0.54530966,-0.769854,-1.1549588,0.08277127,1.3000666,-0.4538194,0.34763804,-1.541626,0.055313196,0.21174245",3
"-0.02295129,-0.6875297,-1.2987151,0.3955632,-0.3807666,-0.32751197,0.6995765,1.2527602,-0.14678237,-0.080479614",10
"-6.586641,0.39606488,1.7939148,1.654837,-0.053593285,-2.106075,2.2442634,0.97441226,-1.5870165,0.86007917",9
"-3.0160666,1.6245943,1.4843382,1.5224531,0.8360902,-5.706501,2.171542,1.0527024,0.5342941,-0.22006655",8
"0.85234773,0.037296344,-0.9516692,1.0080558,0.10207457,-0.09554875,-1.2268627,-0.34220362,0.85468686,0.81193984",0
"0.99205697,-0.8748424,-0.9750056,0.8341066,0.65621245,-1.9764293,-0.05184883,-1.444624,-0.4982033,-0.3818651",5
"1.047471,0.20792164,0.38180614,1.3146237,-0.26212353,-2.1898918,-0.42874688,1.686509,1.0497172,0.12545271",8
"-0.8956635,1.2066165,0.91210425,-0.21754873,0.10199239,0.11265615,-0.8897003,-0.56532836,-1.1368344,0.614587",3
"0.6729406,-0.8401336,0.5695448,-0.5573326,-0.9512054,-0.18610644,-1.7564284,-2.1274588,-0.4508728,-0.27726993",11
"2.209005,0.05753113,-2.2761059,1.2372216,-0.26122624,-1.0011892,-1.4824067,-0.65296286,-0.22996733,-0.1950756",2
"-0.27336493,-0.7101156,-0.46168095,-1.0840244,-0.6394968,-1.5432022,1.0452743,1.7010918,0.0020396078,-0.20232274",10
"-1.1057179,-0.3196044,1.3864747,0.5314204,1.100381,0.14518318,0.9219461,-0.7644067,0.41579798,0.32977173",10
"1.0251386,0.19660147,0.637369,1.4443258,-0.22493325,-2.1959383,0.024682203,1.8818077,0.9883921,0.20493853",10
"3.3302794,-0.44012785,0.58270335,-0.68748415,-0.46360767,0.17242186,0.20417872,0.7040239,0.02212784,1.7504284",0
"2.0928187,-1.2078965,-1.7859434,-0.13848795,0.8374339,-1.1927053,-1.0984379,-1.5426136,-0.0660173,-1.3419598",3
"3.5415645,0.20847306,-1.9692967,-1.6706972,-1.1168782,0.118328415,-0.76999253,-1.1651969,-0.3671759,-0.69372874",11
"3.8436594,-0.85930556,-0.58124715,-1.6569512,1.2454787,-0.3074834,-0.60216725,-0.93531257,0.81547993,-0.66711336",5
"-3.1437292,2.2618575,-0.36093062,0.49181277,-0.35473564,-0.122954965,-0.9950268,-0.8517328,-0.7602764,0.2763378",8
"3.934667,-0.43504924,0.112749256,-0.7136128,-1.521455,1.6885846,-1.3723437,1.0059967,-0.63812184,-1.1553286",2
"-1.6457797,-0.028869394,1.4209675,0.6552832,1.2275606,0.98954606,0.033307154,-1.146065,0.6218441,0.6311962",9
"2.338636,-0.7537209,0.1659711,-0.5018792,-0.9916053,-0.8718511,-2.1703105,-0.22906,-0.15747501,-0.961346",5
"-3.0619082,2.298198,-0.31803247,0.45327118,-0.34408328,-0.14584841,-0.998471,-0.86791235,-0.80078906,0.32898197",8
"-2.2898276,1.966418,-0.07337507,-0.012744025,-0.33067578,-0.34379444,-1.4200587,-1.2955129,-1.2852106,0.7945295",8
"-0.7032715,-0.40167123,-0.05924507,-0.11429881,1.0974643,-0.66430646,0.97383,-0.5463064,-0.1652172,-0.5903908",3
"-1.2032907,0.44147128,1.4939419,0.5559942,0.57767725,0.34065947,0.29593533,-0.6292564,0.22531083,0.3899094",3
"-0.90642166,0.4374749,2.3427827,0.9322163,0.15416144,0.16215488,1.0463758,-0.45678344,-0.32978386,0.4521702",10
"1.1059769,0.2749176,0.6149495,1.5433625,-0.2040139,-2.2326074,-0.10963476,1.4377791,1.1688412,0.4457464",4
"4.591095,-0.20164861,0.24473725,-0.32431278,-0.2631932,1.5439937,-0.068953805,0.8778471,0.5617221,-1.2348081",2
"-2.302764,0.6293735,0.056192633,0.14790505,-0.57032174,0.8628523,-2.0535834,-1.6309923,-1.6216829,0.12338315",9
"4.310017,-0.69674146,-0.36479545,-0.70972776,-1.4748409,0.86363953,-1.8235706,0.498059,-0.99893695,-1.0128397",2
"-1.2170893,0.96063215,1.6245542,0.36792636,0.44061318,-0.7376624,2.2713022,0.07857914,-0.15082349,0.8003444",10
"2.8663077,-1.4394567,-0.77862954,-0.5367795,0.016150879,0.0719654,-3.0888202,-0.32361212,0.74192125,-0.87701654",11
"-0.6457765,0.20954521,1.3871002,0.7686471,1.1195081,-1.402932,1.4942248,-0.0058512446,-0.5282194,0.038653255",10
"1.090992,0.031580772,-0.4897662,0.639023,-0.345536,-0.66904783,-1.7416744,-0.53803694,1.1367196,0.44162837",11
"-2.9817278,1.7192905,1.4832637,1.5320673,0.8588618,-5.6822205,2.1668873,1.1072904,0.5618232,-0.24350467",8
"-5.5345516,1.3103381,0.6702329,0.8365116,0.41705757,-2.3864017,3.1090348,2.4153123,-0.20444219,0.51480293",8
"-2.0736604,0.64340794,-0.17809926,-0.03774758,-0.92764103,0.8685128,-1.9462929,-1.7603273,-1.5550425,0.39341938",9
"-5.592,1.4015212,0.51598066,0.7860327,0.5124878,-2.551149,2.9823625,2.3083005,-0.19331382,0.4439704",4
"3.042954,-0.70320284,-1.9508688,-1.1116726,0.2594561,0.3403684,-1.5288574,-1.3171948,0.9133057,-0.96999425",11
"-2.4089243,0.5929491,-0.19328399,0.084527686,-0.69354653,0.8615411,-1.8808675,-1.7147006,-1.458609,0.13936074",9
"1.5409201,0.9138386,0.60800517,0.48186547,-0.19159041,-1.865319,-0.114479624,0.30976284,1.6213471,0.77351916",3
"0.8803401,0.5159502,0.705717,0.23688762,-0.21620017,-1.2029989,1.2167656,2.2584062,0.44606483,-0.11463173",4
"-0.84843147,0.13011199,1.1394489,-0.32739776,-0.13709007,0.44592702,-1.8578798,-1.2048568,-1.2209045,1.0441022",9
"2.7562425,-1.6906266,-0.44875568,0.39657357,0.53644675,0.5536162,-1.3367254,-0.44754076,-0.9699331,0.65139985",5
"-0.83636975,1.0409225,1.9270804,1.8580091,0.75938046,-3.282285,1.7377259,0.8873759,0.23891386,0.06755988",5
"4.1973896,-0.7568537,-1.0244517,-2.1437762,0.76178086,0.25591102,-0.1828214,-0.6416885,0.71730685,-0.49114004",5
"4.5407853,-0.36010194,0.26188293,-0.451929,-0.1825116,1.5342323,0.03068259,0.9125195,0.57885414,-1.1430268",2
"3.0111458,-1.4360244,-1.3415694,-0.7144038,0.2903246,0.34425732,-2.813021,-0.6424223,1.1950543,-0.69053257",11
"-6.593673,0.39166477,1.7920029,1.6516614,-0.054230217,-2.109383,2.2387059,0.9706886,-1.5932415,0.8618501",9
"1.2025744,-1.375007,-1.7900686,0.6674921,1.1241083,-1.810708,-0.2535797,-0.93186677,-0.8937557,-0.5406133",5
"4.296822,0.117248245,1.1816524,-0.14119853,0.1339499,-1.3985163,1.0042344,-0.04330004,0.2224774,1.6281967",7
"-0.1459397,1.0312394,1.0967225,-0.7390151,-0.53025365,-0.10079361,-0.3549161,-0.08005151,-1.3210723,0.3472384",3
"-2.8055997,1.8918496,-0.15472402,0.19108368,-0.5136452,0.005849957,-1.3659557,-1.2657317,-1.398094,0.5021999",8
"-2.8366737,1.7456847,1.74502,1.3865472,0.8569805,-5.6794276,2.5128806,0.9882288,0.6375663,-0.2071865",4
"3.6621442,-0.2921139,0.74769306,-0.9974561,0.33068216,-0.1643374,1.7419401,0.8331563,0.32837677,1.7069056",7
"-0.015827233,-0.20155978,-0.33686003,-0.5559501,-0.3830829,-1.417705,0.8819308,1.5873781,0.13759458,-0.4963217",10
"-3.3835459,-0.35902748,1.6458472,1.2624713,-0.013420844,-4.286221,2.9888597,2.7584317,-0.2780037,0.68078774",5
"-0.8836477,0.7307654,1.8419102,1.1919332,0.72790176,-1.1916486,1.5685076,0.12988584,-0.2114895,0.11128698",10
"2.0819685,-1.3223587,-0.093321055,-0.12108958,0.87985873,1.0333823,0.4287565,-0.63482773,-0.21455982,-0.0047986875",0
"-3.3980596,-0.36625752,1.6185554,1.2530506,-0.010127038,-4.331584,2.9658685,2.756313,-0.27456385,0.6697512",8
"-1.7433232,0.67248994,0.4798593,0.06398103,-0.6452691,0.95807725,-2.400504,-1.4677407,-2.1081457,0.23418505",9
"-1.1057322,1.312331,0.61797494,-0.30225798,-0.7953124,0.22234747,-1.5521443,-1.124694,-1.905664,1.0483134",3
"-5.302839,1.3506427,0.8635709,1.1093695,0.4354126,-2.4854608,3.2239878,2.505356,-0.21279661,0.8545422",8
"-1.0431718,-0.70837086,0.6605159,-0.51589686,0.07720237,0.78639907,-1.1812164,-1.3855567,-0.95754737,-0.4129596",11
"-0.634662,-0.016712643,0.37590542,-1.3633082,-0.11063113,4.1112213,-2.1898832,-1.1633192,-0.7145226,0.07763436",1
"-2.4674535,0.604218,-0.15943377,0.10560658,-0.69382745,0.85799193,-1.8819481,-1.6679643,-1.4766085,0.091860555",9
"-0.12587775,-0.15857896,-0.6382411,-1.706747,-0.4163754,5.627068,-1.5285628,-0.45772785,-0.48628274,0.12764871",1
"-3.2946255,2.6125774,-0.2090025,0.66486406,-0.2744788,-0.086388074,-0.6102408,-0.4766164,-0.6145407,0.19363855",8
"2.289385,-0.6622465,0.18623906,-0.4554902,-0.9847001,-1.1340932,-1.9386023,-0.15879855,-0.075846136,-0.9127774",5
"0.042800818,-1.1409458,-1.1440655,-0.26593024,0.6315387,3.185115,-1.2808306,-0.9109084,-0.49367923,0.8219102",1
"1.7367657,-1.3915905,0.35224608,-0.89928675,-0.5464304,0.14018628,-2.5618603,-1.0591443,-0.13828093,-0.9561638",11
"0.9441255,-1.2163135,-0.5019606,0.25219595,0.14036322,-1.6575644,0.08903774,-1.4452273,-0.004070156,-0.318509",10
"-1.5770446,0.9651494,1.8415157,1.810876,0.80940694,-5.223046,2.1055417,1.1956111,0.7628774,-0.12937503",8
