embedding,labels
"-1.271849,-0.36944196,-3.01479,-6.231825,-4.2468286",1
"-8.135174,0.14447682,3.407037,2.7123656,1.1736699",4
"-8.726665,0.26153424,3.2153218,2.7732856,1.1737976",4
"2.164133,1.2012137,3.3075876,3.3969731,-0.49630252",3
"6.5624347,-2.0566106,-1.8771394,0.44801393,-0.21315704",5
"1.1338395,0.37627023,-0.035548512,1.5068213,-0.29057735",10
"0.124017455,1.8666756,2.0793052,2.2792099,-3.2351818",3
"-0.4408149,-0.57137454,-2.6536705,-5.4413543,-3.445928",1
"-3.2250285,1.7271762,0.26107836,2.562681,0.0908779",3
"4.2717724,-3.8151453,-0.8954104,-2.685185,-1.6759619",0
"1.4735667,-2.4949336,1.15733,1.6789875,1.3202041",11
"5.0198708,-1.361105,-1.7561606,-1.9660808,2.757355",5
"2.606609,2.4677305,-1.0399897,1.9461118,-0.65888405",3
"-3.614473,0.94729966,-0.86179084,2.8591247,0.06719602",10
"-3.9049106,1.2665461,6.167192,6.7211733,4.7456393",9
"8.680132,-0.02540419,0.71618974,-1.2952796,-1.3852398",10
"-1.3061264,-0.0281896,-2.6322238,-6.364115,-4.032584",1
"-3.9077322,-0.18022335,-0.0754345,-2.8311493,0.72553426",9
"5.2194576,-0.104371324,4.5864763,-2.8572946,0.0019933665",7
"6.676578,-0.96894836,2.7739377,-1.8067095,1.3700197",7
"2.283054,0.8880863,3.3029296,3.3935754,-0.20317769",2
"-5.9371057,0.32586846,1.2171743,-4.551053,1.7093946",2
"1.4221097,3.222451,0.8533931,1.0605016,0.93053585",10
"-7.3363805,1.1480767,0.37900254,-3.7615404,2.5331883",8
"-0.72454274,-0.34870183,-2.271161,-6.018111,-3.807734",1
"4.0548024,1.3275677,-0.6705421,-3.7730613,-0.70908123",0
"7.11051,1.640112,1.8996507,-0.7322711,-0.41138452",6
"-4.2423167,0.9449356,-1.1474946,3.3295562,0.015804397",8
"4.2653213,-2.0752504,-0.7165665,1.8706319,-1.4162774",2
"-0.8097249,2.7917933,1.3377724,5.1073055,0.84276485",3
"-1.6448514,3.1133249,1.0433794,4.1150866,0.7648365",3
"-5.5584826,0.72490585,1.5575167,-4.6318073,1.6944108",9
"5.100907,-3.6365843,-4.101703,-0.61696017,2.1875038",11
"2.3614788,3.0860367,-1.0467677,1.1240294,1.3601527",3
"-1.3285242,3.5351295,1.1284047,3.9720414,1.2873722",1
"5.334929,1.8383104,1.914006,-2.9988074,-0.1834886",7
"-3.443345,1.4204172,-0.23953667,2.760483,-0.266883",3
"6.7598624,-1.8196034,-2.2098851,0.07139282,2.3328438",11
"-4.273254,1.9619853,6.547599,7.5839357,3.8344994",8
"4.1334615,-4.258426,-0.7659782,-2.8597836,-1.9316931",3
"3.8774786,-2.597332,-0.7422472,0.56562066,2.726751",5
"-3.8430464,1.5696537,6.095366,7.0997562,4.2929993",4
"-3.6898715,0.73407096,6.2944503,7.228975,4.895174",9
"-0.6244182,-2.5256393,-4.5409207,-5.4700217,-1.5338868",1
"3.9995277,-5.606222,-1.4741176,-2.5403216,0.013318364",0
"4.706837,0.86171645,3.80755,-1.7991518,-1.1708744",7
"0.06240493,-0.8770429,-3.054104,-6.083488,-3.895619",1
"2.8027132,0.5564059,-1.4605058,4.0252852,1.1959877",8
"-5.9728274,0.015504171,1.0716776,-4.516679,1.7101763",8
"3.848428,-5.865748,-1.3627752,-2.6574621,-0.087674856",11
"6.8670354,-1.7833402,1.7633927,0.49595082,-3.217154",6
"-0.6300172,-0.48310181,-2.598754,-5.912628,-3.7189162",1
"-1.3491459,-0.18864219,-2.7735143,-6.3060727,-4.311259",1
"4.631855,-0.28355312,2.7724638,-0.2442914,-0.23472333",2
"4.7416863,-1.3796448,-2.9386342,1.5695863,-0.6645347",5
"-3.8075616,1.4197409,6.0773296,7.0056243,4.451593",4
"6.4245186,-1.9061934,-2.7494524,-0.8800625,2.46276",0
"4.7825117,-0.050193522,3.8300438,-1.5288472,-0.53864723",7
"4.615335,0.4989113,3.5188675,-1.848828,-1.1051086",7
"-7.3554463,1.122409,0.35566178,-3.6412327,2.6958792",8
"-0.24771334,-0.7957018,-2.9201477,-4.8790283,-3.0397537",1
"-7.810256,1.4085501,0.022468576,-3.6005654,2.6061752",8
"5.9784255,-0.69090295,-1.4639452,-0.60892105,3.3695443",11
"-3.8748288,1.6271122,6.1213913,7.146858,4.243419",8
"-3.8471193,0.9034252,-1.0191196,3.1715183,0.11794775",1
"4.9168324,0.90071696,4.033838,-2.5774913,-1.1390247",7
"-3.7756634,1.2141966,6.1498923,7.1046896,4.580796",4
"-8.169353,0.1667721,3.4018567,2.6941643,1.1614054",4
"-7.6402135,1.3128744,0.075239204,-3.5400295,2.6542122",8
"6.192149,-2.8151824,-3.3589554,0.18117598,2.2007015",11
"-6.627359,0.6344786,-1.2098862,-1.9187969,3.1600058",8
"3.8333673,-0.4363812,-1.8257978,-1.53812,-0.7096054",11
"4.1606665,-5.019466,-0.870754,-2.8969824,-2.1501832",0
"-8.123642,1.6332953,4.113252,1.3992312,0.7097691",4
"3.1294346,-1.5916388,-2.6513836,1.6610885,3.5083435",5
"4.9734025,1.5227746,2.6980736,-3.0715082,-0.7655348",7
"-3.6557145,-1.4239821,-0.11125747,-2.3595414,3.3337781",9
"0.7464891,1.7794589,-3.1218367,1.2250888,-0.0036860711",3
"1.3448913,1.9204049,0.025498955,0.70629025,-2.679645",10
"-8.036911,0.42292517,2.324072,1.9900619,-2.0935915",9
"-2.5100548,2.8302503,5.8618093,6.6763687,4.0549",8
"1.5828696,-2.1355977,1.941258,2.0303159,-0.3394243",0
"2.666759,0.54618776,-2.0986378,2.5454264,0.9859686",5
"2.2558837,0.9231915,3.2765481,3.2437913,-0.39782184",8
"-2.7983627,0.8876894,0.10368189,-0.59010273,2.539642",3
"0.51609516,-2.3441844,-0.7937976,-0.10145058,2.1480207",11
"5.328782,-2.3705063,-2.3022668,3.42512,1.2329237",2
"1.8747176,3.3306518,1.3759792,0.2578521,-2.2843318",10
"-2.1694531,0.91127133,-0.49225414,2.6108332,0.3783618",10
"1.8431908,1.3208426,3.4712162,3.6099136,-0.6056336",10
"4.1239915,-0.79669905,2.5801938,-2.3261018,-1.396634",0
"3.4354544,-1.7432928,-3.348113,1.5803522,1.189845",3
"7.158767,-2.1280859,-2.452722,-0.8217221,2.7765524",11
"4.462919,-4.0117188,-1.7391031,-2.400204,3.0181694",5
"-6.43662,0.14166631,-0.80141944,-1.7127985,3.0005355",8
"8.186411,-2.1749036,0.90440375,0.13865755,-1.5496505",2
"-3.2422166,0.09724103,-1.3041219,2.2234282,0.85362744",9
"3.7596865,-3.6041706,-0.09395583,0.5631649,1.6825904",5
"-6.25824,0.30895618,-0.80986845,-1.6517168,3.1732717",8
"-5.06367,0.067055136,-0.08002847,-1.327769,3.702909",8
"-0.5128407,1.9377607,-1.1630388,1.7221671,-0.11242362",3
"-3.1207643,1.0481925,-0.07484358,1.9284894,0.68384755",3
"-3.5627735,1.4954951,0.90698636,2.8223343,0.33885983",10
"1.7049779,1.0245869,3.4700594,3.5827909,0.09211862",4
"8.737644,0.07036227,0.70107764,-1.4681811,-1.3190118",2
"-3.9348621,-1.7469614,-0.29687527,-2.1381316,2.6930299",9
"8.008968,-2.9831262,-0.08932337,-0.14744627,-0.6743463",2
"-2.5930178,2.6725008,2.1647327,2.7025557,0.6617524",10
"4.3367586,-5.095497,-1.9952024,0.14346506,0.6214193",11
"-1.0695319,2.7629867,0.49059075,3.411451,0.7138764",10
"1.7440574,-2.2955043,1.5483332,2.2017531,0.8912394",11
"-2.4938037,2.949728,5.8641224,6.758887,3.989652",8
"-7.9796534,1.8875238,4.344492,1.367443,0.48101303",8
"-3.9255548,-1.7248893,0.5992728,-2.3996282,2.8859704",9
"-8.09817,1.6107682,4.0810575,1.3549339,0.74214023",4
"4.7744994,-3.2734869,-3.7089026,-0.6336059,1.7879725",11
"-4.258496,-1.7039185,0.25919643,-2.2834156,2.3808563",9
"2.4047859,1.1093572,3.5541072,1.6702106,1.7642264",3
"0.8738592,2.9987655,3.2674148,2.6076486,-1.7371542",4
"-1.7999274,-0.68268406,0.38986355,-1.1262133,2.819598",9
"4.297136,-1.9378573,-1.5349897,-0.9837324,-1.6831161",5
"-0.78749514,3.049784,2.8591468,5.6932716,1.7325802",5
"5.5971985,-3.7539034,-1.8352522,-3.1030374,2.7842505",5
"8.586812,-0.05558505,0.6677,-1.6541709,-1.1277155",2
"4.400429,-5.095805,-3.1136703,-0.34927252,0.84138083",11
"-8.038702,0.41699192,2.3150878,1.9872262,-2.0938468",9
"2.9567723,0.0294603,-2.7450962,2.7301078,-0.2896002",5
"5.550198,0.119267404,4.559139,-1.7509164,0.028435463",7
"-1.2327576,3.7463927,0.12210325,-0.9693943,0.9124791",3
"-5.333728,-0.27108154,-0.42716277,-1.9269761,3.4055283",8
"-2.120324,3.1666682,5.9952035,6.2284007,4.169026",4
"4.6450777,1.0765594,3.149275,-2.9434774,-0.862068",7
"1.5526378,3.0822377,1.4997916,1.1872361,-1.8052939",10
"1.8730294,1.4587117,4.087131,2.1791947,2.637467",5
"-1.974109,2.7526712,1.1416432,3.8480754,0.67296135",10
"4.1270757,0.170517,-1.3839232,-2.002891,0.074406184",0
"1.9371915,1.3870538,4.0656295,2.1052306,2.6033905",8
"-3.2068448,-1.898916,-0.5414112,-2.233681,3.3682458",9
"-2.9252996,-0.032184005,0.29194313,-1.9449424,3.9201708",3
"-7.630251,2.2687275,4.310976,1.7471287,0.3558996",8
"-2.1383772,-1.304971,0.25416282,-0.9075518,0.6368472",11
"-1.7164713,-1.448182,-3.0153089,-6.933757,-1.6152838",1
"-4.343224,-1.6796714,0.07247437,-2.2781641,2.332649",9
"-1.5011216,-1.4085466,-5.0304704,-7.156398,-2.9932554",1
"-6.850129,0.79423994,-1.3947741,-1.8553319,3.0692077",8
"3.8464549,-3.3056517,0.06057274,0.7020707,1.7969918",5
"0.6071247,-0.6873111,-3.039565,-4.509687,-2.2848299",1
"2.0020835,-4.053505,-1.1075186,-0.41518456,1.4190946",11
"2.3268058,0.15679295,-1.2144215,1.5912799,1.1513158",10
"-0.90109235,2.7936783,4.758351,6.8303194,3.3570516",8
"-8.309592,1.6867894,4.1181283,1.206807,0.8608544",4
"-3.0417216,3.3149645,1.6388241,3.08763,-0.35883316",10
"-4.3106246,-1.6428744,0.101045445,-2.256186,2.3377862",9
"-4.0726323,-1.7902677,0.20599157,-2.2972405,2.625092",9
"3.1050348,-1.5864633,-2.6289535,1.6634824,3.5803423",5
"5.2656593,-3.8907588,-1.9009306,-2.8636086,2.7708673",5
"-1.0308547,4.264892,1.9547215,2.1496868,-0.4377997",3
"-3.5259535,-0.37201038,-0.27880523,-2.150983,0.59581727",9
"-3.9124498,-1.4875579,-0.6572237,-2.0158615,2.13522",0
"3.770172,0.14096606,-2.6421134,2.3519528,-0.41389996",5
"0.5460035,-2.4421747,-0.80745023,-0.10441355,2.147523",10
"-1.8594099,-1.3271993,-2.6293497,-6.9324083,-1.2431495",1
"7.950833,0.2089513,0.11981996,-0.5266675,-2.8745472",2
"-4.335021,-1.4640975,-0.17347544,-2.2226965,2.491419",9
"2.7641993,1.7628614,-2.9848182,0.9397844,-0.14609759",3
"2.5061805,3.7195532,-0.7865879,1.408608,2.5232458",5
"1.7593989,-3.9283354,0.5670465,0.24849258,1.5702415",11
"4.0674314,-1.6026962,-0.6871365,2.0449119,-1.6076715",5
"-6.5871973,0.64211124,-1.1798813,-1.8812972,3.1756089",8
"-0.6730558,-0.6856013,-4.05845,-6.5794077,-2.1470015",1
"-2.4477737,2.9296546,5.976582,6.61202,4.1354313",8
"-3.7981448,2.6578486,-0.19209193,1.5444074,2.692295",3
"-0.88937116,2.6810555,1.2185242,4.7584376,1.543731",3
"-5.1528397,-0.71064645,-0.34528792,-2.0740228,2.9493914",9
"-1.390854,5.2154274,0.3255462,0.5417116,0.017976128",0
"2.125267,-0.7799248,-4.0850635,-1.0904037,-0.47320765",11
"-0.8633255,-1.3002682,-5.490753,-7.5935802,-2.8783379",1
"-8.1784525,1.5047255,4.0181837,1.4799447,0.7949804",4
"5.4255342,-3.3092968,-2.7264416,2.5970726,2.0406191",5
"5.3742795,-3.0537562,0.7308845,-2.1323552,-1.2339717",0
"-6.698624,0.70000017,-1.302813,-1.948553,3.1425729",8
"5.269279,-2.2241166,-2.2104287,0.17570922,-1.154566",5
"-2.9898183,-0.3374377,0.29330143,-1.9599105,3.7855425",3
"5.394996,1.2702888,2.7362695,-1.482722,-1.5834693",0
"6.8085604,-1.8555057,1.7558256,0.48039094,-3.137974",2
"7.4653277,1.4866338,1.8943254,-0.70805526,0.026819311",6
"-0.6186694,3.0723531,0.011665052,3.1658523,0.82374316",10
"-5.913285,-0.03590692,-0.9028636,-2.1144075,3.2764037",8
"4.8736525,-3.0406144,0.75189996,-2.475091,-1.5497816",11
"5.793617,-1.7544764,-2.1045272,-1.8790183,2.5221636",0
"8.144634,-0.33664435,0.39076743,-2.513709,-0.3206756",2
"4.250456,-0.29448348,-2.4197884,-2.3552744,2.1325178",11
"0.53673035,-3.4031322,0.6640612,1.2126491,0.09170787",11
"3.3089826,0.85495704,2.4636047,3.1872473,-0.2625091",5
"-3.1055918,0.34145182,-0.065479085,-0.2862141,2.2005758",3
"1.967667,2.9276469,2.3274152,1.3933698,0.22743168",11
"1.9212075,2.8063056,2.1932364,0.9896606,0.51139385",9
"1.280161,-2.0916102,1.4328622,1.4955679,1.598233",3
"2.1377976,0.34407115,-0.53827614,1.6233236,0.7463795",10
"-1.4796915,1.0622175,-0.24950784,1.8622468,1.3987855",3
"-3.770052,-1.2031462,1.097259,0.30884418,2.441904",1
"9.012762,-0.101592354,-0.9623586,-0.2792095,-2.1817868",6
"5.7157526,-1.0183715,3.8445168,-2.2015195,0.5437002",7
"-0.4040406,-2.428562,-2.8230424,-6.0063844,-3.365209",1
"3.636937,-4.041141,-2.9036932,-0.25214255,-0.18481451",11
"2.8538826,1.5161968,-2.9847639,0.99665195,-0.25492468",3
"-2.2804775,2.8182287,3.8508618,7.2946625,4.7130785",8
"-7.2454634,1.049375,-1.53365,-1.3426446,2.8945966",8
"6.4516554,-2.8626344,-3.3291888,1.0120068,2.1143825",11
"-2.3974497,-2.6255093,-0.10468762,-0.785452,2.964359",9
"5.6015906,1.5795565,3.1505976,-2.8143368,-2.1634405",10
"2.9728746,1.659907,2.3366942,3.5329475,-0.9580517",5
"-3.4820411,-2.102859,0.24112555,-0.8380165,1.7781101",9
"6.955106,-1.9679092,-1.9976345,0.2981155,1.9946549",11
"-3.1486888,-2.1859074,0.2036292,-1.0376915,2.249079",9
"1.260933,1.6157442,3.5175276,4.066979,-0.34384784",2
"1.2802118,4.087335,1.7302951,2.1367235,-1.466855",5
"-3.4355898,-1.1475402,-0.06157545,-0.48893726,2.5827603",8
"-3.6457634,-1.5441235,1.1370454,-0.5318485,2.397003",3
"-8.248262,1.4637003,4.813833,-0.51885754,-0.38269705",4
"-0.29060364,-0.99236816,-3.3258927,-7.202714,-2.749885",1
"3.728492,-0.61868227,-0.8828168,-2.6945033,2.2615829",11
"-0.3597988,5.1226673,2.2155893,2.5748801,-0.44377202",10
"2.9465466,0.7500521,3.0167718,0.0018522001,0.9839207",3
"-3.09642,-2.2506635,-0.17564987,-1.2580144,2.0875905",9
"-2.0926147,1.9549129,0.2644421,2.3617837,0.56239235",8
"4.8486085,-5.0037074,1.1075251,-0.6002763,-1.2751293",0
"4.516292,-3.117889,0.2819326,0.344684,0.9576957",5
"-6.901435,-0.12865376,2.4672909,0.50356084,1.3349758",8
"-2.0488012,-1.5573515,0.49720147,-1.0199326,2.767646",9
"6.912424,-2.792443,-1.290858,0.32358104,0.040957365",2
"3.4516413,-1.6815805,-3.8219864,2.0182796,0.7722997",5
"-0.46005148,-1.1857026,-3.6693132,-6.8727083,-3.056976",1
"-2.527967,-1.6213139,0.124885626,-0.8417665,1.7749779",9
"-8.335331,1.1345038,4.5610447,-0.42548567,-0.20886882",4
"-2.5159602,-2.7710562,1.2163846,-1.2513022,2.1572921",8
"-3.229796,-1.8685809,0.6236488,-1.6761016,2.0669496",9
"-2.7027068,-2.2379782,-0.2157207,-1.0188872,2.3116176",9
"-0.08647838,-1.4209217,-3.7496853,-6.8036637,-2.9543324",1
"2.5375464,0.4418157,1.4611827,0.0579776,1.1717087",3
"-6.382945,1.4836248,-0.27106917,0.12069036,2.9936707",8
"6.5459986,1.3498636,2.6345763,-0.49541277,-0.7745287",6
"-2.9652157,1.8868695,4.0227118,7.030385,4.4949617",4
"-1.2560071,-0.7319228,-3.5797405,-6.6996374,-1.8908136",1
"5.712926,-2.1941392,-2.7334116,-2.8551242,1.8890929",5
"-3.2633567,0.6315468,-0.65937996,2.1095614,0.5399834",0
"1.0284027,4.6341634,0.59613746,3.7882168,-3.4061546",11
"3.5454378,-2.4317355,-0.42217356,-1.8904842,-1.7436062",11
"4.895744,-2.1788568,-2.3659158,-0.122887924,-1.3338928",11
"-3.4587004,-2.6344006,0.53683454,-1.3363221,2.3364275",2
"5.2710056,-2.1871738,-2.1618917,3.5607877,1.1009921",5
"-2.7142303,2.0755043,3.9493585,7.0442395,4.544498",8
"-2.8624463,-1.6682858,2.1907015,-0.67723316,2.9736352",3
"-1.291532,-1.3749721,-4.0390015,-7.725651,-3.1604528",1
"2.6003885,0.009406872,-3.3298573,-0.2866216,-1.2890526",11
"3.8074358,-0.63656026,-3.4549444,2.412429,0.18040416",5
"5.8401585,1.9058679,1.4195971,-2.2270603,-0.28212962",7
"-2.9911215,1.8173589,3.8950887,7.089793,4.6937943",4
"-0.8174247,4.414922,1.0999193,-0.81159645,0.11215261",3
"-6.4165907,-0.12400385,3.0520263,0.5825937,-0.6970805",8
"-3.4804866,0.68913656,-0.207025,0.14478324,2.052586",8
"-6.670312,0.6667762,-0.6514039,-0.7259754,2.950992",8
"-7.3610997,1.2143371,-1.756581,-1.2866877,2.8434389",8
"-2.4782195,-1.9841416,0.16438247,0.32804942,1.719659",1
"5.7180223,1.3966769,1.413703,-3.2689626,0.9230309",7
"6.358578,-1.8816155,-2.2944489,-1.6156343,2.3738108",11
"-1.2326338,-1.8605925,-0.23777287,-0.68852526,1.7210826",2
"4.790439,-4.1529975,-2.2195055,-2.5325992,1.9006348",0
"-6.79516,0.3374746,-0.49906486,-0.8664474,2.9367995",8
"-1.747181,3.0120707,0.75634354,2.3923335,0.2857945",3
"1.4525547,-1.8883866,1.1571507,1.3054346,1.7048451",10
"-2.748427,-0.9087665,-0.09706376,-0.078945644,1.3015915",9
"-7.0903974,-0.74695885,3.3557525,0.8382874,-0.16544689",8
"5.084505,-0.016237484,4.1045227,-1.3263419,-0.050013777",7
"-5.9381657,0.23014477,-0.043899078,-0.35178456,3.142707",8
"-6.61756,-0.085856356,3.0668478,0.6017739,-0.31190878",4
"-0.90545064,-0.015973743,-2.285858,-6.4283767,-2.7816176",1
"-6.7780766,-0.104236364,3.1058278,0.5926824,0.09758878",4
"-1.370094,-1.4133317,-2.5814745,-4.6219172,-1.0839611",1
"-1.2963985,2.9947877,0.8985083,-0.04705739,2.7410831",10
"-3.4873762,-2.2372622,0.45743316,-0.4871264,1.5110474",0
"-2.5312862,-1.9649657,-0.0046000993,-1.3467064,2.832598",2
"3.7961893,-3.0483382,0.12123082,0.75229424,1.9125865",5
"-5.3723655,0.30605444,0.16338761,-0.59274024,3.7707365",3
"4.42592,-2.2742648,-2.8944995,0.3211411,-1.0517107",11
"2.80871,0.57117367,0.0221056,-2.5519853,-2.3233204",11
"-6.8179965,-0.11995389,3.0239747,0.61182964,0.27377406",4
"-6.5257797,-0.37778884,2.1954486,0.8808716,-1.5085915",9
"2.914021,-0.5880992,-2.53919,1.6740787,0.0039705867",5
"8.815923,-0.5054162,-1.4119365,0.07480289,-2.4356697",7
"-1.0475154,4.840787,0.64584935,-0.20875755,-0.026907098",3
"6.5667815,-2.8705828,-3.2242239,1.2807821,1.8582547",11
"-2.8647416,1.9429616,3.926372,7.0110726,4.544357",4
"-1.3509667,3.0722363,2.5783358,5.434419,2.0032074",3
"-1.7945161,-2.0070229,1.4982225,-0.9846579,3.5486867",9
"-3.6425266,-2.576104,0.25916892,-0.12513046,2.5024595",3
"7.4398766,-2.2158725,-2.2181916,-1.7132323,2.1039753",5
"-6.4879966,0.20724934,-0.47671264,-0.8145807,2.9176736",8
"-2.3019953,-2.273045,-3.49507,-6.619093,-1.7827705",1
"-3.039577,1.8333185,4.0223413,7.0332494,4.600014",8
"4.1679387,-3.4479206,-3.0048044,-0.26343292,-0.52655774",11
"3.6064732,-2.8510153,0.30336896,0.9429481,1.9119899",5
"-3.0784073,1.6338371,3.952386,7.0620155,4.5139446",4
"7.578252,-2.9055727,-1.1650385,0.06268604,0.16417891",11
"-3.5007048,-2.792212,0.17026325,-0.9604751,2.5429387",9
"-2.1936862,4.209937,0.12424856,1.9406067,-0.5490558",0
"-2.7048607,-2.135161,0.48671097,-1.5076429,2.6038213",9
"-8.357674,1.162053,4.624256,-0.4158922,-0.26673427",4
"-6.7139874,-0.36303243,3.0320747,0.67764324,-0.39084637",4
"5.876461,1.9261478,1.6598905,-1.8106313,-1.6071137",7
"1.2429253,3.0246005,3.9125152,4.3050647,-1.5421485",3
"1.8308607,-0.5235996,-0.85093135,0.22424065,1.9939135",11
"-6.519996,-0.15885821,2.9952922,0.5914953,-0.44614324",4
"1.8262641,-3.779926,-1.6243598,-0.9351252,1.2037473",11
"5.689577,-3.5330899,-3.9040654,-1.2409744,2.191155",2
"-0.082547665,2.1490428,-1.0077935,1.8625058,-0.02943802",9
"1.6760037,-0.9266251,-3.9474347,-1.2409971,-1.5781296",11
"-2.8363764,-2.1633813,0.33257583,-0.8440157,2.0137768",9
"-2.40576,-1.8112979,1.4851283,-0.97569853,3.0987856",11
"-6.5851116,0.007912031,3.0719776,0.5225783,-0.087682724",2
"3.0621178,-1.9773763,-0.97493684,-1.3310205,-1.8515595",11
"1.7964747,3.2594316,1.4599003,0.6504359,-2.2238913",1
"2.8826885,1.8417119,-2.8169723,1.0407064,-0.14414038",3
"1.7260646,-1.3439412,0.9297781,1.0134823,1.9709013",10
"0.81076586,-2.7040765,-4.9861965,-5.4612403,-4.511648",5
"6.154016,1.4400252,2.8579068,-0.39057514,-1.0356529",6
"-2.9303913,1.8464998,4.839018,6.7825003,3.113375",8
"5.012709,0.31572288,3.5656123,-1.2268136,-0.7172104",7
"-3.2937505,1.5945987,5.397151,5.613419,3.7126992",4
"1.6724585,-2.8178222,1.4142196,2.944437,-0.33170575",2
"-3.2439208,4.050778,2.0794885,2.6990218,0.18453322",3
"6.107921,0.7403658,1.7882693,-2.4346497,2.1225681",7
"-1.3583404,-2.1804986,-4.3622875,-6.433191,-5.490907",10
"-8.955236,0.32884553,4.6204467,1.5643624,-0.5015195",4
"3.6731598,-0.6500343,-1.5595219,1.742346,-1.3138676",5
"-5.6114316,-3.6108065,-0.84487957,-2.4332178,-0.82717794",9
"1.4152138,1.8433416,-0.030906707,0.63211566,-2.780545",10
"4.684966,-2.9214094,0.5904665,1.5437591,0.41260284",2
"3.5568385,-1.7138923,-3.7346864,1.8976898,0.6982772",5
"-5.6198525,-3.033339,-1.4609591,-2.862494,-0.29651102",9
"-1.9706686,-1.6620111,-1.6317515,-1.5271115,-0.837589",3
"-7.9858503,-1.0116584,-2.0198328,-1.574627,1.4640415",8
"-1.775384,0.9237131,-0.10501657,3.1765566,0.96154475",10
"5.937916,-0.94744575,3.5225103,-1.8078805,0.70946336",7
"4.4839587,1.284042,0.40753925,-2.5838103,0.45911214",0
"0.029326113,3.275899,0.020998538,-2.0111544,0.17363094",3
"-8.15525,0.106048,-2.428907,-1.7398756,2.0709193",8
