embedding,labels
"-0.1266798,5.324487,4.3073635,1.0610118,0.2608201,0.3301303,-0.24858756,0.024082657,-0.023435576,0.12225436",3
"0.064229466,5.951416,3.1518877,0.8326966,0.076849945,0.5871392,-0.17445165,-0.09231462,0.24828903,0.47391647",2
"4.880874,-0.60086477,0.8334824,-2.0288916,-0.16022542,0.04853527,-0.81062925,0.62085414,-0.3452312,0.35091203",1
"-5.625012,1.8396225,-1.6356481,-1.0995734,-0.24648567,-0.6245469,0.7934137,-0.2935502,0.37791005,-0.1436315",2
"4.7288194,-2.6440942,2.9651728,1.2523881,-0.4608145,-0.75772554,-0.3428858,0.33809793,0.24626513,-0.64462304",5
"1.331012,1.8191594,1.2668523,1.2066208,-0.35900444,-0.77921146,0.12283396,-1.0545462,-0.8552409,-0.981711",0
"-6.408285,-3.369511,-4.126434,-0.08927684,-0.14779541,0.24782954,0.4313611,0.02445697,-0.09892052,-0.2559267",2
"1.7613463,-4.85812,0.8534118,-0.021222237,0.22761425,0.03777484,-0.16645178,-0.051468972,-0.12601146,-1.6136656",5
"3.6506987,-5.205627,0.6324098,-0.8696646,-0.6529044,0.80616206,0.8163531,-1.4444042,-0.2889303,0.22465847",5
"2.5187137,-2.8809311,0.5115846,1.5107665,-0.41760278,0.5224174,0.19158274,1.0354809,-0.13245936,-1.5510702",5
"-0.08846233,6.0077386,3.784478,0.6776122,-0.53842974,0.41914636,-0.49737325,-0.10041441,0.26546386,0.82440245",2
"3.7538788,-2.2945561,-0.59963566,-0.9357365,0.16044079,0.8903228,1.3886261,-0.31938997,-1.0384693,1.1133173",1
"3.7685034,-4.992036,0.47767693,-0.82067114,-0.27785444,0.66568923,0.81233287,-1.6441858,-0.3942232,0.11525651",5
"-7.1976166,-1.8356969,-3.9517002,-0.17288953,-0.6066617,-0.05718004,0.68874913,-0.0017721066,-0.48781285,0.03786206",2
"-0.15733978,6.1002245,2.4556832,0.9413608,0.50788534,0.41314977,-0.29913342,-0.019648591,0.25259814,0.61847407",3
"4.8056974,-5.6258554,0.9103401,-0.22300409,-0.51566195,0.7195334,0.32942468,-0.6387824,-1.0542438,-0.44011575",5
"2.8934739,-5.222678,1.9221019,0.07093102,-1.1698235,0.15304306,0.66617435,-0.74778175,-0.5956283,0.58687425",5
"0.47570828,6.3487506,-3.7426515,-0.95077807,-0.45000833,-0.035127144,0.58695066,-0.6026325,1.0318574,0.37457004",2
"0.26027453,3.4624748,3.4864895,-0.16999304,-1.3225113,0.6924445,0.7759594,-0.45980716,0.118772075,1.0976822",3
"4.5091896,-3.3579605,2.468233,0.7862856,-0.79378253,-0.368,0.22482836,0.087077826,0.1802009,-0.438993",5
"4.884236,-2.729806,3.1143715,1.3676971,-0.46754557,-0.9136152,-0.43579477,0.42346254,0.24295382,-0.7277529",5
"-6.191484,-4.8834414,-3.8271167,-0.5913697,-0.03968081,0.44956765,0.890436,-0.20076764,0.03225909,-0.2879509",2
"3.3273253,-3.0399103,-0.22247946,0.28818288,-1.3153193,0.11901991,-0.28117594,-0.19732177,-1.1631292,0.79051936",5
"-0.5879952,5.8410554,1.0489426,0.6324102,0.38712355,0.74686986,-0.15692006,-0.19440041,0.41881904,0.49003848",3
"-6.872076,-1.6568333,-4.019449,-0.51210946,0.07060502,-0.07651145,0.50817645,0.13877484,0.18944393,-0.26567167",2
"3.7577035,-4.100238,0.30933434,0.5124948,-0.18509437,0.39204392,0.7721138,0.41575125,0.06371485,0.89216375",5
"1.2662473,0.006536659,6.6777315,0.7049061,-0.44483212,-0.319645,0.3847439,0.27589,0.39438444,0.3331248",2
"4.8109984,-5.663253,0.9055699,-0.21165773,-0.53644025,0.67052096,0.3263848,-0.63189983,-1.0563393,-0.49032202",5
"-1.8843071,4.4624653,-2.2914178,-1.1108382,-0.5248756,-0.7736071,0.92240065,-0.019932106,0.5977013,-0.76763886",3
"0.8422876,0.7080564,6.9260187,0.1488942,-0.16044502,0.060060803,0.41922563,0.44882736,8.97391e-05,0.29817343",2
"-7.051756,-1.7854544,-4.22218,-0.6838202,-0.3248497,-0.28309345,0.71485054,0.1937036,-0.121746376,-0.37307903",2
"0.9888598,-4.3762765,1.9485301,0.5895336,0.1280586,-0.90428317,-0.2455282,0.7751881,-0.6091535,-0.52279323",5
"0.14191335,6.026634,3.1625867,0.76791525,-0.14897887,0.594039,-0.21211486,-0.32215196,0.35711706,0.6734211",2
"1.3357537,-4.032291,0.9621151,0.74741125,-0.64799464,0.22342373,-0.52673185,0.88170195,0.54630417,-2.0074546",5
"-0.074287556,6.1793795,2.2414908,0.8889465,0.6491708,0.66500187,-0.08513756,0.28543398,0.2403273,0.24254256",3
"-0.8348422,5.981537,-2.9318902,-0.9564817,-0.22524603,-0.093990974,0.23426181,-0.06469428,1.0738071,0.20965159",2
"-0.36604932,5.625724,-1.0675675,-0.22934693,-0.012288672,0.17461802,0.0686657,-0.42361626,0.93137854,0.10555741",3
"0.14132972,5.90732,3.6186674,0.74295515,-0.3635119,0.72080266,-0.251227,-0.66417515,0.28091854,0.56974006",3
"1.3231974,1.4226638,-0.9061221,-0.4786059,0.4950225,1.0139078,0.9179588,0.8384466,0.44557628,-0.41500574",3
"4.5952253,-5.460723,0.42047983,-0.016963463,0.29496863,1.05619,0.0383016,-0.71340346,-0.16045105,-0.28331023",5
"1.4513648,-4.4598417,0.6748491,-1.112427,1.1913712,-0.3735382,0.45140982,0.25139567,-0.24504825,-0.67087513",5
"1.2392325,-1.6225588,-1.4111453,-0.30120167,-0.44144675,0.1314261,-1.8038865,-0.78801936,0.09787075,0.25746644",4
"5.1447916,-0.026034627,0.20527115,-0.7850136,0.26943934,0.11469433,-1.3427203,-0.67900145,1.9467744,0.4962924",1
"2.0767405,1.4391037,-0.18089192,0.7551188,-1.2867546,-1.3407857,-0.80006063,-0.32108766,-1.0855802,-2.2288601",0
"0.4519195,-0.8066578,-0.2155763,1.052474,-0.051489264,-0.8106231,0.5898462,-0.66378796,-0.5241253,-0.1638597",4
"0.090130776,5.876772,3.5366354,0.81482494,-0.14152257,0.5761609,-0.23060936,-0.30173776,0.2470645,0.53596324",3
"-0.6851824,5.1315365,0.9755534,0.26423928,-0.88306993,1.0155226,0.35159135,-0.67887425,1.011723,0.6598735",3
"-5.7482076,1.6884308,-1.4394962,-1.2570955,-0.2526839,-0.5041676,0.87989336,-0.31276646,0.50167686,-0.038646746",2
"1.9413503,1.1034327,0.05574169,0.31718543,-0.2807151,0.22629015,-1.1548527,0.47385958,-1.2684227,-1.2856506",0
"-0.043089893,-2.7099016,1.8794122,0.24163449,-0.21655452,-0.042858765,0.11951213,-0.77401954,-1.5433315,-0.18102528",5
"3.730065,-4.147982,-0.4268451,0.19229537,0.43803596,-0.7105121,1.2452587,-0.75462675,-1.4924289,0.47645554",5
"-6.5733786,-3.0386631,-4.028371,-0.44863856,-0.16805536,0.14361198,0.43816864,0.16269529,-0.04435676,-0.29027036",2
"-0.011814396,5.979727,3.594172,0.8640405,0.012029975,0.6363186,0.06279062,-0.2853829,0.36381358,0.20789693",2
"-0.19808896,-0.5746099,-0.14519167,-0.3691215,-0.59319013,-0.9540391,0.2767631,-0.37043053,-1.0100814,0.3221252",4
"0.4365028,6.538539,-3.2949212,-0.6625978,0.11433313,0.10732089,0.030733945,-0.033263754,1.190754,0.4614309",2
"0.6442223,-1.9894259,0.48137343,1.0052298,-0.96352226,-0.9927479,-0.95997083,0.7675419,0.9013689,0.009579189",5
"1.883785,0.06267207,6.9264526,1.2615863,-0.26061013,-0.643239,0.4710091,0.35662568,0.56962544,0.2712073",2
"-6.1892424,-4.352545,-4.0506473,-1.117617,-0.59735835,0.05588349,0.52981436,0.44569355,0.02985979,0.023398442",2
"0.35891262,-4.611719,0.8022056,0.6835373,-0.010144491,-0.8311601,-0.39330342,1.5984008,-0.6940992,-0.6052095",5
"1.3804615,-2.756749,1.1542875,1.1577213,-0.0071312455,0.54877067,-0.17976855,1.1883901,0.14121118,-1.9238722",5
"0.7273417,6.23375,-3.4220166,-0.78804696,-0.53098303,-0.20208104,0.3016565,-0.2862401,0.9431172,0.47430253",3
"-5.609359,-4.3291087,-4.4072304,-0.41378286,-0.20852783,0.026854776,0.74829674,-0.19079012,0.146261,0.18932152",2
"-5.920361,-4.5046835,-4.178685,-0.59762967,-0.29313403,0.14340167,0.77946776,-0.0377586,0.11841138,0.023505509",2
"4.3699927,-5.674375,0.4434189,0.24674027,-0.11980533,-0.06787121,0.017879242,-0.5853177,-0.3764398,-1.5663669",5
"-0.19951786,6.144761,1.8724849,0.6137763,0.074047424,0.8653457,-0.25025558,-0.33145806,0.38605976,0.55997247",3
"-6.102624,-4.1685476,-4.163779,-0.5540987,-0.9071731,0.112892896,0.48154065,0.2846902,0.26600906,0.28321353",2
"0.39266172,6.247987,-3.713378,-1.1245179,-0.33773878,-0.007714942,0.56277144,-0.5690101,0.9809385,0.25374776",3
"-0.064805515,6.0797615,3.068525,0.6387437,-0.3628644,0.860344,-0.3135501,-0.77219045,0.3372073,0.5804297",3
"0.6854752,-0.25521067,-0.32550123,0.51569873,-1.3273256,1.1662769,-0.2628012,0.07527494,-0.11010122,-0.6885161",4
"-6.9613605,-1.1596874,-3.8982837,-0.55302227,-0.14366588,-0.22127713,0.5913975,0.05356558,0.17187625,-0.22800834",2
"1.3334091,-2.2463703,-1.5129066,-1.0593438,-0.068592496,0.15964763,-1.6492351,-0.8360788,0.8945132,0.63054216",5
"1.8714908,0.5102407,-0.19192085,0.017646896,0.08098368,1.2795988,1.2728868,1.4281697,0.32590508,0.46347365",0
"0.5700413,-0.21009533,7.3064437,1.425084,-0.37987936,-0.4333665,-0.06988958,0.17418355,0.048777353,0.17719458",2
"-0.36591342,1.4563923,1.1109755,0.34207746,-0.085370146,-0.47166693,-0.14969634,-0.20566332,-0.6219434,-1.039648",4
"-6.6423125,-0.5463254,-3.8928165,-0.48636827,-0.17075382,-0.6483679,0.80369806,-0.04023346,0.11002838,-0.09921611",3
"-6.795537,-2.222775,-4.3781404,-0.45559928,0.34183168,-0.16644016,0.4775383,0.2892997,-0.15143012,-0.7586635",2
"-5.7695847,1.6254075,-2.1769512,-0.85831404,-0.08591593,-0.8177617,0.54167026,-0.31170672,0.024925549,-0.59285015",2
"4.61505,0.06298111,3.131632,0.103937596,0.60100263,-0.31803712,-1.0677088,-0.7866479,0.8628656,-0.107221924",5
"3.5146587,-4.768171,0.33759815,-0.17226759,0.7265759,-0.31032413,0.7262628,-1.8579862,-0.6208289,-0.6416991",5
"-6.592554,-3.6984816,-3.6215267,-0.37756005,-0.060704246,0.60939157,0.19138245,-0.012033894,0.02116723,-0.50674987",2
"0.65704423,-2.306872,0.5496943,0.35251644,0.21512614,-0.5575593,-1.306889,0.9739515,1.2880578,-2.0548046",5
"0.5345999,4.004752,-1.3198928,0.1601087,-0.40091047,-1.2995683,-0.21312591,-0.19376463,-0.07503998,-1.1105431",3
"-0.30873233,5.026085,-4.291628,-0.9228206,0.95090896,0.4115967,0.2750839,-0.011335239,0.28987834,0.98724365",3
"0.67492455,-1.3248692,-0.20227854,1.1219301,0.49223965,-1.564831,-1.106164,0.51499087,0.9665258,-0.318357",5
"0.72804826,1.0988338,5.9423795,0.69362575,-0.39727676,0.05404052,-0.4675842,0.47969764,-0.14865817,-0.58780205",2
"0.13032994,-3.27808,1.8641297,0.9047213,0.60763067,0.36003795,0.14276673,0.78240657,-0.9744793,-1.8169829",5
"-1.3368852,5.3796544,2.6798875,0.36153257,-0.47437537,1.2166711,-0.7579856,0.41471064,-0.58852667,-0.16131876",2
"-6.379686,-1.0148546,-3.2053072,-1.0635254,0.3099588,0.47277808,-0.3074916,0.06965786,-0.114488974,-0.40535116",2
"3.5782163,-3.7440279,0.9213477,-0.0018798199,-0.96998924,-0.018903906,1.2186549,0.87744504,-0.10862756,0.40442428",5
"-1.3207425,5.360009,2.797834,0.3973055,-0.4418965,1.1341044,-0.78817433,0.41647694,-0.5799475,-0.24052542",3
"-0.9768961,5.018021,-1.3056177,-0.33655345,0.98524386,0.36906287,-0.042512048,-0.40399727,0.52100426,0.3407336",3
"-1.3376621,5.3768005,2.8378584,0.44037303,-0.3695363,1.061393,-0.7681536,0.39557487,-0.51116043,-0.28368628",2
"0.14325155,1.9185467,0.19237743,0.5061498,-0.3303937,-0.625827,0.47788158,0.06597642,-0.61254805,-1.3215288",3
"-0.6451464,4.2648892,2.2382076,0.51184064,-1.043578,0.39395586,-0.60180044,0.61246824,-0.7342573,-0.6562733",3
"3.6939845,-4.12388,-0.4063944,0.15814005,0.37330467,-0.63415754,1.2598107,-0.74954516,-1.4712995,0.52748346",5
"5.073178,0.13854417,0.22941494,-1.0947412,0.6519739,0.14136499,-1.1022786,-1.4862676,0.8791402,0.70742303",1
"-5.3310313,-3.5464091,-2.8643901,-0.9374748,0.2662577,1.0894727,-0.3352434,-0.3257614,0.09930309,-0.5090914",2
"3.8420298,-0.98602086,-0.9457654,-2.6746354,1.2869285,-0.6479657,-0.5891065,0.5283166,-0.12921283,-0.574162",1
"0.72180885,-1.272439,-0.33822462,1.0043334,0.63888013,-1.4908532,-1.2927827,0.4857167,0.95355695,-0.5686391",5
"0.7419027,-0.3975521,-0.72740376,1.030216,-0.08775908,-1.6993467,0.5316676,-0.8709213,-0.2696989,0.066080414",4
"-4.6209717,-2.7218773,-3.913438,-1.1613129,0.41892204,0.008259715,0.05836644,0.05084816,-0.11067432,0.080080226",2
"0.7880715,2.7850003,1.028125,0.41032922,-0.3744436,-1.0210623,-0.059995603,-0.26677427,-0.7418946,-0.81118935",3
"4.4954753,-0.55063117,2.039712,-0.7530369,0.8828792,1.5484527,0.40661925,0.22536139,1.001576,0.2714634",1
"0.1371186,-3.645441,1.962165,0.6331106,0.12895638,-0.19380519,-0.4705529,0.87489957,-0.7509518,-0.91610026",5
"-5.616433,-1.116772,-1.9387922,-1.106528,0.33238286,0.6921944,-0.17255487,-0.120841905,0.437445,-0.1249543",3
"2.165613,-3.5497727,-0.17370966,0.43594566,-0.16228816,-0.74045,0.31868947,2.2681081,0.1218832,-0.98095477",5
"-1.5335094,5.187078,1.4623123,0.49529967,-0.43035528,1.1345464,-0.46156216,0.63060874,-0.23827742,-0.3691409",3
"5.9525394,-0.607192,-0.84262246,-0.6319183,0.9210343,1.1864121,-1.0794737,-0.09472013,0.9996203,0.3192117",1
"-5.8751287,-1.5737654,-3.109709,-1.0765729,0.43208924,0.5610597,-0.2628044,0.04294591,-0.101268075,-0.3442047",2
"-1.3748847,4.626247,-3.945385,-1.2318311,0.5013256,-1.0608361,0.6378449,-0.6826176,-0.14985548,0.46352813",3
"-5.46449,-3.96232,-3.3953745,-0.90436256,-0.13381067,0.3624329,-0.16284993,0.00483452,0.14114745,-0.01936234",2
"1.9680846,-4.9183,0.90704274,0.10956833,-0.13511375,0.1344243,-0.4142377,0.27761135,0.26021945,-1.8198285",5
"2.3464956,0.68996865,0.15162407,-0.5867925,0.3185774,1.2056749,2.1645792,1.7657568,-0.31572977,0.16160643",5
"-5.2327547,-4.235057,-2.9828632,-1.0989392,-0.16978306,0.17240433,-0.4393554,0.380848,-0.0020682896,-0.16177066",2
"1.0347892,1.6030368,-0.96081626,-0.71887714,0.45384076,0.50952816,0.847829,1.1017358,0.21817774,0.55699915",3
"2.5356798,1.5581747,0.09455427,1.1145363,-0.67204255,-0.99175113,0.99266833,0.55195683,-1.237107,-1.8671262",0
"3.6724734,-0.11588956,1.0347549,-2.419794,1.2992196,-1.0846623,-0.2825622,-0.19758797,0.17758028,-0.12879096",1
"4.320594,-4.833376,-0.20387958,0.21139857,-0.8123121,-0.8929749,1.1707895,-0.5345799,-0.96768904,-0.5376787",5
"0.746001,3.798536,-2.0747561,-0.1335592,-0.0117401555,-1.190529,-0.20919526,0.1683198,0.4566455,-1.3922046",3
"0.60935044,-0.8418394,-0.5621806,1.3756406,-0.017166762,-1.0813265,0.72256255,-0.64978653,-0.35548127,-0.21490125",4
"4.047944,-2.1997774,-0.98037916,0.6511955,-0.62212324,0.39966863,0.3828172,0.70703727,-1.1820022,-0.015086105",5
"1.7964764,-2.5349236,0.03254324,1.2539241,0.35266066,-0.313148,0.83082527,0.84089804,-0.9945191,-1.604981",4
"-4.2567573,-4.975401,-3.2475662,-0.7101439,-0.3642194,-0.35800102,-0.11146032,0.3682404,0.4604995,0.5616953",2
"-6.4824286,-1.0674906,-3.6240225,-1.1260945,0.10681406,0.28503475,-0.2171326,0.16844006,-0.13272625,-0.34713754",2
"2.379856,-1.0885767,-0.9286584,-0.6526836,0.40157825,-1.0810791,0.2317778,-1.1158519,-0.25667092,-0.56306005",0
"4.776172,0.49990577,1.0902948,-1.4320465,0.08735253,0.8133859,-0.9895696,-0.83189356,0.32378647,0.7152809",1
"0.2738601,-4.044623,0.35217193,0.64735883,0.9985723,-0.8795371,-0.18172641,1.4909117,-0.54962873,-0.6938581",5
"4.6991453,-3.0511615,2.5481837,1.031161,-0.66716963,-0.37650764,-0.012695011,0.06486494,0.22556593,-0.48150858",5
"3.797129,-2.3605244,-0.023736564,0.9186249,0.12864779,-1.238512,0.60525215,1.1381794,-1.4303552,-1.0061506",5
"1.002924,-1.2506629,-0.86171454,1.0920157,-0.67846787,-1.0438753,-0.54940104,-0.1666556,-0.09050671,1.4879761",4
"0.91173506,1.8004396,-1.5197263,-1.1484185,0.6127885,0.013921613,0.50782543,0.38851622,0.020451233,0.5504272",3
"-0.32861027,4.4979186,-4.285694,-0.7332203,0.1624179,-0.10356297,1.0066915,0.11356862,-0.6645747,0.20532839",2
"4.427784,0.17256911,0.03639178,-2.1319165,0.36408997,0.040788572,-0.79070824,-0.89019525,-0.5743099,0.8404585",1
"1.0460984,1.403609,-0.2027717,-0.5474105,0.7590354,1.0645826,1.1755406,0.7522236,0.28339812,-0.4065852",3
"0.0627645,2.2754972,0.56016254,-0.44322404,0.42354292,0.3182665,0.74320704,0.9237455,-0.31769636,0.35749394",3
"-0.32659554,5.231397,-4.283081,-0.5731428,0.5632151,-0.0801373,0.7147329,-0.841296,0.19152677,0.5612444",2
"-1.2707047,5.3698287,3.385349,0.4525099,-0.38902137,1.012778,-0.7711498,0.37524754,-0.4443436,-0.24557045",2
"0.937248,1.0287043,6.492471,0.6943132,-0.39862046,0.022484452,0.0044105807,0.64852303,-0.72777665,-0.62167674",2
"3.6616817,-2.5682023,-0.27421334,0.5454629,-0.27118745,0.3976883,0.5659553,1.2866205,-1.0782557,-0.40642825",5
"-5.5108643,-4.5440054,-3.4896474,-1.5446445,-0.17951828,0.117451556,0.19379625,0.3267357,-0.153563,-0.08341491",2
"1.3117914,0.24979015,6.3287926,1.2930908,-0.4772781,-0.2544409,-0.10690444,0.486302,-0.59533614,-0.61723465",2
"0.023015937,-3.0233765,1.886299,0.45522386,-0.17613286,0.110831045,0.2100947,-0.39451784,-1.2945573,-0.7493249",0
"2.4037259,2.176097,-0.20864391,0.77526164,-0.64805704,-1.1597304,-0.33989236,0.028585372,-1.030562,-1.433079",3
"0.8945748,-0.31241933,0.23880586,0.53864115,-1.1020675,0.7115899,-0.26842743,1.4269276,0.6297007,0.6685368",4
"0.49312475,0.29537466,6.9549522,1.4831963,-0.672419,0.19651279,-0.38555002,0.6611901,-0.6938067,-0.44465458",2
"-1.0446967,4.822246,2.1538198,0.5217985,-0.7362007,0.7396121,-0.73417103,0.7121306,-0.7547332,-0.62923837",3
"-1.3256077,5.2775946,2.7652028,0.40659416,-0.44514987,1.1075221,-0.69182694,0.40392146,-0.48569378,-0.17037527",2
"1.0440967,-4.251768,0.5921872,-1.0246254,1.4454769,-0.33733886,0.4387662,0.39451846,-0.43353698,-0.6429741",5
"-5.7895913,1.2602509,-2.3986454,-0.6695543,-0.047589585,-0.65828454,0.4725404,-0.2396811,0.09450695,-0.5631405",3
"0.38163733,-1.611941,1.0114962,0.6143863,0.02009657,-0.70599926,-1.6116899,-1.0331789,-0.08731034,1.7169157",0
"-0.4356251,5.0306835,-4.3383527,-0.71457714,0.7104931,0.23593934,0.22989924,-0.30227825,0.11455524,0.60580593",3
"1.0370585,-1.7205247,0.2340598,-0.41718894,-0.98221135,-0.33184338,-1.0994937,-1.1817907,-0.07087033,1.1755197",0
"-5.2428555,-2.8666232,-3.227117,-0.7505437,0.2620226,0.3907477,-0.042231787,0.14639738,-0.45753458,-0.24697623",2
"1.4621575,0.24573803,0.011381855,0.38701224,-0.4663231,0.888617,0.021873096,1.7220737,0.6696516,0.7215648",4
"0.4696535,2.6137228,-0.6869369,-0.19955283,-0.14005393,-1.0669003,-0.20466016,0.0029275948,-1.0421736,-1.4232514",3
"0.10169493,5.6012964,-2.8206887,-0.8911735,1.1984291,0.21773648,-0.21180265,0.45086843,0.2453236,0.6038178",3
"-4.3123236,-4.989149,-4.183889,-0.5793409,-1.1790401,0.29889092,0.2830681,0.14061879,0.640823,0.6979235",2
"-3.0244744,4.8426747,-1.1203902,0.43844503,0.27770388,0.39687023,-0.5688679,-0.37248972,-0.76477647,-0.76896083",1
"0.64791584,-1.7773032,0.68245924,0.1946198,-0.04819695,-0.51695156,-1.4101717,-1.3268485,-0.3187091,1.6776578",5
"0.6687959,-1.0064266,0.16680756,0.39978105,0.27504608,-0.63433456,0.5863445,-0.8854836,-1.1872119,-0.33508438",4
"-1.1355528,5.8279047,2.6700413,0.064428695,-0.84145194,1.7758175,-0.96132076,0.4871961,-1.1005715,0.2920226",3
"4.691116,-0.13650696,1.7021009,-0.38883018,0.37022728,-1.1747173,0.12450143,-0.1871149,1.1225886,0.16504113",1
"4.5282226,-0.4136107,2.2319784,-0.9226288,1.107036,1.266573,0.42686972,0.052358013,1.2570192,0.089470245",1
