embedding,labels
"0.23297878,5.5757794,-3.7902873,-1.0637585,0.124666184,0.32268208,0.080089435,-0.023924448,0.92073673,-0.18312204,0.055896513,-0.35752398,-0.7921861,0.0033669518,-0.28010595",2
"0.1666715,5.43745,3.5674148,0.7445368,-0.26180664,0.42777973,-0.19282848,-0.41229373,0.111470915,-0.21512148,0.2127655,0.06082219,-0.11825773,0.075949095,-0.24604706",2
"-3.1390004,2.8956234,-2.2923598,-0.612036,-0.94375765,0.40239242,0.72144884,0.4500773,0.63752717,-0.1610953,0.2718136,-0.61619616,-0.20355602,0.14590512,-0.42966363",3
"4.057496,-2.3477674,0.11918994,0.12069811,-0.26726142,-0.4866097,0.15996371,0.14099133,-0.80173266,0.11766804,-0.7273216,-1.3239743,-0.30835813,-0.2963023,-0.40999365",5
"3.5303633,-0.6081639,-0.37132087,-0.85493135,0.46713173,0.13706543,1.4303813,-0.51017404,0.72547877,0.7390676,0.7334087,-0.21091133,-0.7115134,-0.41773766,0.8434761",1
"0.7897741,0.6608533,4.3037953,1.3260856,0.01184721,0.0065877913,-0.4335954,0.7248762,-0.62129456,-0.09104876,-1.3007396,-0.35191178,0.48237652,0.4250796,-0.23702212",3
"-4.6280932,-4.0776043,-3.9580965,-1.1885803,0.006660501,0.32471687,0.46741104,-0.05868051,0.28780526,-0.08466029,0.20249219,-0.5890279,0.102477916,0.1349486,-0.11426633",2
"-6.399608,-1.2029027,-3.9207659,-1.2115772,-0.3306348,0.15521559,0.5109708,0.16850176,0.5119238,0.06127939,0.39988986,-0.28407297,0.1707105,-0.25828853,0.18996733",2
"3.114391,0.5212876,-0.37744728,-0.89895207,0.7997409,0.39430302,0.5726729,-0.019401502,0.7291313,0.915826,-0.021267183,0.23305689,-0.68381065,-0.23745382,-0.5069338",1
"-6.3175697,-2.160844,-3.7399783,-1.1456441,-0.32889062,0.09389506,0.41415533,-0.030600771,0.18670188,0.029463582,0.1515312,-0.1038272,0.19406891,-0.11546605,-0.08319679",2
"0.33474508,5.59163,-3.9214225,-1.2542628,0.01594083,0.41920486,0.108079016,-0.058554903,0.91860676,-0.39548773,-0.117055535,-0.4124546,-0.9691302,-0.040416386,-0.45201236",2
"-0.12423208,0.7093821,0.9465551,0.1331378,0.11845885,-0.21621634,-0.7578464,0.71956426,-0.47100547,-0.32142094,-0.007410296,-0.46252063,0.6595357,0.11673474,-0.16910923",4
"1.535999,0.5498429,-0.045777846,-1.3794026,0.15827976,0.30973396,1.0538198,0.8909811,0.59645563,0.6892271,0.41545606,0.34650138,-1.2973422,-0.07667592,-1.1465561",5
"4.757779,-5.2180977,0.7809057,-0.42004287,-0.34508833,-0.13233499,0.17272216,-0.11871198,0.038102865,-0.055917136,0.33374083,-0.42895994,0.27143946,0.052803446,0.84342307",5
"0.6235599,-1.2693584,5.6328864,1.2386831,0.037495945,-0.07104717,-1.4398543,-0.095041916,0.569619,0.19085786,-0.057855856,0.10646255,0.06953555,-0.17500846,-0.42346397",2
"3.0690749,-0.41008258,-0.65335417,0.023094768,1.2517481,-0.30047944,0.12503539,0.9250257,1.3729016,0.48843428,-0.28410727,0.8124478,0.13451405,-0.15354174,-0.39062575",1
"4.714838,-5.2910275,0.52946377,-0.00968596,-0.35913658,-0.14861472,-0.1293237,-0.037170056,-0.09122261,-0.5932049,0.054913435,-0.044238634,0.23203084,-0.24063922,0.20235002",5
"0.6791927,-0.67457634,5.822632,1.4889889,-0.023023423,-0.11879961,-1.0806421,-0.042315744,0.5630427,0.21480848,0.24809523,0.336321,0.059080247,0.09262037,0.069880016",2
"-0.3523686,3.5546427,0.16953713,0.11241796,0.06273099,0.015211338,-0.3302696,0.34652883,0.26074648,-0.22246869,-0.0837357,-0.9775984,-0.030318245,0.12121103,-0.29558972",3
"-0.8264943,4.887549,0.4559377,0.20352913,0.12634236,0.63528365,-0.5783436,-0.2675281,0.6103883,-0.14518738,0.2054229,-0.23730867,-0.9137905,-0.09552314,-0.34945408",3
"-0.67302155,2.5482538,3.2999308,0.9231321,-0.8737636,1.0358981,-0.07584641,0.050341606,0.43480927,0.20435484,0.5678974,0.855445,-0.25654817,0.75156796,-0.3164835",3
"-0.6944373,4.4717436,1.0498568,0.40919358,-0.671752,0.9422461,-0.4740707,-0.47927928,1.396169,0.04950515,0.56444395,-0.45847684,-1.0952433,0.030002441,-0.57081115",3
"2.8664827,-2.7678483,1.1263053,0.9298211,-0.37326112,-0.7123898,-0.395711,0.7387735,-0.8502369,-0.07386147,0.43030995,0.5070097,-0.56282634,-0.21190274,-0.8980065",5
"-0.17481865,5.8528013,1.8733512,0.34131593,-0.06283688,0.4888517,-0.36956057,-0.52925813,0.3346315,-0.2820891,0.26165676,0.15473305,-0.6116606,-0.03374922,-0.31366092",3
"-6.2390428,-2.9376948,-3.7046483,-1.1565735,-0.4062755,0.1076238,0.44782472,-0.07023412,0.10593819,-0.0015891279,0.122899994,-0.07677165,0.1913714,-0.07650394,-0.047457855",2
"-6.299918,-3.564083,-3.5940151,-1.1520654,-0.53194463,0.08225456,0.45172843,-0.20522937,0.1249647,-0.13709706,0.08725981,0.010731849,0.14814298,-0.052143876,0.050381668",2
"0.7235648,-0.6075173,5.675662,1.5261034,-0.054779693,-0.099575825,-1.0446569,-0.1904517,0.60161227,0.3502981,0.41875353,0.40249684,0.0498273,0.1946886,0.3917117",2
"0.621253,-0.79077595,5.4713635,1.6709421,-0.11339442,-0.27997702,-1.0649314,-0.5638433,0.30315426,0.6934456,0.48590136,0.24968481,0.11475174,0.27268147,0.58037305",2
"-3.2243798,0.075363696,-2.3514519,-1.077627,0.6541724,1.2719057,0.17986663,-0.62777704,0.5645878,0.5327217,1.0588747,0.2513407,-1.5942525,0.2765825,-0.38347828",0
"-0.2666068,5.34901,-3.283152,-1.1830318,-0.5715464,0.34118903,0.066819824,0.11221491,0.94753206,-0.835686,-0.3275648,-0.41914585,-0.82246923,-0.2159557,-0.5305344",2
"-0.46447343,4.461897,-0.35168457,0.36370453,0.6092263,0.42791814,-0.74113435,-0.10681201,0.4920102,-0.36672175,0.31325388,-1.2181174,-0.52107686,0.006708516,-0.013225745",3
"0.00070007425,5.1213684,4.1562414,0.81839293,-0.18449967,0.36119923,-0.26673278,-0.23511669,-0.16995719,-0.11453917,0.15914541,0.087073706,0.067191064,0.0917594,-0.13891672",3
"0.1305135,5.6214137,2.889288,0.6204281,-0.2913202,0.49151587,-0.19201401,-0.27413797,0.26626924,-0.19082749,0.21805345,0.17709644,-0.30118546,0.048626747,-0.26556733",2
"4.8387303,-0.2806206,0.55333704,-0.82960427,-0.41233286,0.24978645,-0.2338838,0.36063433,-0.47859597,0.12508187,0.15326175,1.066069,0.81224513,0.6474173,0.20738128",1
"-5.1508255,1.9650546,-1.9720774,-0.4728797,-0.37404647,0.25862452,-0.018011754,0.6964758,1.071378,-0.15168414,-0.11336017,-0.4889109,0.3344032,0.0749776,-0.2995017",2
"4.102958,-2.4554124,3.2709613,1.1740525,-0.06868234,-0.27690053,-0.65808344,0.33063307,-0.3513544,-0.012175118,-0.35151833,-0.014356303,-0.1262,-0.4172828,-0.5261862",5
"1.3478676,1.5490646,1.4287145,0.6153647,0.24681161,-0.38126093,-0.18210337,-0.5059335,-1.2294692,-0.5601044,-0.5099108,-0.3412474,0.6682415,0.053088684,0.17085531",0
"-6.117741,-3.1992984,-3.6500118,-1.1318506,-0.20205808,0.12316568,0.56197983,-0.15452525,-0.26576293,-0.22441387,-0.08274921,-0.5003828,0.26666614,0.10791396,-0.08596836",2
"1.6343596,-4.6269135,0.7356446,-0.024773777,-0.27787414,-0.15668015,-0.24430108,-0.24730197,-0.17505702,-1.0825276,0.15223129,0.39270803,0.34633985,-0.56972444,-0.5223354",5
"3.267711,-5.195482,0.5318919,-0.16126472,-0.13795686,0.43492854,0.5481906,-0.7656631,-0.10152984,0.21372858,-0.02630421,-0.22939108,-0.4553036,0.123666555,1.2070588",5
"2.116461,-2.7082381,0.7849798,1.3350278,-0.32133606,-0.61472243,-0.07965217,0.23512761,-0.76078445,-0.9305799,0.98234457,0.2924776,-0.55375636,-0.027778866,-0.58314383",5
"0.13958372,5.499382,3.3350818,1.2852865,-0.37387493,0.3556129,-0.07597372,-0.77099955,0.61650765,-0.52260846,0.2288551,0.16724025,-0.37220016,-0.09506894,0.10224517",2
"3.4875247,-1.8651742,-0.13900363,-0.88077074,-0.25618052,-0.16018233,1.4097799,-0.28665683,0.30639306,1.0876138,0.554466,-0.23849104,-0.5530601,-0.28732947,1.1506621",1
"3.478665,-5.081221,0.47060373,-0.36085272,-0.06871085,0.26964775,0.78967154,-1.043424,-0.06647482,0.13667178,-0.19380441,-0.23432107,-0.4194821,-0.06996693,0.99901307",5
"-6.818496,-1.7104173,-3.6108656,-1.103826,-0.13041963,0.17762077,0.77006465,-0.007407944,-0.31303963,0.2452965,0.027829472,-0.29010132,0.06787919,-0.43450826,-0.6873188",2
"-0.121285826,5.8695397,2.280678,0.57838154,0.2744615,0.38844275,-0.099969886,-0.3337218,0.08417105,-0.22604537,0.0032563936,0.0693065,-0.18710586,0.033985544,-0.4051615",3
"4.7679005,-5.2134147,0.7833551,-0.42312866,-0.34569398,-0.13421984,0.1741534,-0.11517002,0.038364068,-0.0546262,0.33713865,-0.43255934,0.27218148,0.053807225,0.84457827",5
"2.8579264,-4.626663,1.5675137,0.21396054,-0.89856887,0.15165101,0.29120126,-0.12775812,-0.529338,0.5782926,-0.0069868285,-0.29537797,0.8032948,0.14230421,1.402822",5
"0.48611715,5.465313,-3.6793616,-1.2270036,-0.2975086,0.39016855,0.22266184,-0.09099244,0.82769746,-0.7373817,-0.07203766,-0.34824574,-0.659159,-0.11030112,-0.44756863",2
"0.1469731,2.962336,3.1001678,0.30539814,-0.974534,0.5526891,0.27604103,-0.3487135,1.5079992,0.17416929,0.6296801,0.46113044,-0.51435167,0.28949767,-0.31475848",3
"4.0257463,-3.3668554,2.7434201,0.86826867,-0.1514879,0.030346649,-0.22802967,0.28953812,-0.20658167,0.022412073,-0.20032361,0.033312205,0.02963595,-0.20648515,-0.07265029",5
"4.105864,-2.5313113,3.473937,1.2647815,-0.06917713,-0.31909966,-0.8364688,0.38638332,-0.47940078,0.06926237,-0.43120566,-0.03792117,-0.20464838,-0.53049475,-0.67762774",5
"-5.6641006,-4.5001125,-3.3275242,-0.7432868,-0.56172234,0.35461295,0.86267334,0.023353286,0.53505766,-0.4535697,-0.08902917,-0.3300321,0.5089526,-0.25642508,0.103805505",2
"3.0214887,-2.551839,0.58323973,-0.34935695,-0.9638629,0.45940232,0.06644768,-0.3454329,-0.002337878,0.63270086,0.10872763,-1.045777,-0.31071204,0.31811562,-0.251526",5
"-0.6309591,5.5984025,0.95725113,0.19256648,0.42170432,0.5068519,-0.38863507,-0.27707416,0.21631494,-0.16319682,0.10797445,0.0056120814,-0.59976524,-0.04491292,-0.3713303",3
"-6.331567,-1.4353352,-3.8505158,-1.1904541,-0.24413759,0.07528766,0.38574967,0.13313927,0.27631414,0.07762065,0.23330954,-0.26576525,0.18605678,-0.1779948,0.004058957",2
"3.4333715,-3.668351,0.7119585,0.2760443,-0.06471164,-0.10616131,0.6129929,-0.28896794,0.0734816,1.0348825,0.93538696,0.34940216,-0.19543132,0.5726534,-0.008867583",5
"0.826037,-0.7806003,5.723468,1.5228884,-0.06716917,-0.16096525,-1.0284616,-0.1929256,0.5587713,0.18383685,0.15791936,0.36370975,0.15951969,0.22576484,0.09173412",2
"4.8033977,-5.235801,0.7732885,-0.4087297,-0.36120197,-0.11590625,0.14782676,-0.1004242,-0.007506853,-0.10868291,0.31057462,-0.41305256,0.2814577,0.042281497,0.82572013",5
"-2.1605508,3.488316,-2.3717551,-0.62802523,-0.8491534,0.2958333,0.34203666,0.4118,0.51494354,-0.3467349,0.074125886,-0.51118684,0.046407763,0.008783156,-0.2638942",3
"0.364134,-0.08982206,6.209889,1.7013581,0.10171666,-0.20148736,-1.0703957,-0.017441383,0.33017492,0.35234147,0.71454924,0.36460897,-0.20292059,0.089793436,0.48400134",2
"-6.682583,-1.6376761,-3.8627558,-1.4187794,-0.18392716,0.12729391,0.4194901,-0.0073274225,0.32467285,0.253919,0.117967196,0.11863384,0.3324459,-0.10467346,-0.5155389",2
"0.78486145,-4.271266,1.4888753,0.38293713,-0.20725624,-0.5773039,-0.34132418,0.92052925,-0.76921403,0.15573996,-0.5556943,0.5582824,0.40074775,-0.20929566,-0.3969498",5
"0.21818355,5.6506414,2.8335521,0.69652945,-0.40401366,0.53170663,-0.097490415,-0.52818686,0.5994239,-0.2954181,0.27550668,0.005832225,-0.40505567,0.055603955,-0.30907986",2
"1.0804679,-4.088756,0.43270186,1.283161,-0.5507781,-0.06559562,-0.7083013,0.18423681,0.17119595,-0.80141324,0.65838397,0.28898093,-0.025226576,0.06777586,-0.8524195",5
"-0.069697864,5.916638,2.110843,0.32911867,0.13979487,0.55831146,-0.34892365,0.16725127,-0.1555133,-0.015675575,0.13092668,0.33979046,-0.27377355,0.03984411,-0.3275214",3
"-0.83227164,5.2799015,-2.934891,-0.74710786,-0.29592174,0.32226676,-0.111818776,0.2875656,1.0369862,-0.20428096,-0.037640937,-0.30346745,-0.47275046,-0.13684048,-0.16022705",2
"-0.47003093,5.21506,-1.2752466,-0.09067893,0.07316695,0.35099092,-0.3824446,0.11811588,0.74365735,-0.30905524,0.24963415,-0.6846479,-0.560711,-0.03483449,-0.058993254",3
"0.09528755,5.523607,3.397917,0.557267,-0.6930765,0.37628147,-0.24469014,-0.81950957,0.66695696,-0.29458496,0.37104353,0.013639518,-0.52222425,0.105259195,-0.22411111",3
"1.3890609,1.3750925,-1.0688409,-0.708126,0.81195277,0.6526637,0.36276612,0.6431075,0.08326289,0.4868479,-0.2849347,0.083028026,-0.50361335,-0.40859383,-0.4811497",3
"4.296439,-5.3791437,0.48619473,-0.00039895158,-0.04419765,-0.46546,0.27165523,-0.4399316,0.72038347,0.3447601,0.33243388,-0.10133739,-0.16212772,-0.18653636,0.20781644",5
"1.1580018,-4.555035,0.6472873,-0.9662666,0.8435005,0.039102096,0.14528008,0.053622458,-0.32935327,-0.75499016,-0.12125201,0.80022335,0.44076285,-0.053256575,0.29904208",5
"0.96234316,-1.3666571,-1.0348312,-0.3437751,0.3020431,-0.28503102,-1.2496214,-0.843245,0.5390221,-0.12347599,0.05719702,-0.798191,0.33563498,0.123634525,0.3709653",4
"4.905467,0.11282613,0.3991072,-0.24483763,0.82177645,0.15991573,-1.6275551,-0.5491334,1.0665152,-0.17468949,-0.1020161,-0.15601635,0.33427396,0.16103135,0.17570125",1
"2.1012003,1.2437891,0.17396438,0.8005105,-1.496111,-0.24652866,-0.38935655,-0.52044725,-0.91767424,-0.56041867,0.031486843,0.25143543,0.7160417,0.1275426,-0.7511058",0
"0.35770494,-0.5237338,0.19271606,0.2922341,0.041418858,-0.57212967,0.8264672,0.0876018,-0.35793215,-0.48013958,-0.1282441,0.05417717,0.8741277,-0.16498883,0.084631875",4
"0.15106969,5.505314,3.2861695,0.7098745,-0.46506009,0.42925474,-0.16145268,-0.5379902,0.4476638,-0.25066316,0.2620584,0.073615685,-0.33507597,0.07638384,-0.23431298",3
"-0.7546973,4.586557,0.8311418,0.34967852,-0.42090473,0.86749524,-0.51376104,-0.40488493,1.1695613,-0.0024817106,0.45656216,-0.40072194,-1.0588559,-0.015620846,-0.51612175",3
"-5.178805,1.8280907,-1.8582333,-0.43691847,-0.42866755,0.45387775,0.043275457,0.78572005,1.2867662,-0.14197831,-0.14164777,-0.51694536,0.26169845,0.07990288,-0.18226787",2
"1.9488443,0.997966,-0.17467175,0.542877,-0.5872228,-0.22261734,-1.4199297,0.5102985,-0.9190103,0.124959044,0.35441512,-0.38306868,-0.17297196,-0.0802334,-0.18839288",0
"-0.41962868,-2.7633786,1.0393167,0.63452816,-0.47882846,-0.1695831,-0.15346673,-0.5790998,-1.0706186,0.5690594,-0.7745247,0.13975222,0.32239595,-0.110199474,0.5323535",5
"3.8234413,-3.483695,-0.20372453,-0.5471949,-0.8316142,-0.5222311,1.3989706,-0.86014485,-0.5747209,0.38730094,-0.4718683,0.31750733,0.13602486,-0.016403459,-0.09140931",5
"-6.212436,-2.8576653,-3.6490674,-1.1496896,-0.33007005,0.07238896,0.41877407,-0.06664283,0.021657167,-0.10229941,0.028099397,-0.1818301,0.23159586,-0.0077821133,-0.07437958",2
"-0.041914493,5.6767197,3.3911076,0.54043734,-0.45139542,0.49919507,-0.24824186,-0.04677887,0.5257669,-0.116819635,0.25784636,0.122084826,-0.36683536,0.10094197,-0.07835108",2
"-0.085322954,-0.4228419,0.029497635,-0.6539087,-0.62181365,-0.50032955,-0.067189835,0.66830236,-0.30924618,0.3404998,0.09084275,0.1805234,1.0855706,-0.091953896,0.37619284",4
"0.37556928,5.9182625,-3.3097014,-0.738385,0.02652857,0.1583365,0.13429245,0.031638686,1.0638434,-0.04486515,0.2595631,-0.42111215,-0.7150326,0.106872156,-0.14495161",2
"0.52924514,-2.091797,0.2561253,0.9944007,-0.5297484,-0.062784195,-0.024126243,0.67430747,1.2521963,-0.106908605,-0.120747074,-0.038479455,0.32832196,0.3159943,-0.97424203",5
"0.8699757,-1.0261468,5.7466836,1.7135817,-0.0446336,-0.19385324,-1.2110673,-0.7632585,0.49723044,0.022460822,-0.10660693,-0.096715495,0.407935,0.7112317,-0.052628055",2
"-5.742975,-4.2097316,-3.7030058,-1.1156487,-0.6271429,0.11868654,0.38355044,0.12795432,0.32615516,0.17936315,0.26302212,0.40858972,0.07282584,-0.20902412,0.0019669044",2
"0.34594727,-4.344654,0.5488522,0.05689609,-0.63269997,-0.746783,0.13234937,1.5703797,-0.5900235,0.094501205,0.036822766,0.2793252,0.284182,-0.086640865,-0.8424305",5
"0.8164913,-3.0033603,0.9101873,1.4242457,0.06322795,-0.33626065,-0.29456943,0.44244215,-0.42980343,-1.21465,0.86457723,0.028938172,-0.4133926,0.20160228,-0.8013523",5
"0.70187414,5.6492624,-3.2909732,-0.99115026,-0.39173666,0.092159055,0.13371821,-0.101470605,0.85672724,-0.5942168,0.04443285,-0.18663776,-0.4069101,-0.11655475,-0.21120267",3
"-5.286439,-4.2257485,-4.002596,-0.9783398,-0.101064056,0.37335593,0.71969205,0.12413076,0.028126525,0.010352136,0.1314949,-0.5353255,0.2563752,0.027564818,-0.0936532",2
"-5.512075,-4.3280716,-3.7405286,-0.9784155,-0.37911302,0.34103546,0.73174953,0.08028767,0.24721864,-0.04869695,0.11530776,-0.2893553,0.29444203,-0.13025753,-0.030113026",2
"4.277592,-5.328529,0.4373329,0.17019312,-0.32011634,-0.24648647,-0.3194334,-0.107730664,-0.10459554,-0.9250845,-0.13918181,0.16741358,0.33022848,-0.49178937,-0.17883365",5
"-0.22988856,5.8332663,1.6856412,0.2680712,-0.073504,0.5275934,-0.42045355,-0.5213732,0.397591,-0.27158433,0.2985466,0.12669498,-0.69278395,-0.041163027,-0.3170441",3
"-5.67931,-4.0959167,-3.7589762,-1.1840807,-0.54714966,0.3260869,0.6811819,-0.26196948,-0.18475068,0.4513143,0.37542588,0.04275091,0.010329515,-0.07626082,0.14849186",2
"0.37189215,5.31501,-3.7340145,-1.2428492,-0.2301498,0.42226171,0.18229473,0.095419906,0.8259243,-0.72334415,0.011822199,-0.4027737,-0.54056126,-0.12707455,-0.313788",3
"-0.16789253,5.7172894,2.852844,0.42581722,-0.51058716,0.38589427,-0.3703673,-0.8951894,0.7317854,-0.3416182,0.38913053,0.0013155582,-0.7194587,0.04956928,-0.17784673",3
"0.6723729,-0.101754256,-0.45526356,0.53193724,-0.9056276,0.97630715,-0.34664854,-0.06447892,-0.361729,-0.36047316,0.01390283,0.22181806,-0.37801346,-0.33326447,-0.82158595",4
"-6.5623083,-1.0029556,-3.723414,-0.9994446,-0.3890812,0.10369721,0.39508945,0.058179174,0.39420822,0.15756577,0.43275496,-0.07575278,0.11136674,-0.2543773,-0.34094957",2
"1.1196231,-1.8787917,-1.2051167,-1.3407353,0.68807554,-0.08458102,-1.0886964,-0.7740858,0.66177464,-0.22849262,-0.4623321,-0.6182172,0.36280364,0.07274781,0.2192998",5
"1.7720938,0.23951359,-0.40241385,-1.1592096,0.3216646,0.60548466,0.5320765,0.6685534,0.1852046,0.7536264,0.20323798,0.38845217,-1.277678,-0.34179035,-1.0722176",0
"0.48043752,-0.79542184,6.2456203,1.8039175,0.09816523,-0.51119614,-1.057441,0.032429826,-0.25298923,-0.027735243,-0.45598772,0.363787,0.08432067,-0.010865099,-0.43042985",2
"-0.08535359,1.4994183,1.107859,0.15088652,0.2749091,-0.24009058,-0.81142163,0.6354528,-0.6410156,-0.3909075,-0.17812786,-0.59532034,0.39311245,0.18179618,-0.27223563",4
"-6.3780537,-0.463188,-3.640345,-0.91288006,-0.16746567,0.026843727,0.415543,0.421247,0.50485283,0.31879592,0.5542821,-0.14464985,0.20069443,-0.10286832,-0.8181373",3
"-6.402738,-1.9567881,-3.853881,-1.516397,-0.13861965,-0.0758669,0.009954993,0.169886,0.23172772,-0.15662926,-0.051660746,-0.39805865,0.54827607,0.28881738,-0.12696932",2
"-5.4807854,1.7167774,-2.3647368,-0.58502376,-0.32973075,-0.13306507,-0.36307156,0.58065313,0.6623209,-0.2766607,0.03184684,-0.41395348,0.5667223,-0.095049106,-0.5381523",2
"5.01391,0.03242133,3.0622585,0.48563102,0.035109326,-0.070736706,-0.34792346,-0.7418151,0.6536606,-0.5835222,-0.34024093,-0.29048306,0.5522144,0.0007576321,-0.1271341",5
"3.474346,-4.7762256,0.39071143,-0.49888682,-0.017189939,-0.390964,0.865703,-1.3322382,-0.296223,-0.45235577,-0.7811934,0.11272418,0.29382244,-0.7124012,0.03902513",5
"-6.2362075,-3.430328,-3.2065504,-0.9148813,-0.44938254,0.04215168,0.41906738,-0.44492808,0.12861119,-0.58748496,-0.17341408,-0.20043239,0.22396791,0.09572473,0.2319864",2
"0.65051275,-2.5218358,-0.18559602,1.0277401,0.43872377,0.42821288,-1.3645838,0.98245406,0.0677306,-1.2484956,0.09293092,0.46992496,0.33715248,0.20885433,-1.4161958",5
"0.6524064,3.7010727,-1.2085719,0.08205789,-0.8332477,-0.6226802,-0.111987,-0.34056675,-0.023825964,-0.28306296,-0.19580083,-0.57901514,0.75663847,0.32157695,-0.119244814",3
"-0.36761135,4.517617,-3.9992707,-1.185197,1.2080864,-0.5100281,0.20469426,-0.025466232,0.7498808,0.17301558,0.17295791,0.36612523,-0.45546287,-0.17109495,-0.10368718",3
"0.84937835,-1.3517241,-0.46402898,0.70613474,0.44813558,-0.067400075,0.2696496,1.1546783,1.0420253,-0.9182777,-0.21505208,-0.3512277,0.93509924,0.41957954,-1.0007606",5
"0.32061964,0.45643872,5.484213,1.4185928,-0.20818634,0.27766967,-0.6178926,0.12956324,-0.044116307,-0.17806333,-0.12432765,-0.3224023,-0.26121446,-0.259801,0.77267957",2
"-0.5333396,-3.6630716,1.2999243,0.8975252,0.24516027,-0.77833015,0.013112571,0.07525937,-0.9473387,-1.2412813,0.07795275,0.14485614,0.092674494,-0.1803161,-0.5110089",5
"-1.0889322,4.8255577,2.4428864,0.8886616,-0.29191825,0.00015930552,-0.91684514,-0.5317046,-0.35590628,-0.09346946,0.16484569,0.94883823,-0.87640244,-0.16585562,0.43794551",2
"-5.8094354,-0.814243,-3.350166,-0.46364793,-0.33727083,-0.24106598,-0.3228833,-0.40599936,0.027767263,-0.17542568,-0.07895228,0.2035566,-0.120169915,-0.25814232,0.26635036",2
"3.3873508,-3.2770507,1.3933324,-0.06875346,-0.17790174,0.15858524,0.7390203,0.5245664,-0.23329109,0.37036103,0.8153064,0.433534,0.3784346,0.79203415,0.18459468",5
"-1.0647819,4.828342,2.5993378,0.9411333,-0.25809178,-0.045760397,-0.9565193,-0.5063312,-0.35733497,-0.08703092,0.15026154,0.88632905,-0.81589997,-0.15830757,0.4788328",3
"-0.9847353,4.766738,-1.3851255,-0.1882664,1.022229,0.22378778,0.02396043,-0.118182145,0.4298752,-0.13080603,0.38131434,-0.28347763,-0.4664235,0.031711653,0.47635835",3
"-1.1112808,4.925126,2.6595228,0.9588642,-0.18530081,-0.04480744,-0.95924854,-0.4252352,-0.315986,-0.028071001,0.13525882,0.78082967,-0.7696094,-0.12064507,0.49162972",2
"0.34870595,2.0357745,0.27719977,0.27606943,-0.18277565,-0.4370521,-0.24908848,0.7185533,-0.90597403,-0.6038305,-0.47254732,-0.29112217,0.22997631,-0.018253021,-0.2896678",3
"-0.46145594,3.6803339,2.13029,0.968759,-0.62328845,-0.6796047,-1.0398638,-0.11474642,-0.25360566,0.26737204,-0.15169878,0.33181506,-0.47531167,0.045297,0.37360105",3
