embedding,labels
"-7.8014555,-18.618307,2.6902945",1
"6.5674877,-8.88571,-8.255172",1
"-36.92579,19.696758,5.179129",4
"-7.4790974,12.2469015,6.197446",5
"-36.6389,21.238483,2.2640884",4
"-19.430885,0.9914066,-2.842032",3
"-26.281818,15.020636,-0.10270112",4
"12.430415,-13.807134,-3.1657336",2
"-8.464295,26.818647,18.636805",5
"15.124897,-8.159798,-8.153219",1
"-7.236612,-9.161616,-2.7904663",2
"17.186045,-11.864659,-4.460364",1
"22.640892,-23.224,4.7895684",0
"7.993631,-13.179401,-1.3007804",1
"20.295073,-13.807827,11.395861",0
"17.110596,-13.413851,-10.628074",2
"-5.972454,-3.2176538,-12.560256",2
"32.279087,-17.703192,7.4104695",0
"2.9541388,20.848558,8.822018",5
"-5.7355075,15.106991,2.866304",3
"13.757657,-4.7097754,-4.655034",1
"8.327366,-11.7882,-4.6761274",1
"-20.703928,24.455555,10.535416",5
"-35.630447,3.5343127,-4.671873",3
"-4.1846585,14.361439,19.128881",4
"-21.841898,-0.2301587,2.1916666",3
"-11.33358,12.7333,20.672588",4
"19.605686,-1.3731471,-8.333471",1
"13.748227,-13.174877,-16.288887",2
"28.5811,-30.815928,-5.5722404",0
"28.47823,-13.68761,5.496554",0
"-2.2785127,-1.1886315,-10.8302145",2
"-8.029595,-14.702,-0.88865393",1
"17.727488,-27.067831,15.83043",0
"11.371021,-8.365734,-9.405746",2
"-35.09327,14.893497,-0.25640997",4
"-27.97871,12.676008,-4.696534",3
"-37.417755,9.651629,-3.9246538",4
"-5.8067837,2.1915314,-8.810532",2
"-13.778849,16.149841,9.2445135",5
"-14.24574,3.7074854,3.180874",3
"-35.342144,13.355504,-3.4957867",4
"0.013395737,14.239775,16.790276",4
"27.70858,-24.872011,-1.5171049",0
"-9.794065,6.0068145,1.5341194",3
"22.297821,-16.480646,15.529836",0
"1.2113004,13.412265,11.975846",5
"2.2448933,23.25885,0.9375501",3
"-28.994078,3.5848508,6.749654",4
"-27.559944,9.126908,1.4386116",3
"-22.494822,21.650719,7.1243296",4
"-36.869286,7.8258905,-0.66146386",3
"-1.5493565,29.377113,20.464624",4
"-25.550993,-3.9007719,5.616891",3
"-36.612106,2.1519334,-1.5812691",3
"9.912635,-19.588264,-5.51484",2
"16.015455,-10.780671,28.956287",0
"-22.380571,24.33947,3.5871143",4
"-10.051263,-12.010247,2.106461",1
"1.5872319,19.578749,12.293827",5
"17.900286,-14.41348,31.924322",0
"-11.2108345,17.401218,-0.27481422",3
"16.641537,-18.744226,22.474752",0
"-27.459496,5.565483,-0.6167957",3
"29.05204,-18.992968,5.413928",0
"-0.64628303,-20.944511,-10.7192745",1
"2.45421,-11.327428,-7.2220597",2
"19.46592,-19.772728,7.0966005",0
"20.864864,2.0703979,26.19251",0
"-17.53913,-20.708513,-8.949671",2
"7.5393095,-15.141013,-9.617513",2
"-7.0842447,11.943688,2.6509748",3
"14.503931,-11.502124,-6.113031",2
"-22.972504,15.449013,11.057921",4
"-17.86232,10.758809,10.47529",5
"16.402447,-1.0833704,0.34450737",1
"1.9999478,-5.563507,1.4494921",2
"5.978492,3.4504697,5.9125147",2
"-18.154175,33.541504,6.038187",3
"12.296763,-6.83146,1.4546301",2
"12.075577,-4.8186164,7.510043",2
"0.46096817,0.06391604,4.5970645",2
"24.381104,-6.8776374,32.42135",0
"23.86174,-11.620465,16.207674",0
"-33.113518,10.126128,8.8521",4
"-20.588156,5.0681934,-1.2715611",3
"-9.598432,-9.281646,9.928805",2
"-9.943263,17.411484,4.5028872",4
"31.485035,-21.930801,-2.2584465",0
"25.380976,-14.431184,8.885975",0
"5.6158834,-5.4768176,10.1792755",1
"3.9700089,4.8108025,0.9409514",1
"-14.478496,18.070318,-5.6257997",3
"-12.911866,-13.983825,9.255589",1
"-2.509927,-2.2863321,7.6264076",2
"10.081406,2.4109676,2.6440923",1
"-10.251826,10.245598,-0.11560214",3
"-6.794394,23.15573,11.969561",3
"27.309393,-18.885023,9.892484",0
"22.042332,-12.720272,19.994368",0
"6.8072324,-10.000723,-28.845335",2
"-5.4147115,-6.2251496,7.377862",1
"-0.48104298,28.035995,5.9631968",4
"8.105895,3.479613,-3.1976833",1
"12.770801,0.24778369,3.9320652",1
"-28.359772,26.93088,13.556766",3
"6.023477,7.961999,3.348466",2
"25.207466,-22.84201,8.328071",0
"12.729314,3.2304633,-1.5924501",1
"-0.020519238,1.0390356,7.917538",1
"19.237635,-6.1685333,-0.6843917",2
"-0.22300349,21.214588,17.385635",5
"-35.304935,6.7462955,-8.179522",3
"-23.94209,21.710367,12.483478",3
"1.0956545,-7.5711784,6.390205",1
"23.310816,-15.376969,27.691183",0
"-0.23550162,34.914585,7.463776",4
"9.95808,6.364844,9.995389",2
"20.190952,0.42130888,1.7024655",1
"-26.082815,11.268852,3.8857954",3
"7.9937983,-2.9426782,0.8742128",2
"7.3580523,-5.0209837,4.8027925",2
"10.937663,-0.82881576,-1.1590543",1
"-25.730701,5.2250295,-10.57795",3
"-25.83727,9.715186,-2.5005515",3
"30.77418,-29.96767,-1.8066695",0
"11.81248,-19.424692,16.719147",0
"23.06889,-11.919445,24.378822",0
"-30.506697,18.03422,-11.546182",3
"4.01379,-2.5076473,2.8650477",2
"4.463315,21.940939,0.53443503",3
"25.886814,-10.068368,28.448685",0
"-18.225779,13.130625,-10.776386",3
"-10.590114,10.077792,4.5212865",5
"19.374535,7.0777864,2.6940265",2
"17.07365,-4.1566033,5.2838063",1
"26.657288,-16.42557,17.569775",0
"-21.6832,10.933544,-12.8269205",3
"11.982684,-2.4174066,3.764572",1
"5.4061117,-0.72579235,4.4979506",2
"16.35522,-5.5773153,21.320467",0
"-24.81259,11.36723,-10.936116",3
"14.669607,-16.453876,17.617336",0
"-13.264221,6.8077607,1.9991275",3
"-36.150764,14.935106,3.6168966",4
"-27.97602,11.476947,-13.232226",3
"-0.5599338,22.680912,-1.454302",3
"5.900131,2.435616,1.0327483",1
"-1.3859091,25.493225,19.522823",5
"26.721983,-21.95007,12.9639635",0
"23.023619,-27.131136,0.3846884",0
"14.019291,0.00589975,7.9158483",2
"2.9086304,0.6230812,-1.2331423",2
"-20.320768,24.518288,-1.5102762",4
"6.033465,-11.339366,4.7462783",1
"-3.7039044,22.937483,22.059885",4
"-2.1467822,-10.286089,7.3841043",2
"-13.275951,-19.28487,5.3154507",2
"22.399645,-9.015326,26.558844",0
"-9.393487,23.287668,15.084977",3
"-10.550701,16.466503,7.744231",5
"12.313391,4.998992,4.614132",1
"-34.393894,11.074299,-0.70249826",5
"18.089472,-0.97497934,23.435966",0
"-15.54587,6.6012974,-1.6400899",3
"-0.3541312,2.8817022,3.3507452",1
"-17.651466,30.986227,8.496881",3
"24.098598,-19.52352,10.099788",0
"2.5303297,28.99192,9.666942",5
"8.645077,-1.3262985,6.434553",2
"-2.4632936,0.43921074,-1.7644361",1
"-30.863634,12.474701,2.896072",4
"28.208923,-21.226913,0.9100638",0
"28.904133,-14.680613,12.3896055",0
"20.372633,-11.694738,28.795311",0
"-3.8144622,-3.0294914,1.3516867",2
"30.058132,-26.266754,-4.5996714",0
"17.134705,2.2494042,4.3149524",2
"12.65549,-21.456085,26.266888",0
"-16.293089,3.0870118,-2.1541815",3
"6.764348,7.758596,-6.0576286",2
"-18.011433,3.5866039,-4.636108",3
"10.254533,-11.542015,6.038051",1
"7.7029276,1.0481728,11.121471",1
"-10.965791,-10.38392,5.732618",1
"-4.070419,28.016699,17.753014",5
"-28.386454,2.2595878,-6.2269864",3
"-18.84518,27.504421,9.981673",5
"-31.537085,14.9253645,0.11104745",4
"-4.890708,16.515228,16.329077",5
"4.1965218,-2.4897788,8.445359",1
"23.318638,-13.158148,32.7147",0
"28.061172,-23.958351,-7.3156567",0
"10.099464,8.025624,0.72579104",2
"-32.14636,9.741041,14.454898",0
"19.06412,-13.732379,25.057238",0
"-31.634558,3.0135565,8.79445",3
"23.457079,-27.168592,8.7625265",0
"-8.116479,21.040178,-4.669215",3
"-24.358027,14.712548,-13.68669",3
"17.75458,-5.306421,25.489185",0
"5.8100004,-6.426788,-13.149825",2
"30.957003,-21.944544,10.842958",0
"21.302052,-22.414095,10.756624",0
"-34.181736,19.435043,5.176789",4
"12.618365,-10.534159,23.061295",0
"-12.906513,-16.562151,-4.61686",2
"16.962156,-13.180569,21.696907",0
"28.692617,-28.920996,2.5706434",0
"-2.3122034,-6.5505843,-3.7494836",2
"3.4793162,-11.173801,-21.490404",2
"19.018064,-14.497366,17.755125",0
"17.834352,4.642625,-5.1529016",1
"-12.21563,-6.7960286,1.4388872",2
"-20.591713,8.35281,9.296491",5
"-0.49565294,-3.058589,-24.948856",2
"-13.454091,-16.311537,-11.170582",1
"23.945301,-6.963306,19.387419",0
"1.8198892,17.642588,16.701843",5
"-32.8137,14.306489,11.255099",4
"-6.4933124,25.609537,15.19953",5
"-29.896372,9.426427,-1.1276492",3
"-3.0421603,24.029785,1.5161014",3
"8.809034,2.5663407,-7.9545608",1
"-33.35959,9.5747,-5.690565",3
"6.1405478,27.748066,10.901204",3
"-19.049809,0.002894213,7.008571",3
"-1.352121,-8.241957,-18.32629",1
"-6.4086313,11.076658,-0.47098145",3
"-3.485746,2.5737724,-20.854017",2
"14.331145,-4.613386,-12.764877",2
"-0.49193394,-14.048679,-15.61871",2
"9.737935,-1.6944225,-7.05623",1
"-36.426876,4.7228622,1.5046239",3
"-17.852371,-2.6734934,5.7979236",3
"22.861954,-16.848265,19.083153",0
"26.125858,-26.399183,3.8721642",0
"19.332294,-29.288246,6.143838",0
"7.364399,-9.435464,-18.358898",1
"15.220691,2.0256853,-7.235695",2
"-4.306504,-10.457346,-19.773607",2
"-14.240482,12.945572,5.317308",5
"-25.43502,3.0657883,3.8928957",3
"-7.801722,23.529743,20.839514",4
"26.535322,-4.3975844,22.161036",0
"3.9692502,-4.3947334,-15.888362",1
"9.300361,-5.679611,-17.364061",1
"-21.11786,28.069687,5.7724395",5
"-3.9768922,-13.403217,-6.2826185",1
"22.065607,-5.0247784,25.846151",0
"-22.584574,8.545012,-10.990752",3
"19.935139,-7.5359683,28.692705",0
"14.69081,-7.1012144,27.394625",0
"16.703655,-2.3463216,28.960491",0
"-14.736061,28.054409,10.194424",5
"-20.812794,26.948355,13.04356",5
"-10.43526,24.792141,-1.9876262",5
"-1.2994303,31.367502,10.268641",4
"-9.714492,13.655686,-2.6358418",3
"-25.702772,21.476526,6.389076",4
"25.297903,-27.108675,-4.495759",0
"-22.56787,11.521487,-8.608308",3
"4.093191,2.4804657,-12.306352",1
"-12.66906,5.4758835,-2.1708646",3
"27.804295,-26.831491,9.059992",0
"0.9997333,-4.575722,-14.870921",2
"-13.419927,-19.515385,-8.810617",1
"-5.005812,1.4805623,-24.64523",1
"-15.639891,27.32815,3.2276714",5
"10.89614,-5.4646807,-10.621",2
"-23.354156,4.8798256,-0.18259227",3
"-18.076305,25.70908,6.2199993",5
"13.589312,-8.145017,-20.180008",1
"-25.636265,16.845879,-3.5901318",5
"-0.37073144,9.1149,-8.082537",1
"-12.420437,-5.3660054,-9.848012",2
"-0.10167119,13.8868,9.586569",5
"12.02205,-0.054300092,-12.217406",1
"-1.8907589,3.5659792,-13.789953",1
"15.884835,-0.4106762,-10.565373",1
"4.6693516,-14.146361,-16.57563",1
"-16.01339,-17.705137,-3.1895282",2
"-33.25865,7.7263026,11.213068",4
"-19.696095,19.075567,-3.6690788",4
"-8.78324,1.7831255,-18.049625",1
"-10.787931,29.153809,9.478344",3
"7.567095,-1.1878417,-15.844596",2
"-0.5550624,21.856522,-4.1723113",3
"5.4826226,18.338385,7.6821227",3
"33.847527,-21.799837,1.8076028",0
"-25.37125,6.361276,-4.2144575",3
"-25.615294,12.326029,9.983702",4
"9.097876,-1.9311107,-12.647318",1
"5.7102656,2.3259861,-8.587664",1
"-7.253693,-11.597859,-12.928682",2
"-16.365501,-9.516562,-7.127221",2
"16.8472,-6.071837,31.575558",0
"-6.4831004,-14.556472,5.7495494",1
"-13.878505,-21.548304,-4.927237",1
"-4.863927,23.85321,18.4065",4
"17.84393,-9.402302,24.694534",0
"-10.352976,-13.027181,-8.418205",2
"5.3589044,-1.2702037,-12.221786",2
"2.1668754,-9.551728,-16.197765",2
"-16.276045,20.8936,14.927042",5
"5.3722963,12.332556,-12.633053",2
"-0.38856167,-1.5743418,-17.754625",1
"3.5537336,-11.910867,-13.777974",1
"-10.730675,28.255638,13.738781",5
"-22.423437,10.1912565,11.424053",4
"-11.304727,16.330389,20.021095",4
"25.10705,-16.04457,13.134106",0
"-5.3512635,-7.620047,-8.178071",2
"-13.621285,-12.604707,2.4846299",2
"6.290363,3.3660448,-15.593844",1
"16.258669,-22.08765,16.50901",0
"-14.632012,9.856647,12.394716",5
"22.66442,-20.895071,15.241319",0
"-7.5479894,13.601346,17.268787",5
"-18.309835,8.494331,-7.7951565",3
"31.70141,-31.212831,3.4964685",0
"-18.563856,-20.109167,-1.3279023",2
"-14.070264,-13.8339,-1.364446",1
"17.259752,-2.4190555,17.29557",0
"-25.904358,24.773832,15.366315",3
"23.641264,-21.893534,-0.4120818",0
"-15.1882305,31.401424,6.556464",3
"-7.9387136,17.011747,20.415564",4
"-23.027996,-1.6730505,7.5889955",3
"3.6843412,-3.9462585,-21.3861",2
"-35.519,11.739264,11.176966",4
"5.365954,0.1936731,-24.262785",1
"10.77988,6.7889924,-15.644221",2
"24.623028,-18.715696,6.208475",0
"26.643087,-15.711223,24.541513",0
"25.345268,-30.18378,-1.4603056",0
"-15.568956,16.413572,3.8236015",5
"-29.565054,3.109872,11.290991",5
"-15.9978,23.464464,-0.8225656",4
"-36.29765,8.302441,9.638138",5
"10.46496,4.1041493,-28.686226",1
"12.254926,3.1709843,-23.747957",2
"-12.201032,21.130077,-3.6734126",3
"2.6095917,4.367483,-20.487236",1
"5.8165026,2.5044515,-19.182442",2
"3.0235772,15.685454,6.2689786",3
"10.896065,-6.5617805,24.455036",0
"1.5416917,4.9325776,-26.17161",1
"-20.24321,16.669605,11.780585",5
"-25.782928,14.671039,-7.853503",3
"6.1351886,-1.6994544,-27.69933",1
"5.061245,7.4485993,-23.83023",1
"24.581,-1.1550959,24.828535",0
"24.52448,-30.167889,4.4212093",0
"20.313557,-8.500223,34.646317",0
"-33.536858,2.6756196,5.4091954",3
"-3.2930076,-15.340616,-19.318043",2
"26.614483,-11.506183,21.27854",0
"-23.746658,25.768078,8.254937",4
"-17.503937,10.630599,6.674054",4
"-13.164588,-18.064672,0.5715944",2
"11.007845,2.0980766,-17.76991",2
"32.959682,-26.098787,7.491111",0
"-3.8093317,-3.6734014,-19.656918",2
"-27.230268,23.154238,13.459183",3
"7.0842986,13.219667,-19.144064",2
"-31.297537,13.802137,-6.5391374",5
"-27.6382,9.461781,-8.765338",3
"11.856352,-12.53188,30.076008",0
"-18.33793,-16.230097,-7.757002",1
"4.5424147,-0.7224984,-20.078089",2
"13.212847,-7.33112,17.645288",0
"17.994335,0.37850705,-14.050938",2
"-3.126604,29.084986,7.8909626",4
"-32.151737,6.525193,-4.9166894",3
"-17.64991,-11.234598,0.17096967",2
"-17.588785,-14.410397,-3.1774359",2
"19.197655,-7.1146126,-9.151194",2
"-37.26139,3.1206827,6.073774",5
"-18.544626,18.946894,-0.8768431",4
"8.805399,6.9922113,-12.563676",2
"-11.65231,14.316778,3.0622625",5
"-36.023277,3.9159458,9.514197",5
"-6.778849,-19.09096,-9.538039",2
"14.996933,12.215135,-20.766497",1
"15.167255,3.989576,-22.595646",1
"9.546873,7.1133113,-18.873886",2
"-30.954233,13.160466,-11.668439",3
"-7.3043337,19.986658,17.64818",5
"15.351648,10.694087,-16.045322",1
"7.4760146,-15.882477,-22.059958",1
"-29.744833,15.73537,3.3066607",4
"12.422921,-3.457368,23.001696",0
"15.503964,4.601669,-17.115257",2
"-10.324058,16.856907,-3.9140754",3
"18.040335,-20.453045,26.95108",0
"29.782879,-22.947414,7.0513906",0
"-2.655232,12.920911,13.789426",5
"14.164335,-3.9187396,-25.924013",1
"21.429344,-18.575123,22.92832",0
"1.9586881,27.170458,1.2698971",5
"12.641906,10.763963,-13.556607",2
"22.39686,-22.114944,20.598228",0
"6.8126698,11.920603,-25.565283",1
"0.38807005,10.389655,-22.33052",1
"-9.512921,21.57551,-0.89306396",3
"-22.676813,29.010162,9.731003",3
"1.3455329,2.5659924,-29.519182",2
"-11.26508,24.088936,1.3601589",5
"-2.4873023,34.966827,13.15747",4
"6.7585125,5.763059,-25.283327",2
"7.889047,9.115275,-16.816896",2
"24.746134,-7.3930035,23.593073",0
"-4.561538,21.017704,11.612478",3
"33.22268,-26.227566,0.31534028",0
"-37.78404,12.712721,1.2369742",4
"26.180723,-4.9524426,27.725712",0
"-5.7732787,8.777552,1.9524165",3
"12.3855915,4.742754,-9.532474",1
"-22.02114,21.467825,-1.7826629",4
"20.410824,-8.972521,22.34181",0
"23.622467,-16.719988,3.0827549",0
"13.328048,10.718023,-8.329817",2
"15.19445,-2.2601986,-19.473787",1
"-33.687473,11.967574,-10.3621435",3
"-18.662184,25.267042,2.1006577",4
"17.550638,6.1270337,-11.851272",2
"20.585377,-5.2597666,22.049675",0
"3.2629588,6.961516,-15.426268",1
"-3.7277527,-2.910663,12.3938",2
"-13.157198,18.610394,6.5310173",5
"-1.7466512,26.419172,15.133195",3
"-16.730442,-15.461544,2.6300364",1
"-15.669266,-0.21765622,7.3692837",3
"23.800714,-26.653797,13.841575",0
"19.625095,6.0476418,-19.754498",1
"-16.106518,-11.038292,-13.810024",2
"-14.962323,-13.811378,-6.6063495",2
"-19.253445,22.655306,14.206003",5
"12.0423765,9.524333,-20.476065",1
"21.989218,0.14531383,-15.143812",2
"8.300907,1.655658,-23.321474",1
"26.927795,-22.517712,4.7465615",0
"-0.9886973,17.839552,15.284915",5
"8.534843,-1.9323598,-20.892128",1
"14.793713,-14.8482895,12.640817",0
"19.286528,-6.055726,-16.02937",2
"17.85939,-16.72375,13.805259",0
"-9.301577,-20.131042,-4.053395",1
"3.9928262,26.835247,8.251228",3
"-10.726191,-14.914479,-5.673931",1
"8.43626,-6.4874277,-23.444574",2
"22.65654,-2.0142345,19.933382",0
"-29.366003,5.3070974,-7.5501432",3
"-11.086856,24.40376,11.976193",4
"-1.4064962,-5.8223853,-28.556585",2
"0.36665574,9.1078005,-15.625195",2
